theta,unattCRF,attCRF
-65,6.63630514747902,7.02076182401058
-64,6.78003988811613,7.14487577084694
-63,6.92494894963314,7.26919497083598
-62,7.07096182805927,7.39365508429944
-61,7.21800464731201,7.51819056625714
-60,7.36600016723699,7.64273471727985
-59,7.51486779940647,7.76721973674647
-58,7.66452363092487,7.89157677845953
-57,7.81488045647153,8.01573600856764
-56,7.96584781879002,8.13962666573845
-55,8.11733205781178,8.26317712352024
-54,8.26923636857823,8.38631495482585
-53,8.42146086809996,8.50896699846671
-52,8.57390267126592,8.63105942766062
-51,8.72645597588651,8.75251782043166
-50,8.87901215692621,8.87326723181566
-49,9.03145986995025,8.99323226778056
-48,9.18368516377849,9.11233716076604
-47,9.33557160230745,9.23050584674242
-46,9.4870003954273,9.34766204368489
-45,9.63785053892731,9.46372933135488
-44,9.78799896324807,9.57863123227636
-43,9.93732069090368,9.69229129379143
-42,10.0856890023619,9.80463317107607
-41,10.2329756101346,9.9155807109931
-40,10.3790508407953,10.0250580366573
-39,10.5237838246052,10.1329896325837
-38,10.667042692395,10.2393004302886
-37,10.8086947793137,10.3439158942093
-36,10.9486068350247,10.4467621078079
-35,11.0866452398935,10.5477658597209
-34,11.2226762266839,10.6468547298172
-33,11.3565661072441,10.743957175023
-32,11.4881815036405,10.839002614774
-31,11.6173895831666,10.9319215159518
-30,11.7440582966288,11.0226454771643
-29,11.8680566192902,11.1111073122261
-28,11.9892547938277,11.197241132699
-27,12.1075245746437,11.2809824293492
-26,12.2227394728514,11.3622681523829
-25,12.3347750012425,11.4410367903198
-24,12.4435089185332,11.5172284473664
-23,12.5488214721726,11.5907849191553
-22,12.650595638996,11.6616497667134
-21,12.7487173629985,11.7297683885297
-20,12.8430757895048,11.7950880905947
-19,12.9335634950134,11.8575581542822
-18,13.0200767119999,11.917129901955
-17,13.1025155479704,11.9737567601728
-16,13.1807841980688,12.0273943203883
-15,13.254791150556,12.0780003970213
-14,13.3244493844957,12.1255350828016
-13,13.3896765590025,12.1699608012829
-12,13.4503951934304,12.2112423564264
-11,13.5065328379057,12.249346979165
-10,13.5580222336362,12.2842443708607
-9,13.6048014624623,12.3159067435737
-8,13.6468140851438,12.3443088570687
-7,13.6840092679182,12.3694280524877
-6,13.7163418968936,12.3912442826229
-5,13.7437726789136,12.409740137544
-4,13.7662681448663,12.4249007638059
-3,13.7837981586401,12.4367107637711
-2,13.7963132316063,12.4451265538038
-1,13.8037315214215,12.4500604820705
0,13.8056564042703,12.4516249039416
1,13.8037315214215,12.4500604820705
2,13.7963132316063,12.4451265538038
3,13.7837981586401,12.4367107637711
4,13.7662681448663,12.4249007638059
5,13.7437726789136,12.409740137544
6,13.7163418968936,12.3912442826229
7,13.6840092679182,12.3694280524877
8,13.6468140851438,12.3443088570687
9,13.6048014624623,12.3159067435738
10,13.5580222336362,12.2842443708607
11,13.5065328379057,12.249346979165
12,13.4503951934304,12.2112423564264
13,13.3896765590025,12.1699608012829
14,13.3244493844957,12.1255350828016
15,13.254791150556,12.0780003970213
16,13.1807841980688,12.0273943203883
17,13.1025155479704,11.9737567601728
18,13.0200767119999,11.917129901955
19,12.9335634950133,11.8575581542822
20,12.8430757895048,11.7950880905947
21,12.7487173629985,11.7297683885297
22,12.650595638996,11.6616497667134
23,12.5488214721726,11.5907849191554
24,12.4435089185332,11.5172284473664
25,12.3347750012425,11.4410367903197
26,12.2227394728514,11.3622681523829
27,12.1075245746437,11.2809824293492
28,11.9892547938277,11.197241132699
29,11.8680566192902,11.1111073122261
30,11.7440582966288,11.0226454771643
31,11.6173895831666,10.9319215159518
32,11.4881815036405,10.839002614774
33,11.3565661072441,10.743957175023
34,11.2226762266839,10.6468547298172
35,11.0866452398935,10.5477658597209
36,10.9486068350247,10.4467621078079
37,10.8086947793137,10.3439158942093
38,10.667042692395,10.2393004302886
39,10.5237838246052,10.1329896325837
40,10.3790508407953,10.0250580366573
41,10.2329756101346,9.9155807109931
42,10.0856890023619,9.80463317107607
43,9.93732069090367,9.69229129379143
44,9.78799896324808,9.57863123227635
45,9.63785053892731,9.46372933135489
46,9.4870003954273,9.34766204368489
47,9.33557160230745,9.2305058467424
48,9.18368516377848,9.11233716076604
49,9.03145986995025,8.99323226778056
50,8.87901215692622,8.87326723181566
51,8.72645597588651,8.75251782043166
52,8.57390267126591,8.63105942766063
53,8.42146086809996,8.5089669984667
54,8.26923636857822,8.38631495482585
55,8.11733205781179,8.26317712352023
56,7.96584781879001,8.13962666573846
57,7.81488045647154,8.01573600856764
58,7.66452363092488,7.89157677845953
59,7.51486779940647,7.76721973674647
60,7.366000167237,7.64273471727987
61,7.21800464731201,7.51819056625714
62,7.07096182805927,7.39365508429944
63,6.92494894963314,7.26919497083597
64,6.78003988811613,7.14487577084694
65,6.63630514747903,7.02076182401059
66,6.49381185903389,6.89691621629577
67,6.35262378809933,6.7734007340355
68,6.21280134758336,6.65027582051204
69,6.07440161817785,6.52760053507912
70,5.93747837484819,6.40543251484107
71,5.8020821192933,6.2838279389046
72,5.66826011804454,6.16284149521306
73,5.53605644586664,6.04252634996827
74,5.40551203412066,5.9229341196408
75,5.27666472374614,5.80411484556362
76,5.14954932251982,5.68611697110069
77,5.02419766624875,5.56898732137628
78,4.9006386835577,5.45277108554753
79,4.7788984639344,5.33751180159724
80,4.65900032870075,5.22325134362089
81,4.54096490458394,5.11002991157693
82,4.42481019956801,4.99788602346601
83,4.31055168071448,4.88685650990087
84,4.19820235364925,4.77697651102509
85,4.08777284342224,4.6682794757355
86,3.9792714764566,4.56079716315975
87,3.87270436331515,4.45455964633749
88,3.76807548202305,4.34959531805085
89,3.66538676169737,4.24593089874681
90,3.56463816624662,4.14359144649199
91,3.46582777791592,4.04260036889773
92,3.36895188046582,3.94297943695106
93,3.27400504178637,3.84474880068562
94,3.18098019576037,3.74792700662419
95,3.08986872320329,3.65253101692347
96,3.00066053172003,3.55857623014967
97,2.91334413433185,3.4660765036128
98,2.82790672673932,3.37504417718614
99,2.74433426309987,3.28549009853649
100,2.66261153021065,3.19742364969026
101,2.58272221999961,3.11085277485951
102,2.50464900023916,3.02578400945241
103,2.4283735834082,2.94222251019137
104,2.35387679363917,2.86017208626293
105,2.28113863169706,2.7796352314232
106,2.21013833794763,2.70061315698278
107,2.14085445328134,2.62310582559594
108,2.07326487796847,2.54711198577882
109,2.00734692842991,2.4726292070828
110,1.94307739191537,2.3996539158492
111,1.88043257908892,2.32818143147324
112,1.81938837452846,2.25820600310569
113,1.75992028515205,2.18972084672208
114,1.70200348659029,2.12271818249063
115,1.64561286752906,2.05718927237145
116,1.59072307205217,1.99312445788104
117,1.53730854001762,1.93051319795786
118,1.48534354550525,1.86934410686622
119,1.43480223337726,1.80960499207758
120,1.38565865399578,1.75128289207046
121,1.33788679614454,1.69436411399156
122,1.29146061820396,1.63883427112317
123,1.24635407763048,1.58467832010357
124,1.20254115879296,1.53188059784948
125,1.15999589921949,1.48042485813164
126,1.11869241430913,1.43029430775659
127,1.07860492056363,1.38147164231025
128,1.03970775739393,1.33393908142067
129,1.0019754075568,1.28767840350004
130,0.965382516276109,1.24267097992775
131,0.929903909103121,1.19889780863893
132,0.895514608569286,1.15633954708508
133,0.862189849684108,1.1149765445354
134,0.829905094329754,1.07478887368996
135,0.798636044602782,1.03575636157791
136,0.768358655152066,0.997858619716168
137,0.739049144560713,0.961075073506131
138,0.71068400581813,0.925384990848324
139,0.683240015926988,0.890767509956684
140,0.656694244688143,0.85720166635661
141,0.631024062705006,0.824666419052683
142,0.606207148647127,0.793140675854172
143,0.582221495811148,0.762603317848254
144,0.559045418015581,0.733033223012888
145,0.536657554864187,0.704409288963102
146,0.515036876411135,0.676710454826281
147,0.494162687259439,0.649915722243796
148,0.474014630122658,0.62400417549801
149,0.454572688878243,0.598955000765354
150,0.43581719113945,0.574747504497725
151,0.417728810371279,0.551361130935985
152,0.400288567574532,0.528775478760811
153,0.383477832560693,0.506970316887497
154,0.367278324839158,0.485925599412672
155,0.35167211413701,0.465621479722137
156,0.336641620570509,0.446038323770221
157,0.322169614486294,0.427156722542168
158,0.308239215989329,0.408957503712161
159,0.294833894173638,0.391421742510527
160,0.281937466071012,0.374530771814639
161,0.269534095332009,0.358266191478865
162,0.257608290652826,0.342609876919714
163,0.246144903960894,0.327543986973047
164,0.235129128371388,0.313050971040897
165,0.224546495926255,0.299113575546045
166,0.214382875126793,0.285714849713009
167,0.204624468270329,0.272838150694612
168,0.19525780860106,0.260467148063707
169,0.186269757284737,0.248585827689966
170,0.177647500216449,0.237178495021985
171,0.169378544670481,0.226229777795177
172,0.161450715800847,0.215724628186114
173,0.153852153001873,0.205648324435485
174,0.146571306792423,0.195986472837038
175,0.139597093708448,0.186725220756755
176,0.132932685725886,0.177869713354774
177,0.127008341598108,0.169996690269801
178,0.126334992810446,0.169147063886527
179,0.141579372579283,0.18961302513073
180,0.234922878449905,0.210230135501631
