Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	DecoupledDots_005m_v2	UNCUED	0	315	-1	-1	-1	54	68	95	102	138	467377706	113372448	763636194	1358509664	R	N	N		XR Controller	C9F1B22D	97D7D86C	858D1984			
1	DecoupledDots_005m_v2	UNCUED	1	180	-1	-1	-1	55	68	95	102	138	668529042	211588363	1382748810	1473828819	G	F	CZ		XR Controller	06CF5C65	C96A68AC	C336A484			
2	DecoupledDots_005m_v2	CUED	0	180	225	5	1	119	68	95	102	138	691761372	367077436	1782285315	385502624	G	N	C		XR Controller	B6D3C11D	C96A68AC	858D1984			
3	DecoupledDots_005m_v2	CUED	0	0	-1	-1	-1	25	68	95	102	138	572882463	144383424	1728667199	344307166	R	N	CZ		XR Controller	B6D3C11D	EAFFC16C	598C6D84			
4	DecoupledDots_005m_v2	CUED	0	0	-1	-1	-1	55	68	95	102	138	1838213308	685073119	385567932	1935885556	G	N	C		XR Controller	B6D3C11D	C96A68AC	858D1984			
5	DecoupledDots_005m_v2	CUED	1	180	-1	-1	-1	43	68	95	102	138	142513348	2045416457	313114761	305086335	G	N	N		XR Controller	8892A655	BBE350AC	858D1984			
6	DecoupledDots_005m_v2	CUED	0	90	-1	-1	-1	33	68	95	102	138	277099693	653714064	330646076	626284437	R	N	N		XR Controller	B6D3C11D	97D7D86C	858D1984			
7	DecoupledDots_005m_v2	UNCUED	1	0	-1	-1	-1	12	68	95	102	138	113128356	1722654541	1778197800	735204627	G	F	Z		XR Controller	06CF5C65	BBE350AC	C336A484			
8	DecoupledDots_005m_v2	CUED	1	225	90	0	8	213	68	95	102	138	419854195	1421204161	1231872259	2124207553	G	F	Z		XR Controller	8892A655	BBE350AC	C336A484			
9	DecoupledDots_005m_v2	CUED	0	315	0	2	6	108	68	95	102	138	715294205	102379413	1655908349	1543478182	G	N	Z		XR Controller	B6D3C11D	BBE350AC	598C6D84			
10	DecoupledDots_005m_v2	CUED	1	270	90	0	8	598	68	95	102	138	1835365989	889720019	1977946223	1584970770	R	N	N		XR Controller	8892A655	97D7D86C	858D1984			
11	DecoupledDots_005m_v2	CUED	1	315	45	1	9	79	68	95	102	138	425674136	1484681553	384462861	1978669652	R	F	CZ		XR Controller	8892A655	EAFFC16C	C336A484			
12	DecoupledDots_005m_v2	UNCUED	1	315	-1	-1	-1	34	68	95	102	138	1930656290	1465628399	283924029	1326174422	R	F	Z		XR Controller	06CF5C65	97D7D86C	C336A484			
13	DecoupledDots_005m_v2	CUED	1	45	-1	-1	-1	37	68	95	102	138	2060972478	17670542	1201477284	1695570073	R	N	Z		XR Controller	8892A655	97D7D86C	598C6D84			
