Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	DecoupledDots_005m	UNCUED	0	45	90	0	8	140	56	78	84	114	103613207	889304127	1927179855	2082746766	G	F	N		XR Controller	F088AE08	083E616C	B7EB8364			
1	DecoupledDots_005m	CUED	0	90	135	7	7	92	56	78	84	114	2028014953	258896470	1102617215	1142120312	R	N	CZ		XR Controller	6CBED730	95473DAC	81535EE4			
2	DecoupledDots_005m	CUED	1	135	270	4	2	119	56	78	84	114	2003837427	1202339704	73879474	1545780119	G	F	C		XR Controller	CB090948	E283626C	B7EB8364			
3	DecoupledDots_005m	UNCUED	1	315	0	2	6	98	56	78	84	114	1827296069	1835821386	979930634	646768721	G	F	C		XR Controller	67DD8480	E283626C	B7EB8364			
4	DecoupledDots_005m	UNCUED	1	45	45	1	9	176	56	78	84	114	1110231725	933117830	1744996822	158745261	R	N	N		XR Controller	67DD8480	BC9E36AC	E4FFF864			
5	DecoupledDots_005m	CUED	0	180	90	0	8	136	56	78	84	114	1423410410	1649559265	455163749	777060240	G	N	C		XR Controller	6CBED730	E283626C	E4FFF864			
6	DecoupledDots_005m	UNCUED	1	90	90	0	8	88	56	78	84	114	1123126937	1381972322	386812355	127592953	G	N	Z		XR Controller	67DD8480	083E616C	81535EE4			
7	DecoupledDots_005m	CUED	1	225	225	5	1	92	56	78	84	114	914286422	2021940790	1378894910	991723686	R	F	N		XR Controller	CB090948	BC9E36AC	B7EB8364			
8	DecoupledDots_005m	UNCUED	1	0	225	5	1	96	56	78	84	114	1405572592	103190449	1038242382	603901521	G	N	CZ		XR Controller	67DD8480	E283626C	81535EE4			
9	DecoupledDots_005m	UNCUED	1	45	90	0	8	87	56	78	84	114	2066926413	28642820	1217933600	532278272	R	F	N		XR Controller	67DD8480	BC9E36AC	B7EB8364			
10	DecoupledDots_005m	CUED	0	180	-1	-1	-1	-1	56	78	84	114	400245874	864390438	1212089803	937098664	G	F	C	ABORT	OnApplicationQuit	00000000	00000000	00000000			
