Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	PeakDensity_ReplotNonTranslating_v1	UNCUED	0	315	315	3	3	149	68	95	102	138	7	77.778	737260168	1365297094	1547108912	833074061	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
1	PeakDensity_ReplotNonTranslating_v1	UNCUED	0	180	45	1	9	105	68	95	102	138	7	77.778	83872625	1526314573	645631685	2084525950	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
2	PeakDensity_ReplotNonTranslating_v1	UNCUED	1	45	90	0	8	100	68	95	102	138	7	77.778	273562362	719564333	933191390	1266774301	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
3	PeakDensity_ReplotNonTranslating_v1	CUED	0	135	315	3	3	134	68	95	102	138	7	77.778	838619137	1100487679	59350690	331977452	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
4	PeakDensity_ReplotNonTranslating_v1	UNCUED	0	90	90	0	8	89	68	95	102	138	7	77.778	364844333	359896314	1863627778	508730604	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
5	PeakDensity_ReplotNonTranslating_v1	UNCUED	1	180	270	4	2	108	68	95	102	138	7	77.778	596922383	693389662	1223588212	2066479245	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
6	PeakDensity_ReplotNonTranslating_v1	UNCUED	1	0	45	1	9	94	68	95	102	138	7	77.778	1249317570	1672910921	693718198	358918187	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
7	PeakDensity_ReplotNonTranslating_v1	UNCUED	0	135	135	7	7	104	68	95	102	138	7	77.778	1434396372	1376055479	592386865	968480101	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
8	PeakDensity_ReplotNonTranslating_v1	UNCUED	0	45	45	1	9	85	68	95	102	138	7	77.778	1869629744	401680170	228176050	1388282916	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
9	PeakDensity_ReplotNonTranslating_v1	UNCUED	1	270	315	3	3	101	68	95	102	138	7	77.778	1378992360	728125112	1371801483	375846518	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
