Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	StonerBlanc_Replication_Ap35_v1	CUED	0	0	315	3	3	92	68	95	99	135	4	44.444	1996182363	1299556701	1881455436	685875318	G	N	N			XR Controller	0BF89B33	5368435B	2A02EFFB			
1	StonerBlanc_Replication_Ap35_v1	UNCUED	0	45	90	0	8	79	68	95	99	135	4	44.444	1951155288	1760599718	615280106	481787352	G	N	N			XR Controller	39ADA2E3	5368435B	2A02EFFB			
2	StonerBlanc_Replication_Ap35_v1	UNCUED	1	90	135	7	7	83	68	95	99	135	4	44.444	1904871655	1648432361	1876429632	17144401	G	N	MC			XR Controller	54CF37E3	667ACD5B	2A02EFFB			
3	StonerBlanc_Replication_Ap35_v1	UNCUED	1	270	315	3	3	83	68	95	99	135	4	44.444	160474135	616768933	1923150203	1840861999	R	N	N			XR Controller	ACADBFB3	179CA59B	2A02EFFB			
4	StonerBlanc_Replication_Ap35_v1	CUED	1	315	90	0	8	89	68	95	99	135	4	44.444	866249724	2097332121	1380402497	1785701535	G	N	N			XR Controller	1C42F823	5368435B	2A02EFFB			
5	StonerBlanc_Replication_Ap35_v1	UNCUED	1	270	90	0	8	87	68	95	99	135	4	44.444	779511260	286221641	1597250134	1831583384	G	N	N			XR Controller	ACADBFB3	5368435B	2A02EFFB			
6	StonerBlanc_Replication_Ap35_v1	CUED	0	270	45	1	9	147	68	95	99	135	4	44.444	953014710	2114738809	1218169735	1229921196	R	N	MC			XR Controller	01216323	EBB7AF9B	2A02EFFB			
7	StonerBlanc_Replication_Ap35_v1	UNCUED	0	315	135	7	7	161	68	95	99	135	4	44.444	635132724	1840817091	1144767519	870655626	G	N	MC			XR Controller	918C2AB3	667ACD5B	2A02EFFB			
8	StonerBlanc_Replication_Ap35_v1	UNCUED	0	180	135	7	7	89	68	95	99	135	4	44.444	1943142903	1835028735	549147443	788210253	G	N	N			XR Controller	39ADA2E3	5368435B	2A02EFFB			
9	StonerBlanc_Replication_Ap35_v1	UNCUED	1	180	0	2	6	95	68	95	99	135	4	44.444	990388189	945177322	578381947	511671201	G	N	N			XR Controller	ACADBFB3	5368435B	2A02EFFB			
10	StonerBlanc_Replication_Ap35_v1	UNCUED	0	90	90	0	8	83	68	95	99	135	4	44.444	267577174	1413214398	1641448476	1996378592	R	N	MC			XR Controller	918C2AB3	EBB7AF9B	2A02EFFB			
11	StonerBlanc_Replication_Ap35_v1	CUED	1	180	90	0	8	87	68	95	99	135	4	44.444	701362662	1545013211	449579606	1301375873	G	N	MC			XR Controller	271A3033	667ACD5B	2A02EFFB			
12	StonerBlanc_Replication_Ap35_v1	CUED	0	45	90	0	8	86	68	95	99	135	4	44.444	1390271787	1817715764	1119976952	1718529006	R	N	N			XR Controller	0BF89B33	179CA59B	2A02EFFB			
13	StonerBlanc_Replication_Ap35_v1	UNCUED	1	225	90	0	8	88	68	95	99	135	4	44.444	1670201094	268347419	2086579548	1814506444	G	N	N			XR Controller	ACADBFB3	5368435B	2A02EFFB			
14	StonerBlanc_Replication_Ap35_v1	CUED	1	315	45	1	9	91	68	95	99	135	4	44.444	46755146	1713663316	1644289246	387218524	G	N	MC			XR Controller	271A3033	667ACD5B	2A02EFFB			
15	StonerBlanc_Replication_Ap35_v1	UNCUED	1	225	135	7	7	94	68	95	99	135	4	44.444	1295359361	1059553744	2122663614	1414912660	R	N	MC			XR Controller	54CF37E3	EBB7AF9B	2A02EFFB			
16	StonerBlanc_Replication_Ap35_v1	UNCUED	0	90	225	5	1	103	68	95	99	135	4	44.444	279082106	377086539	1424613253	157235747	R	N	N			XR Controller	39ADA2E3	179CA59B	2A02EFFB			
17	StonerBlanc_Replication_Ap35_v1	UNCUED	0	225	45	1	9	133	68	95	99	135	4	44.444	92501772	1372664135	1677778988	1668628739	R	N	MC			XR Controller	918C2AB3	EBB7AF9B	2A02EFFB			
18	StonerBlanc_Replication_Ap35_v1	UNCUED	1	180	315	3	3	2450	68	95	99	135	4	44.444	98658615	1524740519	1275702549	1749234492	R	N	N			XR Controller	ACADBFB3	179CA59B	2A02EFFB			
19	StonerBlanc_Replication_Ap35_v1	UNCUED	1	270	90	0	8	93	68	95	99	135	4	44.444	382461122	1889726827	311895929	1184038281	R	N	MC			XR Controller	54CF37E3	EBB7AF9B	2A02EFFB			
20	StonerBlanc_Replication_Ap35_v1	UNCUED	0	0	45	1	9	80	68	95	99	135	4	44.444	1079147562	1382907263	1416912962	1898893228	G	N	N			XR Controller	39ADA2E3	5368435B	2A02EFFB			
21	StonerBlanc_Replication_Ap35_v1	UNCUED	1	180	225	5	1	88	68	95	99	135	4	44.444	758051346	1772474440	553264763	2124149421	G	N	MC			XR Controller	54CF37E3	667ACD5B	2A02EFFB			
22	StonerBlanc_Replication_Ap35_v1	CUED	1	0	90	0	8	73	68	95	99	135	4	44.444	719303559	887608260	818353349	1764790065	G	N	MC			XR Controller	271A3033	667ACD5B	2A02EFFB			
23	StonerBlanc_Replication_Ap35_v1	CUED	1	225	135	7	7	73	68	95	99	135	4	44.444	2014479445	247288307	1612036188	282337222	R	N	MC			XR Controller	271A3033	EBB7AF9B	2A02EFFB			
24	StonerBlanc_Replication_Ap35_v1	CUED	1	0	225	5	1	100	68	95	99	135	4	44.444	192762692	1680554763	1978104429	2095183732	G	N	N			XR Controller	1C42F823	5368435B	2A02EFFB			
25	StonerBlanc_Replication_Ap35_v1	UNCUED	1	315	135	7	7	73	68	95	99	135	4	44.444	2129962952	2092820790	127793945	781606550	G	N	N			XR Controller	ACADBFB3	5368435B	2A02EFFB			
26	StonerBlanc_Replication_Ap35_v1	UNCUED	0	90	90	0	8	82	68	95	99	135	4	44.444	232688032	406585840	1523553263	1917559826	G	N	N			XR Controller	39ADA2E3	5368435B	2A02EFFB			
27	StonerBlanc_Replication_Ap35_v1	UNCUED	0	0	45	1	9	172	68	95	99	135	4	44.444	1454710205	1666198236	25670546	1709930559	R	N	N			XR Controller	39ADA2E3	179CA59B	2A02EFFB			
28	StonerBlanc_Replication_Ap35_v1	CUED	1	90	45	1	9	89	68	95	99	135	4	44.444	1078975903	1671435452	1268269381	1694797041	G	N	MC			XR Controller	271A3033	667ACD5B	2A02EFFB			
29	StonerBlanc_Replication_Ap35_v1	CUED	1	270	135	7	7	82	68	95	99	135	4	44.444	1391952997	2116027	2015867389	1784389468	G	N	MC			XR Controller	271A3033	667ACD5B	2A02EFFB			
30	StonerBlanc_Replication_Ap35_v1	UNCUED	0	135	45	1	9	134	68	95	99	135	4	44.444	370950130	1501943646	1444178599	773743447	G	N	N			XR Controller	39ADA2E3	5368435B	2A02EFFB			
31	StonerBlanc_Replication_Ap35_v1	UNCUED	0	0	45	1	9	83	68	95	99	135	4	44.444	1701641901	322352304	753723877	581662104	R	N	MC			XR Controller	918C2AB3	EBB7AF9B	2A02EFFB			
32	StonerBlanc_Replication_Ap35_v1	UNCUED	0	0	0	2	6	79	68	95	99	135	4	44.444	112347475	1018179845	96673834	582866584	G	N	N			XR Controller	39ADA2E3	5368435B	2A02EFFB			
33	StonerBlanc_Replication_Ap35_v1	UNCUED	0	90	45	1	9	144	68	95	99	135	4	44.444	2085479136	785146291	804591519	1591723748	G	N	N			XR Controller	39ADA2E3	5368435B	2A02EFFB			
34	StonerBlanc_Replication_Ap35_v1	CUED	1	225	225	5	1	98	68	95	99	135	4	44.444	1296726448	1697162799	1198897015	1994740517	R	N	N			XR Controller	1C42F823	179CA59B	2A02EFFB			
