Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	225	45	1	9	108	68	95	102	138	7	77.778	1905457997	162701133	1133683873	666254032	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
1	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	45	90	0	8	118	68	95	102	138	7	77.778	1262113006	1672407173	949221247	1646750638	R	N	MC			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
2	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	225	45	1	9	94	68	95	102	138	7	77.778	2067518453	1293941186	162546992	898262056	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
3	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	0	0	2	6	103	68	95	102	138	7	77.778	778357630	729951455	290585149	2102840830	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
4	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	90	180	6	4	104	68	95	102	138	7	77.778	1309867732	96047669	1520396451	704114431	G	N	MC			XR Controller	8C48272D	C96A68AC	C06EAC7C			
5	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	135	135	7	7	153	68	95	102	138	7	77.778	1358868723	483305333	600840556	908151723	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
6	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	225	225	5	1	94	68	95	102	138	7	77.778	1787417566	459553786	983594179	358239027	G	N	Db			XR Controller	8C48272D	C96A68AC	C06EAC7C			
7	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	225	45	1	9	113	68	95	102	138	7	77.778	1194125959	57151533	79229868	1766477573	G	N	MC			XR Controller	4478E765	C96A68AC	C06EAC7C			
8	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	180	180	6	4	147	68	95	102	138	7	77.778	245335874	981776974	1876291389	1393008410	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
9	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	225	135	7	7	108	68	95	102	138	7	77.778	536522725	1951235052	360998410	1619201729	G	N	MC			XR Controller	C63C3155	C96A68AC	C06EAC7C			
10	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	270	270	4	2	94	68	95	102	138	7	77.778	1176567911	2085994942	318408290	2038423914	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
11	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	135	135	7	7	108	68	95	102	138	7	77.778	926006346	1755833001	1991804414	975913483	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
12	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	180	180	6	4	93	68	95	102	138	7	77.778	1909490229	2027663996	1219997492	1110248858	R	N	Db			XR Controller	792A361D	EAFFC16C	C06EAC7C			
13	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	180	180	6	4	98	68	95	102	138	7	77.778	308826203	1958338385	698050204	2045709192	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
14	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	270	270	4	2	97	68	95	102	138	7	77.778	1590859902	2073183864	753274152	976415953	G	N	MC			XR Controller	C63C3155	C96A68AC	C06EAC7C			
15	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	270	90	0	8	102	68	95	102	138	7	77.778	1678146386	343494039	1659589611	1147625868	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
16	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	315	135	7	7	91	68	95	102	138	7	77.778	86652370	1576362179	398307562	1112178075	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
17	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	315	315	3	3	91	68	95	102	138	7	77.778	870296566	568438254	343907291	186846061	G	N	MC			XR Controller	4478E765	C96A68AC	C06EAC7C			
18	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	180	225	5	1	89	68	95	102	138	7	77.778	1966148108	1993227046	946103413	362435336	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
19	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	135	90	0	8	97	68	95	102	138	7	77.778	815920358	1136532698	492850015	821684817	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
20	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	0	45	1	9	137	68	95	102	138	7	77.778	1753578504	301966694	1135084857	2040075176	R	N	MC			XR Controller	792A361D	EAFFC16C	C06EAC7C			
21	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	225	225	5	1	92	68	95	102	138	7	77.778	656998656	364974796	462287039	1941149428	R	N	MC			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
22	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	315	270	4	2	98	68	95	102	138	7	77.778	695494706	535344283	596451195	153099914	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
23	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	180	225	5	1	91	68	95	102	138	7	77.778	112320134	332618983	1732515845	1623531287	R	N	MC			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
24	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	135	225	5	1	165	68	95	102	138	7	77.778	284205127	1487943981	516976173	1553038534	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
25	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	90	90	0	8	148	68	95	102	138	7	77.778	1877251836	238478936	2022085592	2074385333	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
26	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	270	270	4	2	79	68	95	102	138	7	77.778	414411454	2023826120	358156844	1281813289	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
