Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	StonerBlanc_Ap35_LargeFix_v1	UNCUED	1	270	0	2	6	154	68	95	99	135	4	44.444	351998948	676144380	1071266312	1886781109	G	N	MC			XR Controller	54CF37E3	667ACD5B	2A02EFFB			
1	StonerBlanc_Ap35_LargeFix_v1	CUED	1	270	270	4	2	96	68	95	99	135	4	44.444	128307527	567719798	1280529041	765382232	G	N	N			XR Controller	1C42F823	5368435B	2A02EFFB			
2	StonerBlanc_Ap35_LargeFix_v1	UNCUED	0	90	225	5	1	92	68	95	99	135	4	44.444	1214712943	602981025	1910002008	630524139	R	N	N			XR Controller	39ADA2E3	179CA59B	2A02EFFB			
3	StonerBlanc_Ap35_LargeFix_v1	CUED	0	45	45	1	9	93	68	95	99	135	4	44.444	16047610	1343175982	443624308	2099875922	R	N	MC			XR Controller	01216323	EBB7AF9B	2A02EFFB			
4	StonerBlanc_Ap35_LargeFix_v1	UNCUED	0	180	45	1	9	129	68	95	99	135	4	44.444	868957377	2003601302	1030378704	1388854144	G	N	N			XR Controller	39ADA2E3	5368435B	2A02EFFB			
5	StonerBlanc_Ap35_LargeFix_v1	CUED	1	315	90	0	8	90	68	95	99	135	4	44.444	595430038	266773920	1652120474	155671889	G	N	MC			XR Controller	271A3033	667ACD5B	2A02EFFB			
6	StonerBlanc_Ap35_LargeFix_v1	UNCUED	0	135	90	0	8	78	68	95	99	135	4	44.444	1747729574	1928090644	1559165938	1047415247	R	N	MC			XR Controller	918C2AB3	EBB7AF9B	2A02EFFB			
7	StonerBlanc_Ap35_LargeFix_v1	CUED	1	270	135	7	7	83	68	95	99	135	4	44.444	1136244797	75981174	1845892915	1085742753	R	N	N			XR Controller	1C42F823	179CA59B	2A02EFFB			
8	StonerBlanc_Ap35_LargeFix_v1	CUED	0	90	225	5	1	144	68	95	99	135	4	44.444	114822781	1349981192	805515558	1852256412	R	N	N			XR Controller	0BF89B33	179CA59B	2A02EFFB			
9	StonerBlanc_Ap35_LargeFix_v1	UNCUED	0	90	0	2	6	76	68	95	99	135	4	44.444	514876946	999676200	1611094982	1348646055	G	N	MC			XR Controller	918C2AB3	667ACD5B	2A02EFFB			
