Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	SubfieldSwap_CatekExact_NMoCol_v1	CUED	1	315	225	5	1	496	68	95	102	138	7	77.778	1731635529	311263846	464863416	1916778435	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
1	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	225	90	0	8	89	68	95	102	138	7	77.778	892333382	993147472	200633414	907214496	R	N	MC			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
2	SubfieldSwap_CatekExact_NMoCol_v1	CUED	1	180	180	6	4	87	68	95	102	138	7	77.778	1790806083	1694224904	1903252863	1536638578	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
3	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	180	45	1	9	87	68	95	102	138	7	77.778	465024269	1686014079	525041329	2064427649	G	N	C			XR Controller	06CF5C65	C96A68AC	C06EAC7C			
4	SubfieldSwap_CatekExact_NMoCol_v1	CUED	0	270	270	4	2	83	68	95	102	138	7	77.778	1064203446	1067653986	1130689330	548190479	R	N	MC			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
5	SubfieldSwap_CatekExact_NMoCol_v1	CUED	0	135	90	0	8	125	68	95	102	138	7	77.778	57426781	28649808	114464184	1104757558	R	N	C			XR Controller	B6D3C11D	EAFFC16C	C06EAC7C			
6	SubfieldSwap_CatekExact_NMoCol_v1	CUED	1	135	90	0	8	94	68	95	102	138	7	77.778	1154702678	1982260271	1001091812	1602647098	R	N	MC			XR Controller	792A361D	EAFFC16C	C06EAC7C			
7	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	315	135	7	7	122	68	95	102	138	7	77.778	1736046880	292120308	998172455	837977163	G	N	M			XR Controller	8C48272D	BBE350AC	C06EAC7C			
8	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	270	270	4	2	93	68	95	102	138	7	77.778	1646687237	13584023	200475688	1376180491	R	N	MC			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
9	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	270	45	1	9	80	68	95	102	138	7	77.778	274541217	1060719895	135706684	208340318	G	N	C			XR Controller	06CF5C65	C96A68AC	C06EAC7C			
10	SubfieldSwap_CatekExact_NMoCol_v1	CUED	1	0	0	2	6	108	68	95	102	138	7	77.778	325239044	475892077	668233105	812525561	R	N	M			XR Controller	792A361D	97D7D86C	C06EAC7C			
11	SubfieldSwap_CatekExact_NMoCol_v1	CUED	1	225	225	5	1	87	68	95	102	138	7	77.778	1906589193	2094730353	1591555906	444652261	R	N	C			XR Controller	8892A655	EAFFC16C	C06EAC7C			
12	SubfieldSwap_CatekExact_NMoCol_v1	CUED	0	0	0	2	6	82	68	95	102	138	7	77.778	1028936083	1382800791	940817694	266218357	R	N	M			XR Controller	C63C3155	97D7D86C	C06EAC7C			
13	SubfieldSwap_CatekExact_NMoCol_v1	CUED	1	0	0	2	6	93	68	95	102	138	7	77.778	180618875	1598041241	49367223	924880192	G	N	MC			XR Controller	792A361D	C96A68AC	C06EAC7C			
14	SubfieldSwap_CatekExact_NMoCol_v1	CUED	1	135	135	7	7	80	68	95	102	138	7	77.778	178586838	1232243754	1782111063	1942874425	R	N	M			XR Controller	792A361D	97D7D86C	C06EAC7C			
15	SubfieldSwap_CatekExact_NMoCol_v1	CUED	0	270	270	4	2	87	68	95	102	138	7	77.778	1373112444	1014055243	765588993	346792203	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
16	SubfieldSwap_CatekExact_NMoCol_v1	CUED	0	225	270	4	2	85	68	95	102	138	7	77.778	2136357100	1691624398	1771451565	2140415588	G	N	C			XR Controller	B6D3C11D	C96A68AC	C06EAC7C			
17	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	0	270	270	4	2	75	68	95	102	138	7	77.778	1317393966	1541159965	879342416	1276851347	R	N	M			XR Controller	4478E765	97D7D86C	C06EAC7C			
18	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	0	225	225	5	1	79	68	95	102	138	7	77.778	1760639151	1237132991	1787119747	939010692	R	N	MC			XR Controller	4478E765	EAFFC16C	C06EAC7C			
19	SubfieldSwap_CatekExact_NMoCol_v1	CUED	0	315	45	1	9	114	68	95	102	138	7	77.778	388271677	1471869316	1396184706	1257229298	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
20	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	90	90	0	8	111	68	95	102	138	7	77.778	503149694	389302692	1627649692	1039745470	G	N	C			XR Controller	06CF5C65	C96A68AC	C06EAC7C			
21	SubfieldSwap_CatekExact_NMoCol_v1	CUED	1	45	45	1	9	128	68	95	102	138	7	77.778	99940454	1574416543	54803219	790092736	R	N	MC			XR Controller	792A361D	EAFFC16C	C06EAC7C			
