Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	90	90	0	8	85	68	95	102	138	7	77.778	2044181571	400159691	262999928	561538132	G	N	MC			XR Controller	4478E765	C96A68AC	C06EAC7C			
1	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	90	90	0	8	95	68	95	102	138	7	77.778	1654468442	836337589	1482312711	1733004484	R	N	MC			XR Controller	4478E765	EAFFC16C	C06EAC7C			
2	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	45	45	1	9	79	68	95	102	138	7	77.778	1171604844	1208390707	84030727	1974173396	R	N	MC			XR Controller	4478E765	EAFFC16C	C06EAC7C			
3	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	270	270	4	2	79	68	95	102	138	7	77.778	1159166954	2069046401	913045648	913627019	G	N	MC			XR Controller	C63C3155	C96A68AC	C06EAC7C			
4	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	225	225	5	1	74	68	95	102	138	7	77.778	1111901901	1032859976	1621443061	1461718658	R	N	MC			XR Controller	792A361D	EAFFC16C	C06EAC7C			
5	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	0	0	2	6	109	68	95	102	138	7	77.778	2014206402	709151027	1673205572	2072397107	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
6	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	45	45	1	9	83	68	95	102	138	7	77.778	1629928451	1516322173	1672866259	1045313194	R	N	MC			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
7	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	180	135	7	7	148	68	95	102	138	7	77.778	1231666837	446957738	2078961560	393470026	G	N	MC			XR Controller	792A361D	C96A68AC	C06EAC7C			
8	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	270	135	7	7	82	68	95	102	138	7	77.778	1200695127	1229838215	2139778798	814488454	G	N	MC			XR Controller	8C48272D	C96A68AC	C06EAC7C			
9	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	270	180	6	4	130	68	95	102	138	7	77.778	2138861587	1045826326	175636522	1777210412	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
10	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	135	135	7	7	91	68	95	102	138	7	77.778	1023883929	1193484618	1671619948	1569012303	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
11	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	90	90	0	8	88	68	95	102	138	7	77.778	1361544463	1009007721	223798994	939178348	G	N	MC			XR Controller	4478E765	C96A68AC	C06EAC7C			
12	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	180	45	1	9	95	68	95	102	138	7	77.778	783018512	901285993	33269831	1231539349	R	N	MC			XR Controller	4478E765	EAFFC16C	C06EAC7C			
13	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	135	135	7	7	82	68	95	102	138	7	77.778	636518945	1614135043	1939263763	613694478	R	N	MC			XR Controller	4478E765	EAFFC16C	C06EAC7C			
14	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	90	90	0	8	99	68	95	102	138	7	77.778	1772945671	190999895	856029064	191301003	R	N	MC			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
15	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	315	270	4	2	208	68	95	102	138	7	77.778	1221159759	2075413436	1862674882	464766727	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
16	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	135	90	0	8	82	68	95	102	138	7	77.778	456512263	996437013	1851009366	293524999	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
17	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	0	180	6	4	106	68	95	102	138	7	77.778	1534805390	1455278298	1116991934	1756807170	R	N	MC			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
18	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	225	135	7	7	106	68	95	102	138	7	77.778	838908581	1918528319	1070987213	266106505	G	N	MC			XR Controller	8C48272D	C96A68AC	C06EAC7C			
19	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	315	315	3	3	84	68	95	102	138	7	77.778	1180830124	355219020	31198592	2013238338	R	N	MC			XR Controller	792A361D	EAFFC16C	C06EAC7C			
20	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	45	180	6	4	190	68	95	102	138	7	77.778	210141625	1871786601	897845072	869634007	R	N	Db			XR Controller	792A361D	EAFFC16C	C06EAC7C			
21	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	315	270	4	2	109	68	95	102	138	7	77.778	1653017489	1784827469	1176191101	1048204130	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
22	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	180	225	5	1	89	68	95	102	138	7	77.778	2147277740	610822614	2074692583	554236853	G	N	MC			XR Controller	4478E765	C96A68AC	C06EAC7C			
23	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	315	135	7	7	136	68	95	102	138	7	77.778	1978050209	553319640	295296937	1225221487	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
24	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	45	45	1	9	78	68	95	102	138	7	77.778	203155803	1355588899	1469238255	2016455405	R	N	MC			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
25	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	135	315	3	3	98	68	95	102	138	7	77.778	412801792	2032628411	957161718	1789128355	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
26	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	225	225	5	1	79	68	95	102	138	7	77.778	1084199759	1817203311	510417693	1333911655	R	N	MC			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
27	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	225	225	5	1	75	68	95	102	138	7	77.778	65920823	1056913792	744952486	1917277656	R	N	Db			XR Controller	792A361D	EAFFC16C	C06EAC7C			
28	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	90	90	0	8	70	68	95	102	138	7	77.778	2076980734	567526983	868389691	1969774802	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
29	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	90	90	0	8	78	68	95	102	138	7	77.778	105509821	148460677	849203798	1066060096	R	N	MC			XR Controller	792A361D	EAFFC16C	C06EAC7C			
30	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	0	180	6	4	118	68	95	102	138	7	77.778	1358578991	601377848	1508953529	1248831648	R	N	MC			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
31	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	180	180	6	4	74	68	95	102	138	7	77.778	2119499009	1433724807	1467055222	246565367	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
32	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	180	135	7	7	81	68	95	102	138	7	77.778	1811982664	863720685	1168172959	1459999310	G	N	Db			XR Controller	8C48272D	C96A68AC	C06EAC7C			
33	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	90	90	0	8	82	68	95	102	138	7	77.778	33152891	360297289	2003362243	776100929	R	N	Db			XR Controller	792A361D	EAFFC16C	C06EAC7C			
34	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	315	90	0	8	74	68	95	102	138	7	77.778	295557592	879510373	1406616522	361677551	R	N	MC			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
35	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	0	0	2	6	108	68	95	102	138	7	77.778	1969984825	1090319652	1118933044	2140115003	G	N	Db			XR Controller	8C48272D	C96A68AC	C06EAC7C			
36	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	315	270	4	2	78	68	95	102	138	7	77.778	2121282938	224525019	414388085	899423743	G	N	Db			XR Controller	8C48272D	C96A68AC	C06EAC7C			
37	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	180	225	5	1	83	68	95	102	138	7	77.778	1657004678	1800700738	1054735628	713275384	R	N	MC			XR Controller	4478E765	EAFFC16C	C06EAC7C			
38	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	315	0	2	6	85	68	95	102	138	7	77.778	1019810926	768821937	860607756	118076710	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
39	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	135	135	7	7	76	68	95	102	138	7	77.778	834774253	265492439	1848434051	1654162299	R	N	MC			XR Controller	4478E765	EAFFC16C	C06EAC7C			
40	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	135	135	7	7	80	68	95	102	138	7	77.778	1920305599	1538732748	609547833	710938823	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
41	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	90	90	0	8	72	68	95	102	138	7	77.778	2083617860	554894422	1256055925	501411460	G	N	MC			XR Controller	8C48272D	C96A68AC	C06EAC7C			
42	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	45	45	1	9	70	68	95	102	138	7	77.778	1076265894	1742441606	654829113	448373997	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
43	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	135	135	7	7	73	68	95	102	138	7	77.778	1002526476	1719655290	2104614012	138563025	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
44	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	225	45	1	9	76	68	95	102	138	7	77.778	1135361457	1377436405	1127048273	419322564	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
45	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	270	270	4	2	73	68	95	102	138	7	77.778	879618898	1802345777	2049206125	335764754	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
46	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	45	225	5	1	73	68	95	102	138	7	77.778	1345890812	1553983189	1573101554	309848047	R	N	MC			XR Controller	792A361D	EAFFC16C	C06EAC7C			
47	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	315	315	3	3	75	68	95	102	138	7	77.778	369230459	2021702088	1308954612	774762594	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
48	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	225	45	1	9	135	68	95	102	138	7	77.778	1564476528	1028749432	1999136239	517150771	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
49	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	315	315	3	3	83	68	95	102	138	7	77.778	191458823	39973565	1254639534	1742818153	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
50	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	180	180	6	4	94	68	95	102	138	7	77.778	1053288560	125432848	1436629365	440147557	R	N	MC			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
51	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	90	90	0	8	84	68	95	102	138	7	77.778	256414311	988811384	2131477103	1923407921	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
52	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	180	225	5	1	70	68	95	102	138	7	77.778	1502476895	1546146296	1558739213	548342920	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
53	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	0	45	1	9	79	68	95	102	138	7	77.778	647339543	1419086433	1278476226	776156712	R	N	MC			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
54	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	270	90	0	8	79	68	95	102	138	7	77.778	587107891	1990016140	652359622	2133264764	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
55	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	225	270	4	2	68	68	95	102	138	7	77.778	589927926	416030703	1220367707	258463535	R	N	MC			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
56	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	225	225	5	1	73	68	95	102	138	7	77.778	164083425	1027144401	809927827	2001714079	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
57	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	270	270	4	2	71	68	95	102	138	7	77.778	1933489389	1690290946	1862589940	480274963	R	N	MC			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
58	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	0	0	2	6	68	68	95	102	138	7	77.778	1980492143	681414860	2078558913	1999206595	G	N	MC			XR Controller	4478E765	C96A68AC	C06EAC7C			
59	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	90	90	0	8	67	68	95	102	138	7	77.778	804694373	2012823734	1648195485	127970969	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
60	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	315	0	2	6	74	68	95	102	138	7	77.778	1007148135	902487614	652377086	1662533391	G	N	MC			XR Controller	792A361D	C96A68AC	C06EAC7C			
61	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	180	180	6	4	69	68	95	102	138	7	77.778	1555884471	78437830	101215072	1792683657	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
62	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	45	0	2	6	68	68	95	102	138	7	77.778	635660581	1095527334	1289469845	1553398778	R	N	MC			XR Controller	792A361D	EAFFC16C	C06EAC7C			
63	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	180	180	6	4	90	68	95	102	138	7	77.778	1376486434	992565090	1155952913	1540542030	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
64	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	315	315	3	3	79	68	95	102	138	7	77.778	576315981	85263952	1526310871	1582114222	R	N	MC			XR Controller	792A361D	EAFFC16C	C06EAC7C			
65	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	90	90	0	8	68	68	95	102	138	7	77.778	1771013550	826056239	1001948463	956282888	R	N	MC			XR Controller	792A361D	EAFFC16C	C06EAC7C			
