Trial	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	EndKey	Device	MkHash32	ColorHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes
17	CUED	1	90	90	0	8	67	56	78	100	130	1257513503	1841877354	1185946380	1748787360	R	Return	Keyboard	60615B68	D857672C		
18	UNCUED	1	180	180	6	4	71	56	78	100	130	1185492491	1265116570	2141387704	342739221	G	Return	Keyboard	6C3B5060	DD9C91EC		
19	CUED	0	90	90	0	8	45	56	78	100	130	1606881366	713364105	641293624	1934426476	G	Return	Keyboard	4E620E90	DD9C91EC		
20	CUED	0	225	225	5	1	53	56	78	100	130	1788233430	467652441	734107050	570155821	G	Return	Keyboard	4E620E90	DD9C91EC		
21	UNCUED	0	0	0	2	6	66	56	78	100	130	1390683338	440007976	294089793	885916559	R	Return	Keyboard	F2F43FA8	D857672C		
22	CUED	1	180	180	6	4	52	56	78	100	130	1903718590	399817317	1891020900	1118115388	G	Return	Keyboard	60615B68	DD9C91EC		
23	CUED	1	315	90	0	8	78	56	78	100	130	696353909	464302323	960691014	1503147273	R	Return	Keyboard	60615B68	D857672C		
24	CUED	0	270	270	4	2	58	56	78	100	130	681266503	1499534904	1387189200	1881177527	G	Return	Keyboard	4E620E90	DD9C91EC		
25	CUED	0	135	135	7	7	57	56	78	100	130	1034313777	22656412	277692568	730935653	G	Return	Keyboard	4E620E90	DD9C91EC		
26	UNCUED	0	90	90	0	8	73	56	78	100	130	969344704	88784151	1793718070	2075814932	G	Return	Keyboard	F2F43FA8	DD9C91EC		
27	UNCUED	0	135	135	7	7	67	56	78	100	130	1851533992	1743768905	957225943	1923518897	R	Return	Keyboard	F2F43FA8	D857672C		
28	UNCUED	0	225	225	5	1	91	56	78	100	130	1074299631	2080460748	828132886	1916198167	G	Return	Keyboard	F2F43FA8	DD9C91EC		
29	CUED	0	135	90	0	8	67	56	78	100	130	1237714931	354859721	1336208235	1345002165	R	Return	Keyboard	4E620E90	D857672C		
30	UNCUED	1	45	45	1	9	75	56	78	100	130	538843890	2031525574	1856495998	478703928	G	Return	Keyboard	6C3B5060	DD9C91EC		
31	UNCUED	1	0	0	2	6	48	56	78	100	130	1473379038	1664840679	1798815674	379726322	R	Return	Keyboard	6C3B5060	D857672C		
32	CUED	0	180	180	6	4	46	56	78	100	130	876285666	1504021051	368248090	2075184774	G	Return	Keyboard	4E620E90	DD9C91EC		
33	CUED	1	315	0	2	6	68	56	78	100	130	24681529	1655391350	1011857443	1423037676	G	Return	Keyboard	60615B68	DD9C91EC		
34	UNCUED	1	90	90	0	8	49	56	78	100	130	242556148	1933450144	1177180753	568877319	R	Return	Keyboard	6C3B5060	D857672C		
35	UNCUED	1	225	225	5	1	65	56	78	100	130	1631333470	654154913	763881780	206625065	R	Return	Keyboard	6C3B5060	D857672C		
36	UNCUED	0	90	90	0	8	47	56	78	100	130	396649665	1197731165	1829648654	1517379514	R	Return	Keyboard	F2F43FA8	D857672C		
37	UNCUED	1	0	90	0	8	65	56	78	100	130	2141850894	1808742352	760251978	1364405756	G	Return	Keyboard	6C3B5060	DD9C91EC		
38	CUED	0	180	0	2	6	57	56	78	100	130	785945216	1430460959	1034458144	1441047620	R	Return	Keyboard	4E620E90	D857672C		
39	CUED	1	225	225	5	1	66	56	78	100	130	480356606	1520622040	1479339522	860340387	R	Return	Keyboard	60615B68	D857672C		
40	UNCUED	0	45	225	5	1	141	56	78	100	130	545921330	248646279	2004820308	383922298	R	Return	Keyboard	F2F43FA8	D857672C		
41	CUED	1	45	45	1	9	58	56	78	100	130	686356388	98706598	829075810	488765843	R	Return	Keyboard	60615B68	D857672C		
42	UNCUED	1	315	90	0	8	140	56	78	100	130	626474331	188435987	763862122	1896086884	G	Return	Keyboard	6C3B5060	DD9C91EC		
43	UNCUED	1	225	225	5	1	68	56	78	100	130	1840758704	853808619	1121137041	22671443	G	Return	Keyboard	6C3B5060	DD9C91EC		
44	UNCUED	0	45	45	1	9	57	56	78	100	130	1856639981	215189597	1833993889	1678853801	G	Return	Keyboard	F2F43FA8	DD9C91EC		
45	UNCUED	0	315	315	3	3	68	56	78	100	130	1854454517	619637589	515037480	2022851227	G	Return	Keyboard	F2F43FA8	DD9C91EC		
46	CUED	1	270	270	4	2	70	56	78	100	130	1957387490	1263434497	974700710	1230693243	G	Return	Keyboard	60615B68	DD9C91EC		
47	UNCUED	0	225	225	5	1	51	56	78	100	130	320623841	1232382993	512913835	942558632	R	Return	Keyboard	F2F43FA8	D857672C		
48	UNCUED	0	315	315	3	3	67	56	78	100	130	768815582	52769873	619285610	1869778545	R	Return	Keyboard	F2F43FA8	D857672C		
49	UNCUED	0	0	0	2	6	42	56	78	100	130	1584458820	1074672441	436848885	2101040111	G	Return	Keyboard	F2F43FA8	DD9C91EC		
50	CUED	1	270	270	4	2	74	56	78	100	130	2134095278	1408507108	473285194	1072848345	R	Return	Keyboard	60615B68	D857672C		
51	CUED	1	180	135	7	7	58	56	78	100	130	871716971	2108949079	212752569	1161741718	R	Return	Keyboard	60615B68	D857672C		
52	UNCUED	1	270	270	4	2	51	56	78	100	130	486568995	1790691505	2137484897	1635864811	G	Return	Keyboard	6C3B5060	DD9C91EC		
53	UNCUED	1	90	90	0	8	47	56	78	100	130	1684949744	147668244	323925528	1035095204	G	Return	Keyboard	6C3B5060	DD9C91EC		
54	CUED	0	0	0	2	6	50	56	78	100	130	1291320927	2045236545	1973534753	967028808	G	Return	Keyboard	4E620E90	DD9C91EC		
55	UNCUED	0	270	270	4	2	71	56	78	100	130	164591587	1527289446	1056001506	461177881	G	Return	Keyboard	F2F43FA8	DD9C91EC		
56	CUED	0	270	270	4	2	64	56	78	100	130	867651925	1017802031	962842144	816348459	R	Return	Keyboard	4E620E90	D857672C		
57	CUED	0	45	90	0	8	61	56	78	100	130	641065232	1513010595	1895891908	1470266072	R	Return	Keyboard	4E620E90	D857672C		
58	UNCUED	0	180	180	6	4	44	56	78	100	130	1955828328	1320111746	2130560304	944119729	R	Return	Keyboard	F2F43FA8	D857672C		
59	CUED	1	135	135	7	7	86	56	78	100	130	1630510560	746540979	1797520421	1192614329	R	Return	Keyboard	60615B68	D857672C		
60	UNCUED	0	135	135	7	7	90	56	78	100	130	1798054689	627935145	1713881342	1175493741	G	Return	Keyboard	F2F43FA8	DD9C91EC		
61	UNCUED	0	180	0	2	6	73	56	78	100	130	2126577345	1390356111	395061052	457137179	G	Return	Keyboard	F2F43FA8	DD9C91EC		
62	CUED	1	0	225	5	1	68	56	78	100	130	51613147	980359712	318903839	1975129456	G	Return	Keyboard	60615B68	DD9C91EC		
63	CUED	0	315	270	4	2	63	56	78	100	130	1003003726	679405033	1887006608	503076144	R	Return	Keyboard	4E620E90	D857672C		
