Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
16	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	0	135	135	7	7	80	68	95	111	147	16	177.778	826439187	1618394950	1024820365	856804885	R	N	Db			XR Controller	A2988D2B	5BB3857B	00D8EBFB			
17	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	0	135	135	7	7	76	68	95	107	143	12	133.333	457945692	616238276	2082625675	196946329	G	N	D			XR Controller	B1590993	BB1D2B9B	DF5797FB			
18	SubfieldSwap_AperSweep_Ap35_v1	CUED	1	180	180	6	4	85	68	95	107	143	12	133.333	558426045	1349707116	120478292	1552162623	G	N	D			XR Controller	9D2C4C33	BB1D2B9B	DF5797FB			
19	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	0	225	180	6	4	85	68	95	97	133	2	22.222	338192245	930466219	1055044065	918574802	R	N	N			XR Controller	2B16581F	AE22E4EB	40E205FB			
20	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	1	90	135	7	7	93	68	95	111	147	16	177.778	1762744699	1659228785	703827908	520367480	G	N	N			XR Controller	CD8C1DEB	E3B2A83B	00D8EBFB			
21	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	1	135	315	3	3	98	68	95	103	139	8	88.889	1364588443	1263226283	1648210556	1622545818	G	N	Db			XR Controller	83EE191B	532C49FB	A41043FB			
22	SubfieldSwap_AperSweep_Ap35_v1	CUED	1	180	180	6	4	156	68	95	101	137	6	66.667	182010405	1018525580	1521527721	554612030	R	N	Da			XR Controller	0039A3B7	0A19E32B	403259FB			
23	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	0	45	45	1	9	132	68	95	103	139	8	88.889	247388858	1970174585	1424799727	1902638664	G	N	N			XR Controller	3B681EFB	040698FB	A41043FB			
24	SubfieldSwap_AperSweep_Ap35_v1	CUED	0	45	45	1	9	83	68	95	103	139	8	88.889	2078639740	9573215	12481384	686027499	R	N	Db			XR Controller	F8E7601B	97FC543B	A41043FB			
25	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	1	90	45	1	9	181	68	95	103	139	8	88.889	196894445	456099169	447090048	1484521034	G	N	D			XR Controller	9FB2F5FB	EF8381FB	A41043FB			
26	SubfieldSwap_AperSweep_Ap35_v1	CUED	1	270	270	4	2	77	68	95	127	163	32	355.556	223261286	1077123595	755147397	1021982019	G	N	N			XR Controller	E5E89D8B	16FE68BB	E9223BFB			
27	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	1	0	0	2	6	95	68	95	103	139	8	88.889	1014286709	1777093651	1070967175	1273935171	G	N	D			XR Controller	9FB2F5FB	EF8381FB	A41043FB			
28	SubfieldSwap_AperSweep_Ap35_v1	CUED	1	0	0	2	6	114	68	95	140	176	45	500	1552360683	641116792	1040752490	1267349867	R	N	Db			XR Controller	23F10539	3EE900BC	F8544A7C			
29	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	1	270	270	4	2	74	68	95	140	176	45	500	1966945044	1430888859	1101810720	1548899191	G	N	D			XR Controller	5D4D1CF9	2A2543B4	F8544A7C			
30	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	0	45	225	5	1	207	68	95	117	153	22	244.444	362382002	880142784	506831018	834058106	R	N	Db			XR Controller	D856FF17	1E0EF7CB	E2B7A9FB			
31	SubfieldSwap_AperSweep_Ap35_v1	CUED	1	135	135	7	7	95	68	95	101	137	6	66.667	2017380309	983638276	1664143996	369589034	G	N	N			XR Controller	00087037	9234870B	403259FB			
32	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	1	90	90	0	8	89	68	95	99	135	4	44.444	1721059544	91955550	1063332237	360129850	R	N	Da			XR Controller	0F789433	988E239B	2A02EFFB			
33	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	0	90	90	0	8	70	68	95	117	153	22	244.444	2027943288	852049412	1203096262	2071779307	G	N	Db			XR Controller	D856FF17	841E4F4B	E2B7A9FB			
34	SubfieldSwap_AperSweep_Ap35_v1	CUED	1	180	135	7	7	115	68	95	97	133	2	22.222	758375182	52765478	1087381435	684176925	G	N	Db			XR Controller	0778AD1F	AD2DE8AB	40E205FB			
35	SubfieldSwap_AperSweep_Ap35_v1	CUED	0	180	180	6	4	112	68	95	127	163	32	355.556	77181421	618172363	231833241	543808545	G	N	N			XR Controller	8ED5688B	16FE68BB	E9223BFB			
36	SubfieldSwap_AperSweep_Ap35_v1	CUED	0	0	0	2	6	87	68	95	140	176	45	500	68429756	1669401853	1618480217	1666880839	R	N	Db			XR Controller	2C9A7B59	3EE900BC	F8544A7C			
37	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	1	90	180	6	4	116	68	95	111	147	16	177.778	1425041663	335626581	406811953	1856630581	R	N	D			XR Controller	BB85B74B	D82BFDFB	00D8EBFB			
