Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	DecoupledDots_005m_Simult_v2	CUED	0	315	45	1	9	307	0	97	104	140	1222893989	132421819	677017061	1071008858	R	F	CZ		XR Controller	FC0B35C5	FA8CC25C	684DA00C			
1	DecoupledDots_005m_Simult_v2	CUED	1	90	45	1	9	267	0	97	104	140	1165196362	516132592	468651866	1794234853	R	F	C		XR Controller	F1CE78DD	FA8CC25C	C625488C			
2	DecoupledDots_005m_Simult_v2	CUED	0	0	0	2	6	225	0	97	104	140	1890201851	1574907862	1139331877	534621996	G	F	N		XR Controller	FC0B35C5	B624955C	C625488C			
3	DecoupledDots_005m_Simult_v2	UNCUED	0	135	135	7	7	313	0	97	104	140	632121459	1454595352	2096954775	843529307	R	N	N		XR Controller	B2080E55	F6C40BDC	AD0DC18C			
4	DecoupledDots_005m_Simult_v2	CUED	1	225	45	1	9	118	0	97	104	140	1618385077	2014945946	919479391	999933728	R	F	CZ		XR Controller	F1CE78DD	FA8CC25C	684DA00C			
5	DecoupledDots_005m_Simult_v2	CUED	0	135	90	0	8	90	0	97	104	140	868107417	1519446524	1687152171	1972200715	R	F	C		XR Controller	FC0B35C5	FA8CC25C	C625488C			
6	DecoupledDots_005m_Simult_v2	CUED	0	90	90	0	8	83	0	97	104	140	1455307142	1264284397	410026882	173533974	R	N	N		XR Controller	FC0B35C5	F6C40BDC	AD0DC18C			
7	DecoupledDots_005m_Simult_v2	UNCUED	0	135	45	1	9	82	0	97	104	140	180648030	755070960	1610429617	418449989	G	F	Z		XR Controller	B2080E55	B624955C	684DA00C			
8	DecoupledDots_005m_Simult_v2	CUED	0	45	45	1	9	82	0	97	104	140	1789329122	192208850	1881576889	1797666375	G	N	CZ		XR Controller	FC0B35C5	B25BDEDC	0AE56A0C			
9	DecoupledDots_005m_Simult_v2	UNCUED	1	270	270	4	2	90	0	97	104	140	80606073	54442044	2069409292	1173730106	G	N	CZ		XR Controller	12A92B6D	B25BDEDC	0AE56A0C			
10	DecoupledDots_005m_Simult_v2	UNCUED	1	0	0	2	6	82	0	97	104	140	1915313053	661761021	171291979	436033268	R	N	N		XR Controller	12A92B6D	F6C40BDC	AD0DC18C			
11	DecoupledDots_005m_Simult_v2	CUED	1	135	135	7	7	86	0	97	104	140	398932722	904329180	1937770555	960352054	G	F	Z		XR Controller	F1CE78DD	B624955C	684DA00C			
12	DecoupledDots_005m_Simult_v2	UNCUED	0	90	0	2	6	207	0	97	104	140	701756333	1620801850	1656136624	1390609699	G	N	CZ		XR Controller	B2080E55	B25BDEDC	0AE56A0C			
13	DecoupledDots_005m_Simult_v2	CUED	1	180	0	2	6	72	0	97	104	140	1234075569	1681468218	1285215566	200460883	R	N	C		XR Controller	F1CE78DD	FA8CC25C	AD0DC18C			
14	DecoupledDots_005m_Simult_v2	CUED	1	135	135	7	7	198	0	97	104	140	451987695	766910007	1894255531	1273613752	R	F	Z		XR Controller	F1CE78DD	F6C40BDC	684DA00C			
15	DecoupledDots_005m_Simult_v2	CUED	1	90	90	0	8	98	0	97	104	140	167908547	1293935393	1532165131	2134627128	G	F	CZ		XR Controller	F1CE78DD	B25BDEDC	684DA00C			
16	DecoupledDots_005m_Simult_v2	UNCUED	0	45	-1	-1	-1	-1	0	97	104	140	500276035	1551266796	1320159483	675374183	R	F	C	ABORT	OnApplicationQuit	00000000	00000000	00000000			
