Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	SubfieldSwap_AperSweep_Ap35_v1	CUED	1	225	90	0	8	79	68	95	99	163	4	44.444	942787135	798318408	190861288	1354008154	R	N	N			XR Controller	81D4AB73	2F6FECFB	E9223BFB			
1	SubfieldSwap_AperSweep_Ap35_v1	CUED	1	135	90	0	8	68	68	95	99	163	4	44.444	811356305	1487698131	1363654721	345819993	R	N	Da			XR Controller	1828DCB3	18E36AFB	E9223BFB			
2	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	1	315	135	7	7	127	68	95	117	163	22	244.444	207228723	1680073611	1005684346	95558852	R	N	N			XR Controller	49DA2E47	2F6FECFB	E9223BFB			
3	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	0	315	135	7	7	71	68	95	117	163	22	244.444	953818254	249279153	1084899800	263915471	R	N	D			XR Controller	BB9F888F	D81A967B	E9223BFB			
4	SubfieldSwap_AperSweep_Ap35_v1	CUED	1	180	90	0	8	119	68	95	97	163	2	22.222	564165374	1280470927	1928695848	1301896334	R	N	Db			XR Controller	573F96F7	420BC5FB	E9223BFB			
5	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	0	0	0	2	6	145	68	95	101	163	6	66.667	1688004576	451887476	963448429	1371538192	G	N	N			XR Controller	EEB49B7F	16FE68BB	E9223BFB			
6	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	0	45	45	1	9	137	68	95	111	163	16	177.778	1282985270	33934145	2119472964	808807001	G	N	Db			XR Controller	B2B0D46B	CDC3FBBB	E9223BFB			
7	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	1	315	315	3	3	169	68	95	101	163	6	66.667	701818242	2004397700	1490667195	1364518319	G	N	Db			XR Controller	491330D7	CDC3FBBB	E9223BFB			
8	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	0	45	45	1	9	132	68	95	103	163	8	88.889	1192934561	1215448688	1628209280	1826094797	R	N	Da			XR Controller	1214807B	18E36AFB	E9223BFB			
9	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	0	90	90	0	8	94	68	95	117	163	22	244.444	978795701	1402877657	45356830	654843432	G	N	Db			XR Controller	987AF19F	CDC3FBBB	E9223BFB			
10	SubfieldSwap_AperSweep_Ap35_v1	CUED	1	45	45	1	9	85	68	95	117	163	22	244.444	1239297986	419752083	274910943	1385051316	G	N	N			XR Controller	ECE2069F	16FE68BB	E9223BFB			
11	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	1	270	90	0	8	85	68	95	111	163	16	177.778	1201379261	1353979946	1023548270	1387787766	R	N	Db			XR Controller	B84167AB	420BC5FB	E9223BFB			
12	SubfieldSwap_AperSweep_Ap35_v1	CUED	0	0	90	0	8	102	68	95	99	163	4	44.444	1093376490	890036983	898208116	404452098	G	N	Db			XR Controller	5B000C03	CDC3FBBB	E9223BFB			
13	SubfieldSwap_AperSweep_Ap35_v1	CUED	1	315	315	3	3	105	68	95	97	163	2	22.222	1512031716	1154788197	1355554565	1574800565	R	N	Db			XR Controller	573F96F7	420BC5FB	E9223BFB			
14	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	1	315	135	7	7	96	68	95	117	163	22	244.444	600427851	324818482	1812396531	1596820336	R	N	D			XR Controller	0FE1E8D7	D81A967B	E9223BFB			
15	SubfieldSwap_AperSweep_Ap35_v1	CUED	0	45	90	0	8	94	68	95	127	163	32	355.556	70971623	974771358	1769728454	2033849289	G	N	Db			XR Controller	881B200B	CDC3FBBB	E9223BFB			
16	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	0	315	315	3	3	107	68	95	107	163	12	133.333	1839414403	366731126	1453734389	486602150	G	N	Db			XR Controller	9AB67283	CDC3FBBB	E9223BFB			
17	SubfieldSwap_AperSweep_Ap35_v1	UNCUED	0	225	180	6	4	90	68	95	97	163	2	22.222	2089175537	649277259	918486561	642196164	R	N	Db			XR Controller	0A8A1357	420BC5FB	E9223BFB			
