Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	DepthSwapCtrl_005m	UNCUED	0	270	45	1	9	175	56	78	84	114	302786132	502920037	373124238	1034284468	R	N	ZdB		XR Controller	1CE20318	0883654C	6D1114C4			
1	DepthSwapCtrl_005m	CUED	1	270	270	4	2	106	56	78	84	114	1133100505	1527376869	932153517	918854719	R	F	ZdA		XR Controller	7BBB5D28	0883654C	A3A93944			
2	DepthSwapCtrl_005m	UNCUED	0	270	270	4	2	101	56	78	84	114	2027903856	1694860157	1736153059	1325611510	R	F	N		XR Controller	F088AE08	0883654C	B7EB8364			
3	DepthSwapCtrl_005m	CUED	1	0	0	2	6	79	56	78	84	114	916712776	2021255272	1465284459	953274183	R	F	ZdA		XR Controller	7BBB5D28	0883654C	A3A93944			
4	DepthSwapCtrl_005m	CUED	1	135	90	0	8	106	56	78	84	114	1912707452	1386357334	163377741	1677112223	R	F	N		XR Controller	CB090948	0883654C	B7EB8364			
5	DepthSwapCtrl_005m	CUED	1	270	270	4	2	96	56	78	84	114	2074269905	1568528151	1713984389	637447043	R	N	N		XR Controller	CB090948	0883654C	E4FFF864			
6	DepthSwapCtrl_005m	CUED	0	135	0	2	6	80	56	78	84	114	1880325269	73456697	901142157	494806805	R	F	ZdB		XR Controller	CEA60E30	0883654C	32DDF264			
7	DepthSwapCtrl_005m	CUED	0	0	45	1	9	72	56	78	84	114	321706399	1407435265	2113252523	2075184604	R	N	ZdB		XR Controller	CEA60E30	0883654C	6D1114C4			
8	DepthSwapCtrl_005m	CUED	0	225	315	3	3	81	56	78	84	114	2026824930	1652973367	886405605	58159498	R	F	N		XR Controller	6CBED730	0883654C	B7EB8364			
9	DepthSwapCtrl_005m	CUED	0	315	45	1	9	112	56	78	84	114	1866604901	1502690153	739348855	30909867	R	F	N		XR Controller	6CBED730	0883654C	B7EB8364			
10	DepthSwapCtrl_005m	CUED	1	225	225	5	1	88	56	78	84	114	244857691	17772348	810618563	198897852	R	F	N		XR Controller	CB090948	0883654C	B7EB8364			
11	DepthSwapCtrl_005m	CUED	0	180	0	2	6	78	56	78	84	114	1161452453	548312878	993198828	32871877	R	F	ZdB		XR Controller	CEA60E30	0883654C	32DDF264			
12	DepthSwapCtrl_005m	UNCUED	0	135	135	7	7	95	56	78	84	114	717080706	187976825	2032746403	1059373628	R	F	N		XR Controller	F088AE08	0883654C	B7EB8364			
13	DepthSwapCtrl_005m	CUED	0	135	270	4	2	88	56	78	84	114	215641016	113278827	1025828918	1248032359	R	N	N		XR Controller	6CBED730	0883654C	E4FFF864			
14	DepthSwapCtrl_005m	CUED	1	180	180	6	4	80	56	78	84	114	320186916	1644881050	850183728	239329065	R	N	ZdA		XR Controller	7BBB5D28	0883654C	FC45CDE4			
15	DepthSwapCtrl_005m	UNCUED	1	315	315	3	3	145	56	78	84	114	2044642053	1761134839	2053177864	865960892	R	N	ZdB		XR Controller	E039A330	0883654C	6D1114C4			
16	DepthSwapCtrl_005m	UNCUED	0	135	135	7	7	82	56	78	84	114	573246521	499080182	1055454478	1858608681	R	N	ZdA		XR Controller	1CE20318	0883654C	FC45CDE4			
17	DepthSwapCtrl_005m	UNCUED	0	45	45	1	9	81	56	78	84	114	233009937	89562710	549612846	488996488	R	F	ZdA		XR Controller	1CE20318	0883654C	A3A93944			
18	DepthSwapCtrl_005m	CUED	0	0	0	2	6	122	56	78	84	114	776173759	1061898021	1639772037	56775862	R	N	N		XR Controller	6CBED730	0883654C	E4FFF864			
19	DepthSwapCtrl_005m	UNCUED	1	0	135	7	7	83	56	78	84	114	906329235	476720298	702464858	482646179	R	N	N		XR Controller	67DD8480	0883654C	E4FFF864			
20	DepthSwapCtrl_005m	CUED	0	225	225	5	1	104	56	78	84	114	1429471273	1560790501	127928949	374966052	R	F	ZdB		XR Controller	CEA60E30	0883654C	32DDF264			
21	DepthSwapCtrl_005m	CUED	0	270	45	1	9	73	56	78	84	114	1414227982	290253212	1887709310	39128760	R	F	N		XR Controller	6CBED730	0883654C	B7EB8364			
22	DepthSwapCtrl_005m	CUED	1	315	315	3	3	76	56	78	84	114	602922255	1938901561	630743489	1981212122	R	F	ZdA		XR Controller	7BBB5D28	0883654C	A3A93944			
23	DepthSwapCtrl_005m	UNCUED	0	45	0	2	6	156	56	78	84	114	88733945	2013709216	1505459915	1873156184	R	N	ZdA		XR Controller	1CE20318	0883654C	FC45CDE4			
24	DepthSwapCtrl_005m	UNCUED	0	315	315	3	3	154	56	78	84	114	983779239	60576205	1245500499	1859410195	R	F	ZdA		XR Controller	1CE20318	0883654C	A3A93944			
25	DepthSwapCtrl_005m	CUED	1	135	135	7	7	80	56	78	84	114	2054539329	1525887449	1557266967	2047858058	R	F	ZdB		XR Controller	7BBB5D28	0883654C	32DDF264			
26	DepthSwapCtrl_005m	UNCUED	0	225	225	5	1	90	56	78	84	114	769559599	498202619	1454853589	1259159830	R	F	N		XR Controller	F088AE08	0883654C	B7EB8364			
27	DepthSwapCtrl_005m	CUED	0	270	0	2	6	87	56	78	84	114	997518114	1120965494	614763400	549922590	R	F	ZdB		XR Controller	CEA60E30	0883654C	32DDF264			
28	DepthSwapCtrl_005m	UNCUED	1	315	0	2	6	77	56	78	84	114	109519388	590446848	1526435679	1090651510	R	N	ZdA		XR Controller	E039A330	0883654C	FC45CDE4			
29	DepthSwapCtrl_005m	CUED	0	90	270	4	2	80	56	78	84	114	1454527374	403256526	25430067	1530125467	R	F	ZdA		XR Controller	CEA60E30	0883654C	A3A93944			
30	DepthSwapCtrl_005m	UNCUED	0	180	180	6	4	74	56	78	84	114	2126833500	1493526439	1381500246	1749625887	R	F	ZdB		XR Controller	1CE20318	0883654C	32DDF264			
31	DepthSwapCtrl_005m	CUED	0	90	270	4	2	85	56	78	84	114	1208625690	1225220760	624897813	158291303	R	N	N		XR Controller	6CBED730	0883654C	E4FFF864			
32	DepthSwapCtrl_005m	CUED	0	180	225	5	1	84	56	78	84	114	1158589151	860136606	1646546166	2051777247	R	N	ZdB		XR Controller	CEA60E30	0883654C	6D1114C4			
33	DepthSwapCtrl_005m	UNCUED	1	270	225	5	1	73	56	78	84	114	839603418	449223270	1139942769	464904188	R	N	ZdA		XR Controller	E039A330	0883654C	FC45CDE4			
34	DepthSwapCtrl_005m	UNCUED	0	135	135	7	7	77	56	78	84	114	1169158978	1107056189	1618975902	1995231134	R	F	ZdB		XR Controller	1CE20318	0883654C	32DDF264			
35	DepthSwapCtrl_005m	CUED	0	180	0	2	6	69	56	78	84	114	1359620317	531022113	1978061912	555928616	R	N	ZdA		XR Controller	CEA60E30	0883654C	FC45CDE4			
36	DepthSwapCtrl_005m	UNCUED	1	225	225	5	1	65	56	78	84	114	703443728	733371703	186664263	634500219	R	N	ZdA		XR Controller	E039A330	0883654C	FC45CDE4			
37	DepthSwapCtrl_005m	UNCUED	1	135	225	5	1	128	56	78	84	114	1432630217	1361479374	258314692	738577633	R	N	ZdB		XR Controller	E039A330	0883654C	6D1114C4			
38	DepthSwapCtrl_005m	UNCUED	1	180	225	5	1	110	56	78	84	114	1352891384	360663368	594763621	1820017124	R	N	ZdB		XR Controller	E039A330	0883654C	6D1114C4			
39	DepthSwapCtrl_005m	UNCUED	1	90	270	4	2	74	56	78	84	114	1583168686	176382554	1772147759	396842150	R	F	ZdB		XR Controller	E039A330	0883654C	32DDF264			
40	DepthSwapCtrl_005m	UNCUED	1	90	270	4	2	75	56	78	84	114	777327261	540114612	977416706	486590914	R	N	N		XR Controller	67DD8480	0883654C	E4FFF864			
41	DepthSwapCtrl_005m	UNCUED	0	45	45	1	9	77	56	78	84	114	1210533194	1832113421	2100175411	1723677944	R	F	N		XR Controller	F088AE08	0883654C	B7EB8364			
42	DepthSwapCtrl_005m	UNCUED	0	315	315	3	3	79	56	78	84	114	149141175	1136943148	100356307	1209471333	R	N	N		XR Controller	F088AE08	0883654C	E4FFF864			
43	DepthSwapCtrl_005m	CUED	1	90	90	0	8	69	56	78	84	114	736829082	670377111	2025542161	346588619	R	N	ZdB		XR Controller	7BBB5D28	0883654C	6D1114C4			
44	DepthSwapCtrl_005m	UNCUED	0	270	270	4	2	84	56	78	84	114	263575180	1836167104	360397012	1373316966	R	F	ZdA		XR Controller	1CE20318	0883654C	A3A93944			
