Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	StonerBlanc_Ap35_LargeFix_v1	UNCUED	0	90	315	3	3	102	68	95	99	135	4	44.444	962483129	2022383638	2965266	409348601	G	N	MC			XR Controller	918C2AB3	667ACD5B	2A02EFFB			
1	StonerBlanc_Ap35_LargeFix_v1	CUED	0	135	225	5	1	140	68	95	99	135	4	44.444	654886849	721317260	1286636183	297479231	R	N	MC			XR Controller	01216323	EBB7AF9B	2A02EFFB			
2	StonerBlanc_Ap35_LargeFix_v1	UNCUED	0	0	315	3	3	137	68	95	99	135	4	44.444	1512398580	2102676169	624743761	1999384231	G	N	MC			XR Controller	918C2AB3	667ACD5B	2A02EFFB			
3	StonerBlanc_Ap35_LargeFix_v1	CUED	1	0	45	1	9	91	68	95	99	135	4	44.444	1783025133	1338523070	227399184	1659866269	G	N	MC			XR Controller	271A3033	667ACD5B	2A02EFFB			
4	StonerBlanc_Ap35_LargeFix_v1	UNCUED	0	135	90	0	8	178	68	95	99	135	4	44.444	2136212627	1092721369	2143589893	1289267903	G	N	MC			XR Controller	918C2AB3	667ACD5B	2A02EFFB			
5	StonerBlanc_Ap35_LargeFix_v1	UNCUED	0	315	180	6	4	88	68	95	99	135	4	44.444	1502876175	1922554841	1159084545	1501405773	R	N	N			XR Controller	39ADA2E3	179CA59B	2A02EFFB			
6	StonerBlanc_Ap35_LargeFix_v1	UNCUED	0	0	0	2	6	94	68	95	99	135	4	44.444	1764795435	1951947814	1211229991	820313863	G	N	MC			XR Controller	918C2AB3	667ACD5B	2A02EFFB			
7	StonerBlanc_Ap35_LargeFix_v1	UNCUED	0	225	225	5	1	88	68	95	99	135	4	44.444	1827140737	2048508061	214373112	575129925	G	N	MC			XR Controller	918C2AB3	667ACD5B	2A02EFFB			
8	StonerBlanc_Ap35_LargeFix_v1	UNCUED	1	0	135	7	7	91	68	95	99	135	4	44.444	1346222664	1834308860	697038271	683260612	G	N	N			XR Controller	ACADBFB3	5368435B	2A02EFFB			
9	StonerBlanc_Ap35_LargeFix_v1	UNCUED	0	180	45	1	9	90	68	95	99	135	4	44.444	399199901	1978456286	2101379999	126496103	G	N	N			XR Controller	39ADA2E3	5368435B	2A02EFFB			
10	StonerBlanc_Ap35_LargeFix_v1	CUED	1	225	270	4	2	83	68	95	99	135	4	44.444	428272986	767003675	1297015872	1799612900	G	N	N			XR Controller	1C42F823	5368435B	2A02EFFB			
11	StonerBlanc_Ap35_LargeFix_v1	UNCUED	1	180	180	6	4	84	68	95	99	135	4	44.444	1554688632	1869834197	1744524158	1505785484	R	N	MC			XR Controller	54CF37E3	EBB7AF9B	2A02EFFB			
12	StonerBlanc_Ap35_LargeFix_v1	CUED	1	90	90	0	8	147	68	95	99	135	4	44.444	1621510397	293489453	1404988205	198836627	R	N	N			XR Controller	1C42F823	179CA59B	2A02EFFB			
13	StonerBlanc_Ap35_LargeFix_v1	UNCUED	0	180	135	7	7	85	68	95	99	135	4	44.444	1217550118	1169139663	1377361644	1734058641	R	N	MC			XR Controller	918C2AB3	EBB7AF9B	2A02EFFB			
14	StonerBlanc_Ap35_LargeFix_v1	CUED	1	45	315	3	3	93	68	95	99	135	4	44.444	708939935	1298640566	219079755	1456676448	G	N	N			XR Controller	1C42F823	5368435B	2A02EFFB			
