Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	SubfieldSwap_CatekExact_NMoCol_v1	CUED	1	315	315	3	3	105	68	95	102	138	7	77.778	1262460573	596113553	265367522	1416579216	G	N	C			XR Controller	8892A655	C96A68AC	C06EAC7C			
1	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	315	135	7	7	72	68	95	102	138	7	77.778	588881257	533638323	620924837	1906879589	G	N	M			XR Controller	8C48272D	BBE350AC	C06EAC7C			
2	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	0	0	2	6	64	68	95	102	138	7	77.778	1708949045	324666368	612560511	454851277	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
3	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	315	180	6	4	68	68	95	102	138	7	77.778	1679874470	384920929	872622981	1235552033	G	N	C			XR Controller	06CF5C65	C96A68AC	C06EAC7C			
4	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	0	270	270	4	2	63	68	95	102	138	7	77.778	1464998751	2118176998	1690193002	1316874993	R	N	MC			XR Controller	4478E765	EAFFC16C	C06EAC7C			
5	SubfieldSwap_CatekExact_NMoCol_v1	CUED	1	45	45	1	9	58	68	95	102	138	7	77.778	1083520154	197798857	151485983	2102594755	R	N	C			XR Controller	8892A655	EAFFC16C	C06EAC7C			
6	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	135	135	7	7	63	68	95	102	138	7	77.778	271294432	1275036242	92155896	1712216175	R	N	C			XR Controller	06CF5C65	EAFFC16C	C06EAC7C			
7	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	0	180	90	0	8	57	68	95	102	138	7	77.778	2070844382	1654467421	140963837	1967310652	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
8	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	315	315	3	3	69	68	95	102	138	7	77.778	1093705528	676861142	1904804729	1813425598	R	N	MC			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
9	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	0	0	2	6	65	68	95	102	138	7	77.778	1187996962	1139006487	570066419	1365316967	G	N	M			XR Controller	8C48272D	BBE350AC	C06EAC7C			
10	SubfieldSwap_CatekExact_NMoCol_v1	CUED	0	45	90	0	8	59	68	95	102	138	7	77.778	1115165027	410859275	352069113	5512361	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
11	SubfieldSwap_CatekExact_NMoCol_v1	CUED	1	135	180	6	4	68	68	95	102	138	7	77.778	1082690541	57358309	1625538521	855748239	R	N	MC			XR Controller	792A361D	EAFFC16C	C06EAC7C			
12	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	45	-1	-1	-1	-1	68	95	102	138	7	77.778	713600224	1560017833	1810908051	1411827636	G	N	N		ABORT	OnApplicationQuit	00000000	00000000	00000000			
