Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	DecoupledDots_005m_v2	UNCUED	1	0	90	0	8	153	68	95	102	138	879911815	1905158407	1517661981	1487439420	G	F	CZ		XR Controller	06CF5C65	C96A68AC	C336A484			
1	DecoupledDots_005m_v2	CUED	0	135	90	0	8	90	68	95	102	138	2067576066	2063507405	281609246	775885253	G	N	CZ		XR Controller	B6D3C11D	C96A68AC	598C6D84			
2	DecoupledDots_005m_v2	CUED	0	45	-1	-1	-1	35	68	95	102	138	1108226465	1479693984	1852061293	35935112	R	F	N		XR Controller	B6D3C11D	97D7D86C	9735F884			
3	DecoupledDots_005m_v2	CUED	0	270	-1	-1	-1	18	68	95	102	138	1414740489	1176077221	1173727477	1283308025	R	N	N		XR Controller	B6D3C11D	97D7D86C	858D1984			
4	DecoupledDots_005m_v2	UNCUED	1	315	-1	-1	-1	72	68	95	102	138	1985509747	457515159	1265670362	635483254	G	F	Z		XR Controller	06CF5C65	BBE350AC	C336A484			
5	DecoupledDots_005m_v2	UNCUED	0	90	45	1	9	95	68	95	102	138	809943700	478474104	1721682804	1924534092	R	F	C		XR Controller	C9F1B22D	EAFFC16C	9735F884			
6	DecoupledDots_005m_v2	UNCUED	0	90	90	0	8	83	68	95	102	138	1866670566	1256628964	515639281	1470369271	G	F	CZ		XR Controller	C9F1B22D	C96A68AC	C336A484			
7	DecoupledDots_005m_v2	CUED	1	180	135	7	7	198	68	95	102	138	742856100	9615979	1310334583	1729059161	G	N	Z		XR Controller	8892A655	BBE350AC	598C6D84			
8	DecoupledDots_005m_v2	UNCUED	1	45	-1	-1	-1	74	68	95	102	138	269158575	672309581	1554838484	1659246118	R	F	C		XR Controller	06CF5C65	EAFFC16C	9735F884			
9	DecoupledDots_005m_v2	UNCUED	0	270	-1	-1	-1	1257	68	95	102	138	66387746	911805392	724891806	1302000735	G	N	N		XR Controller	C9F1B22D	BBE350AC	858D1984			
10	DecoupledDots_005m_v2	CUED	0	180	-1	-1	-1	90	68	95	102	138	1342821217	312339720	1091167	647925173	R	F	Z		XR Controller	B6D3C11D	97D7D86C	C336A484			
11	DecoupledDots_005m_v2	CUED	0	0	45	1	9	172	68	95	102	138	481084831	315020225	694096836	1985285857	G	N	N		XR Controller	B6D3C11D	BBE350AC	858D1984			
12	DecoupledDots_005m_v2	CUED	0	135	90	0	8	87	68	95	102	138	551447081	1037751735	746495865	1844554108	R	N	N		XR Controller	B6D3C11D	97D7D86C	858D1984			
13	DecoupledDots_005m_v2	CUED	1	45	45	1	9	74	68	95	102	138	769139078	1088224	1807972000	1175234872	R	F	CZ		XR Controller	8892A655	EAFFC16C	C336A484			
14	DecoupledDots_005m_v2	UNCUED	1	315	90	0	8	83	68	95	102	138	690932258	1420988036	30702655	809642817	R	F	C		XR Controller	06CF5C65	EAFFC16C	9735F884			
15	DecoupledDots_005m_v2	UNCUED	0	90	270	4	2	97	68	95	102	138	924532947	1604389797	1612422345	1424292822	R	F	N		XR Controller	C9F1B22D	97D7D86C	9735F884			
16	DecoupledDots_005m_v2	UNCUED	1	225	225	5	1	125	68	95	102	138	1167912000	1299188756	10599278	1613842730	R	N	CZ		XR Controller	06CF5C65	EAFFC16C	598C6D84			
17	DecoupledDots_005m_v2	UNCUED	0	225	90	0	8	123	68	95	102	138	670443130	2030043325	1671816272	1699174390	R	F	Z		XR Controller	C9F1B22D	97D7D86C	C336A484			
18	DecoupledDots_005m_v2	CUED	1	135	135	7	7	82	68	95	102	138	670012848	758190411	883187826	993555611	G	N	C		XR Controller	8892A655	C96A68AC	858D1984			
19	DecoupledDots_005m_v2	UNCUED	0	135	45	1	9	83	68	95	102	138	789238354	874026537	1857058344	1602116955	G	N	C		XR Controller	C9F1B22D	C96A68AC	858D1984			
20	DecoupledDots_005m_v2	CUED	0	180	225	5	1	75	68	95	102	138	269927453	712618569	1594533164	1688490382	R	N	Z		XR Controller	B6D3C11D	97D7D86C	598C6D84			
21	DecoupledDots_005m_v2	CUED	1	45	90	0	8	75	68	95	102	138	536343287	1537952359	968678791	1048902556	R	N	C		XR Controller	8892A655	EAFFC16C	858D1984			
22	DecoupledDots_005m_v2	CUED	0	315	315	3	3	129	68	95	102	138	1540860076	1900116929	636679503	381788475	G	N	N		XR Controller	B6D3C11D	BBE350AC	858D1984			
23	DecoupledDots_005m_v2	UNCUED	1	135	-1	-1	-1	-1	68	95	102	138	2086847199	230759027	934523642	1641324813	R	F	CZ	ABORT	OnApplicationQuit	00000000	00000000	00000000			
