Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	DecoupledDots_005m_v2	UNCUED	0	0	45	1	9	110	56	78	84	114	448363002	68066464	844682990	106688663	G	N	Z		XR Controller	F088AE08	083E616C	81535EE4			
1	DecoupledDots_005m_v2	CUED	0	180	225	5	1	109	56	78	84	114	1019811778	282162448	1779536547	575897513	G	F	CZ		XR Controller	6CBED730	E283626C	1B981CE4			
2	DecoupledDots_005m_v2	UNCUED	1	135	135	7	7	113	56	78	84	114	10817114	1561534144	149676855	350581467	R	F	CZ		XR Controller	67DD8480	95473DAC	1B981CE4			
3	DecoupledDots_005m_v2	CUED	1	0	0	2	6	111	56	78	84	114	1003439830	760620988	1787095831	372387690	R	F	CZ		XR Controller	CB090948	95473DAC	1B981CE4			
4	DecoupledDots_005m_v2	UNCUED	1	45	45	1	9	109	56	78	84	114	975109838	569806017	1152879252	969633071	R	N	CZ		XR Controller	67DD8480	95473DAC	81535EE4			
5	DecoupledDots_005m_v2	CUED	0	180	0	2	6	93	56	78	84	114	1360917936	1793942388	1071601676	1033575625	G	N	C		XR Controller	6CBED730	E283626C	E4FFF864			
6	DecoupledDots_005m_v2	CUED	1	90	90	0	8	136	56	78	84	114	1278517370	1170068992	1423348598	542944850	G	N	CZ		XR Controller	CB090948	E283626C	81535EE4			
7	DecoupledDots_005m_v2	CUED	1	45	45	1	9	95	56	78	84	114	836860595	737528310	644423775	506480921	G	F	Z		XR Controller	CB090948	083E616C	1B981CE4			
8	DecoupledDots_005m_v2	UNCUED	0	90	90	0	8	101	56	78	84	114	445787791	1650650909	673662466	1476881238	G	N	C		XR Controller	F088AE08	E283626C	E4FFF864			
9	DecoupledDots_005m_v2	CUED	0	315	90	0	8	139	56	78	84	114	1295841387	250327702	1698030289	701473101	G	N	Z		XR Controller	6CBED730	083E616C	81535EE4			
10	DecoupledDots_005m_v2	UNCUED	0	0	315	3	3	310	56	78	84	114	2131713972	1867653556	1627370811	1653856111	R	F	CZ		XR Controller	F088AE08	95473DAC	1B981CE4			
11	DecoupledDots_005m_v2	CUED	1	180	180	6	4	96	56	78	84	114	1240320421	85227780	1742135869	667341525	R	F	CZ		XR Controller	CB090948	95473DAC	1B981CE4			
12	DecoupledDots_005m_v2	CUED	0	315	45	1	9	167	56	78	84	114	679043859	1695621461	281636424	977136426	R	N	C		XR Controller	6CBED730	95473DAC	E4FFF864			
13	DecoupledDots_005m_v2	CUED	1	180	225	5	1	115	56	78	84	114	1843922098	2030776636	1388703861	2008801801	G	N	C		XR Controller	CB090948	E283626C	E4FFF864			
14	DecoupledDots_005m_v2	CUED	0	225	90	0	8	80	56	78	84	114	1252717693	1705599921	871863438	1832264076	G	F	CZ		XR Controller	6CBED730	E283626C	1B981CE4			
15	DecoupledDots_005m_v2	UNCUED	0	270	90	0	8	78	56	78	84	114	1227872758	124453914	65301618	1947509359	R	F	CZ		XR Controller	F088AE08	95473DAC	1B981CE4			
16	DecoupledDots_005m_v2	UNCUED	1	0	225	5	1	88	56	78	84	114	920361401	121548781	1697719145	1067490636	R	N	N		XR Controller	67DD8480	BC9E36AC	E4FFF864			
17	DecoupledDots_005m_v2	CUED	1	180	180	6	4	105	56	78	84	114	933549195	2041773507	1094501617	361825691	R	F	C		XR Controller	CB090948	95473DAC	B7EB8364			
18	DecoupledDots_005m_v2	UNCUED	1	225	0	2	6	81	56	78	84	114	655665821	838738300	755060174	1346962365	G	F	N		XR Controller	67DD8480	083E616C	B7EB8364			
19	DecoupledDots_005m_v2	UNCUED	0	180	135	7	7	90	56	78	84	114	1495702526	894286516	1676837610	1140335616	G	F	Z		XR Controller	F088AE08	083E616C	1B981CE4			
20	DecoupledDots_005m_v2	UNCUED	0	45	45	1	9	87	56	78	84	114	92768252	1412720536	1581764007	915625284	G	N	Z		XR Controller	F088AE08	083E616C	81535EE4			
21	DecoupledDots_005m_v2	UNCUED	0	180	90	0	8	95	56	78	84	114	1580636235	1451358730	1602558324	1617648771	G	F	CZ		XR Controller	F088AE08	E283626C	1B981CE4			
22	DecoupledDots_005m_v2	CUED	0	225	0	2	6	75	56	78	84	114	216790920	1623932276	358966417	1739061462	G	N	N		XR Controller	6CBED730	083E616C	E4FFF864			
