Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	SubfieldSwap_CatekExact_NMoCol_v1	CUED	0	225	180	6	4	90	68	95	102	138	7	77.778	1225163735	1754172802	539148976	1783174483	R	N	C			XR Controller	B6D3C11D	EAFFC16C	C06EAC7C			
1	SubfieldSwap_CatekExact_NMoCol_v1	CUED	1	45	45	1	9	82	68	95	102	138	7	77.778	1526600476	1259191514	643611020	2072443624	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
2	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	0	180	180	6	4	123	68	95	102	138	7	77.778	1088506246	343617080	1673188859	1775927952	G	N	MC			XR Controller	4478E765	C96A68AC	C06EAC7C			
3	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	90	90	0	8	77	68	95	102	138	7	77.778	1112391492	28000610	19815919	809555863	G	N	MC			XR Controller	8C48272D	C96A68AC	C06EAC7C			
4	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	135	135	7	7	80	68	95	102	138	7	77.778	2067953273	2100328201	202629437	1776695610	R	N	C			XR Controller	06CF5C65	EAFFC16C	C06EAC7C			
5	SubfieldSwap_CatekExact_NMoCol_v1	CUED	0	270	270	4	2	82	68	95	102	138	7	77.778	262007563	1703458164	724311558	1811131782	G	N	C			XR Controller	B6D3C11D	C96A68AC	C06EAC7C			
6	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	45	90	0	8	87	68	95	102	138	7	77.778	1988702707	1426594681	1731733858	679209007	R	N	C			XR Controller	06CF5C65	EAFFC16C	C06EAC7C			
7	SubfieldSwap_CatekExact_NMoCol_v1	CUED	0	45	45	1	9	84	68	95	102	138	7	77.778	1621824489	1812936517	1435930752	1186965137	G	N	M			XR Controller	C63C3155	BBE350AC	C06EAC7C			
8	SubfieldSwap_CatekExact_NMoCol_v1	CUED	0	225	225	5	1	85	68	95	102	138	7	77.778	1880285032	8979693	1235214239	213409610	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
9	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	135	135	7	7	89	68	95	102	138	7	77.778	1672409635	1718973100	1059491036	572039710	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
10	SubfieldSwap_CatekExact_NMoCol_v1	CUED	0	270	270	4	2	79	68	95	102	138	7	77.778	1918080016	773570365	1991036587	814413903	R	N	M			XR Controller	C63C3155	97D7D86C	C06EAC7C			
11	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	45	90	0	8	84	68	95	102	138	7	77.778	1256903061	305048044	525396089	2049898453	R	N	C			XR Controller	06CF5C65	EAFFC16C	C06EAC7C			
12	SubfieldSwap_CatekExact_NMoCol_v1	CUED	1	225	225	5	1	78	68	95	102	138	7	77.778	1633483377	936088497	2020509673	126112230	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
13	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	315	315	3	3	83	68	95	102	138	7	77.778	1320077303	1369932811	1974918781	1748247302	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
14	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	0	45	45	1	9	81	68	95	102	138	7	77.778	366512783	2071220128	200616348	2053733284	R	N	MC			XR Controller	4478E765	EAFFC16C	C06EAC7C			
15	SubfieldSwap_CatekExact_NMoCol_v1	CUED	0	270	90	0	8	88	68	95	102	138	7	77.778	1143192475	1024023326	1443807988	1412121442	R	N	C			XR Controller	B6D3C11D	EAFFC16C	C06EAC7C			
16	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	0	135	135	7	7	85	68	95	102	138	7	77.778	975394704	348589790	1086135703	847325609	G	N	MC			XR Controller	4478E765	C96A68AC	C06EAC7C			
17	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	0	135	270	4	2	75	68	95	102	138	7	77.778	1722104501	1230568113	377105581	1918425744	R	N	M			XR Controller	4478E765	97D7D86C	C06EAC7C			
18	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	225	270	4	2	73	68	95	102	138	7	77.778	292430173	1030608082	1832563470	811196078	R	N	M			XR Controller	8C48272D	97D7D86C	C06EAC7C			
19	SubfieldSwap_CatekExact_NMoCol_v1	CUED	0	180	225	5	1	130	68	95	102	138	7	77.778	160976536	6436955	1068258646	1504483684	G	N	MC			XR Controller	C63C3155	C96A68AC	C06EAC7C			
20	SubfieldSwap_CatekExact_NMoCol_v1	CUED	0	90	90	0	8	77	68	95	102	138	7	77.778	731587360	1499322280	1250230038	1113760437	R	N	M			XR Controller	C63C3155	97D7D86C	C06EAC7C			
21	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	0	0	0	2	6	120	68	95	102	138	7	77.778	489130035	2008655072	1426765845	248224304	G	N	M			XR Controller	4478E765	BBE350AC	C06EAC7C			
22	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	0	225	225	5	1	77	68	95	102	138	7	77.778	1983521727	567437837	1444557414	1210374419	G	N	M			XR Controller	4478E765	BBE350AC	C06EAC7C			
23	SubfieldSwap_CatekExact_NMoCol_v1	CUED	0	315	315	3	3	82	68	95	102	138	7	77.778	1676300995	1744482384	831364056	951178407	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
24	SubfieldSwap_CatekExact_NMoCol_v1	CUED	1	315	315	3	3	70	68	95	102	138	7	77.778	571070609	2076472420	201704233	1280263957	G	N	MC			XR Controller	792A361D	C96A68AC	C06EAC7C			
25	SubfieldSwap_CatekExact_NMoCol_v1	CUED	0	270	270	4	2	85	68	95	102	138	7	77.778	969046117	1211766887	1121863288	1733972018	G	N	C			XR Controller	B6D3C11D	C96A68AC	C06EAC7C			
26	SubfieldSwap_CatekExact_NMoCol_v1	CUED	0	270	270	4	2	71	68	95	102	138	7	77.778	1506927844	1482173682	987653296	463235011	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
27	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	0	90	90	0	8	75	68	95	102	138	7	77.778	217593571	1207316444	1908219604	1551289167	R	N	C			XR Controller	C9F1B22D	EAFFC16C	C06EAC7C			
28	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	0	180	180	6	4	117	68	95	102	138	7	77.778	168234596	2051515748	2014688004	362604942	G	N	M			XR Controller	4478E765	BBE350AC	C06EAC7C			
29	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	1	225	270	4	2	87	68	95	102	138	7	77.778	1930850146	2143942708	1709376163	1378910419	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
30	SubfieldSwap_CatekExact_NMoCol_v1	UNCUED	0	45	0	2	6	113	68	95	102	138	7	77.778	1126462314	1441556148	1539555181	1690577365	R	N	M			XR Controller	4478E765	97D7D86C	C06EAC7C			
