Trial	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	EndKey	Device	MkHash32	ColorHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes
0	CUED	0	225	225	5	1	136	56	78	100	130	1453091368	713084591	1398534559	1785427305	R	Return	Keyboard	4E620E90	D857672C		
1	CUED	1	0	0	2	6	134	56	78	100	130	1145102367	451116175	1051398139	1627270377	R	Return	Keyboard	60615B68	D857672C		
2	CUED	0	0	-1	-1	-1	-1	56	78	100	130	1673116976	1631631590	589404003	336393162	R	ABORT	OnApplicationQuit	00000000	00000000		
