Trial	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	EndKey	Device	MkHash32	ColorHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes
194	UNCUED	1	135	135	7	7	96	56	78	100	130	851688163	757567772	1289528354	1622743424	G	Return	Keyboard	6C3B5060	DD9C91EC		
195	UNCUED	0	315	270	4	2	67	56	78	100	130	1238550924	243844034	1126270014	1258115465	R	Return	Keyboard	F2F43FA8	D857672C		
196	UNCUED	0	270	270	4	2	56	56	78	100	130	444035328	399701346	1732109722	671370023	G	Return	Keyboard	F2F43FA8	DD9C91EC		
197	CUED	1	180	180	6	4	43	56	78	100	130	1950477781	1947803227	377359040	1766902521	R	Return	Keyboard	60615B68	D857672C		
198	CUED	0	225	45	1	9	58	56	78	100	130	1852928732	660465657	873313171	1279463196	G	Return	Keyboard	4E620E90	DD9C91EC		
199	CUED	1	45	45	1	9	48	56	78	100	130	1003003726	679405033	1887006608	503076144	R	Return	Keyboard	60615B68	D857672C		
200	CUED	0	135	135	7	7	72	56	78	100	130	2126577345	1390356111	395061052	457137179	G	Return	Keyboard	4E620E90	DD9C91EC		
201	CUED	1	90	90	0	8	46	56	78	100	130	242556148	1933450144	1177180753	568877319	R	Return	Keyboard	60615B68	D857672C		
202	UNCUED	1	225	45	1	9	65	56	78	100	130	664107328	371372832	1404638240	281923561	R	Return	Keyboard	6C3B5060	D857672C		
203	UNCUED	0	0	270	4	2	68	56	78	100	130	1272544232	666006310	361218483	75068618	R	Return	Keyboard	F2F43FA8	D857672C		
204	UNCUED	0	0	180	6	4	39	56	78	100	130	752157508	690430155	611699044	307171735	R	Return	Keyboard	F2F43FA8	D857672C		
205	UNCUED	1	270	0	2	6	44	56	78	100	130	635177448	910699085	619994035	952114888	R	Return	Keyboard	6C3B5060	D857672C		
206	UNCUED	1	45	45	1	9	53	56	78	100	130	1145767819	769792779	1009858322	987921588	G	Return	Keyboard	6C3B5060	DD9C91EC		
207	UNCUED	1	180	135	7	7	92	56	78	100	130	1790364510	711861602	555659009	25789643	R	Return	Keyboard	6C3B5060	D857672C		
208	UNCUED	1	45	45	1	9	58	56	78	100	130	1259134945	808099288	387216541	1831744634	R	Return	Keyboard	6C3B5060	D857672C		
209	UNCUED	1	315	315	3	3	59	56	78	100	130	966156297	1847099835	134285328	458556090	G	Return	Keyboard	6C3B5060	DD9C91EC		
210	CUED	1	45	45	1	9	45	56	78	100	130	1957387490	1263434497	974700710	1230693243	G	Return	Keyboard	60615B68	DD9C91EC		
211	CUED	0	0	0	2	6	37	56	78	100	130	51613147	980359712	318903839	1975129456	G	Return	Keyboard	4E620E90	DD9C91EC		
212	CUED	1	90	90	0	8	51	56	78	100	130	969344704	88784151	1793718070	2075814932	G	Return	Keyboard	60615B68	DD9C91EC		
213	UNCUED	0	315	315	3	3	71	56	78	100	130	1927190958	779994834	2010633558	1317777095	G	Return	Keyboard	F2F43FA8	DD9C91EC		
214	CUED	1	0	0	2	6	46	56	78	100	130	99325771	1715724647	793098877	115991219	G	Return	Keyboard	60615B68	DD9C91EC		
215	UNCUED	0	90	90	0	8	62	56	78	100	130	1641103783	196087058	967466877	1653031430	G	Return	Keyboard	F2F43FA8	DD9C91EC		
216	CUED	1	225	225	5	1	56	56	78	100	130	1870257920	683951154	1354237625	305082897	R	Return	Keyboard	60615B68	D857672C		
217	CUED	0	225	225	5	1	58	56	78	100	130	217032404	581062560	837984225	1334333550	R	Return	Keyboard	4E620E90	D857672C		
218	UNCUED	1	90	90	0	8	54	56	78	100	130	1736262510	494055485	1100454624	1063047887	G	Return	Keyboard	6C3B5060	DD9C91EC		
219	UNCUED	1	135	135	7	7	53	56	78	100	130	1255366970	641362807	261172329	1297414514	R	Return	Keyboard	6C3B5060	D857672C		
220	UNCUED	0	225	45	1	9	53	56	78	100	130	1657050003	355281666	1155313824	2113404440	R	Return	Keyboard	F2F43FA8	D857672C		
221	UNCUED	0	180	180	6	4	42	56	78	100	130	231570685	1971178019	1557298101	1248087034	R	Return	Keyboard	F2F43FA8	D857672C		
222	CUED	1	270	270	4	2	47	56	78	100	130	1554305930	1578649310	603810359	66854733	G	Return	Keyboard	60615B68	DD9C91EC		
223	UNCUED	1	270	180	6	4	153	56	78	100	130	1080548325	1402673381	1380436078	2061476286	G	Return	Keyboard	6C3B5060	DD9C91EC		
224	CUED	1	45	45	1	9	49	56	78	100	130	696353909	464302323	960691014	1503147273	R	Return	Keyboard	60615B68	D857672C		
225	CUED	0	315	180	6	4	62	56	78	100	130	1921447759	607744357	1664215898	702579611	R	Return	Keyboard	4E620E90	D857672C		
226	CUED	1	315	315	3	3	72	56	78	100	130	1196404256	204351456	1396222911	1012968414	G	Return	Keyboard	60615B68	DD9C91EC		
227	UNCUED	1	0	180	6	4	56	56	78	100	130	1840351228	543032826	1190723871	86852352	G	Return	Keyboard	6C3B5060	DD9C91EC		
228	CUED	1	315	315	3	3	76	56	78	100	130	2061917059	2048714395	1205374160	362683614	G	Return	Keyboard	60615B68	DD9C91EC		
229	UNCUED	0	225	180	6	4	55	56	78	100	130	909353421	91784218	374140215	1579321385	R	Return	Keyboard	F2F43FA8	D857672C		
230	CUED	0	90	315	3	3	79	56	78	100	130	490407465	644549369	119994550	216964180	R	Return	Keyboard	4E620E90	D857672C		
231	CUED	1	270	225	5	1	58	56	78	100	130	241955349	1044743090	1413214357	1242185120	G	Return	Keyboard	60615B68	DD9C91EC		
232	CUED	0	135	180	6	4	53	56	78	100	130	1631333470	654154913	763881780	206625065	R	Return	Keyboard	4E620E90	D857672C		
233	UNCUED	1	0	180	6	4	46	56	78	100	130	2106110765	2009918491	840025810	951255094	G	Return	Keyboard	6C3B5060	DD9C91EC		
234	CUED	1	225	225	5	1	62	56	78	100	130	952152713	1100594645	1585686159	444724250	R	Return	Keyboard	60615B68	D857672C		
235	CUED	1	135	135	7	7	67	56	78	100	130	768815582	52769873	619285610	1869778545	R	Return	Keyboard	60615B68	D857672C		
236	UNCUED	0	45	45	1	9	67	56	78	100	130	528729397	1467265373	780988297	1220989215	R	Return	Keyboard	F2F43FA8	D857672C		
237	CUED	0	90	90	0	8	46	56	78	100	130	1584458820	1074672441	436848885	2101040111	G	Return	Keyboard	4E620E90	DD9C91EC		
238	UNCUED	1	315	315	3	3	51	56	78	100	130	380694123	1955976566	1987944309	398959872	R	Return	Keyboard	6C3B5060	D857672C		
239	CUED	0	315	315	3	3	86	56	78	100	130	1248573231	206452319	497943645	182775517	R	Return	Keyboard	4E620E90	D857672C		
240	CUED	0	90	90	0	8	43	56	78	100	130	538843890	2031525574	1856495998	478703928	G	Return	Keyboard	4E620E90	DD9C91EC		
241	UNCUED	1	225	0	2	6	58	56	78	100	130	731229473	1380958818	1328472273	1333431725	G	Return	Keyboard	6C3B5060	DD9C91EC		
242	CUED	1	270	270	4	2	92	56	78	100	130	722110547	574396246	1243081892	1238295103	R	Return	Keyboard	60615B68	D857672C		
243	CUED	0	270	270	4	2	49	56	78	100	130	1514110669	2114783179	584282356	673229457	G	Return	Keyboard	4E620E90	DD9C91EC		
244	UNCUED	0	270	270	4	2	68	56	78	100	130	1066463685	1061000065	951880834	2025114896	G	Return	Keyboard	F2F43FA8	DD9C91EC		
245	UNCUED	1	180	180	6	4	51	56	78	100	130	1470381968	1105369688	812796556	950889175	G	Return	Keyboard	6C3B5060	DD9C91EC		
246	CUED	1	135	135	7	7	57	56	78	100	130	626474331	188435987	763862122	1896086884	G	Return	Keyboard	60615B68	DD9C91EC		
247	UNCUED	1	225	225	5	1	60	56	78	100	130	2113820788	2140220952	99115129	1596290020	G	Return	Keyboard	6C3B5060	DD9C91EC		
248	UNCUED	0	135	135	7	7	70	56	78	100	130	1978996673	861667228	674216188	1172679786	G	Return	Keyboard	F2F43FA8	DD9C91EC		
249	UNCUED	0	0	0	2	6	47	56	78	100	130	528505290	319845601	2084987109	1347342483	G	Return	Keyboard	F2F43FA8	DD9C91EC		
250	CUED	1	45	45	1	9	54	56	78	100	130	24681529	1655391350	1011857443	1423037676	G	Return	Keyboard	60615B68	DD9C91EC		
251	UNCUED	0	135	135	7	7	49	56	78	100	130	926497623	414797930	9979065	2064132063	R	Return	Keyboard	F2F43FA8	D857672C		
252	UNCUED	1	225	45	1	9	55	56	78	100	130	2002085769	1864989223	1263919869	1378597750	R	Return	Keyboard	6C3B5060	D857672C		
253	UNCUED	0	90	90	0	8	52	56	78	100	130	2026729642	1588657257	557999448	1479575171	G	Return	Keyboard	F2F43FA8	DD9C91EC		
254	UNCUED	0	180	180	6	4	44	56	78	100	130	1353002547	2134532176	245195522	912911786	R	Return	Keyboard	F2F43FA8	D857672C		
255	UNCUED	1	45	90	0	8	73	56	78	100	130	1732337402	262164789	822664938	1731486534	G	Return	Keyboard	6C3B5060	DD9C91EC		
