Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	DecoupledDots_005m_v2	UNCUED	1	270	45	1	9	100	56	78	84	114	370294128	1865599352	50480373	2096451688	R	F	Z		XR Controller	67DD8480	BC9E36AC	1B981CE4			
1	DecoupledDots_005m_v2	UNCUED	1	90	90	0	8	88	56	78	84	114	2024687696	889567726	1216520671	174563889	R	F	N		XR Controller	67DD8480	BC9E36AC	B7EB8364			
2	DecoupledDots_005m_v2	UNCUED	1	45	90	0	8	79	56	78	84	114	1900642742	44071640	880561432	246933954	R	N	CZ		XR Controller	67DD8480	95473DAC	81535EE4			
3	DecoupledDots_005m_v2	UNCUED	0	135	90	0	8	76	56	78	84	114	1486107954	486334536	874104386	914529033	R	N	C		XR Controller	F088AE08	95473DAC	E4FFF864			
4	DecoupledDots_005m_v2	CUED	1	180	180	6	4	88	56	78	84	114	774981685	841626394	279630878	896536324	R	N	Z		XR Controller	CB090948	BC9E36AC	81535EE4			
5	DecoupledDots_005m_v2	UNCUED	1	270	90	0	8	87	56	78	84	114	1029338618	715500756	1792879161	1073522742	R	F	C		XR Controller	67DD8480	95473DAC	B7EB8364			
6	DecoupledDots_005m_v2	CUED	1	315	270	4	2	99	56	78	84	114	1964049422	1177255122	1631180410	1277218058	G	N	N		XR Controller	CB090948	083E616C	E4FFF864			
7	DecoupledDots_005m_v2	CUED	0	225	180	6	4	111	56	78	84	114	605294033	953612566	1631569944	1353270846	R	N	CZ		XR Controller	6CBED730	95473DAC	81535EE4			
8	DecoupledDots_005m_v2	CUED	0	0	0	2	6	81	56	78	84	114	1307411785	474101116	1436623066	343405614	R	N	C		XR Controller	6CBED730	95473DAC	E4FFF864			
9	DecoupledDots_005m_v2	UNCUED	0	270	90	0	8	78	56	78	84	114	536189537	1905084513	338334991	1471950514	G	F	C		XR Controller	F088AE08	E283626C	B7EB8364			
10	DecoupledDots_005m_v2	UNCUED	0	270	270	4	2	88	56	78	84	114	211998680	1637128049	1617550454	1055683894	G	N	C		XR Controller	F088AE08	E283626C	E4FFF864			
11	DecoupledDots_005m_v2	UNCUED	0	270	225	5	1	123	56	78	84	114	1845792597	524636432	743165101	1954560611	R	N	C		XR Controller	F088AE08	95473DAC	E4FFF864			
12	DecoupledDots_005m_v2	UNCUED	0	135	225	5	1	91	56	78	84	114	2052271809	1177112484	533265854	1060612617	R	F	C		XR Controller	F088AE08	95473DAC	B7EB8364			
13	DecoupledDots_005m_v2	CUED	1	225	225	5	1	88	56	78	84	114	1843360301	1057617349	1893402122	325372177	R	F	N		XR Controller	CB090948	BC9E36AC	B7EB8364			
14	DecoupledDots_005m_v2	UNCUED	1	135	0	2	6	81	56	78	84	114	1459944048	2038441679	135053975	1293421921	R	F	C		XR Controller	67DD8480	95473DAC	B7EB8364			
15	DecoupledDots_005m_v2	CUED	1	135	135	7	7	94	56	78	84	114	1598319407	183383633	1992211634	1012017265	G	F	CZ		XR Controller	CB090948	E283626C	1B981CE4			
