Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	GridSweep_Ap165_D4_v1	UNCUED	0	0	0	2	6	169	68	95	102	167	7	77.778	1042017758	1737171481	1211889533	1419193190	G	N	MC			XR Controller	5E1560DA	D394CE5B	34C58FFB			
1	GridSweep_Ap165_D4_v1	CUED	0	0	45	1	9	96	68	95	102	167	7	77.778	1061174599	1303697427	278649993	1007115086	G	N	N			XR Controller	E32B2732	08EB445B	34C58FFB			
2	GridSweep_Ap165_D4_v1	UNCUED	1	135	135	7	7	77	68	95	108	167	13	144.445	666091854	768847742	49804617	1988333828	R	N	MC			XR Controller	EA1A46EE	C6D3B09B	34C58FFB			
3	GridSweep_Ap165_D4_v1	CUED	0	45	45	1	9	66	68	95	102	167	7	77.778	514604974	843401941	1330042595	1953627090	R	N	MC			XR Controller	3F86BE4A	C6D3B09B	34C58FFB			
4	GridSweep_Ap165_D4_v1	CUED	1	270	270	4	2	73	68	95	100	167	5	55.556	348309910	903816514	685973140	1664509561	R	N	MC			XR Controller	4250CAA6	C6D3B09B	34C58FFB			
5	GridSweep_Ap165_D4_v1	CUED	0	135	90	0	8	63	68	95	103	167	8	88.889	1557148672	113043546	389004766	2047770114	G	N	MC			XR Controller	ED9B558B	D394CE5B	34C58FFB			
6	GridSweep_Ap165_D4_v1	CUED	1	45	45	1	9	66	68	95	107	167	12	133.333	861907738	949579182	207513190	1738613044	G	N	MC			XR Controller	EF3173A3	D394CE5B	34C58FFB			
7	GridSweep_Ap165_D4_v1	UNCUED	0	225	45	1	9	93	68	95	102	167	7	77.778	257175493	650083950	645009094	1220827992	G	N	N			XR Controller	97359CC2	08EB445B	34C58FFB			
8	GridSweep_Ap165_D4_v1	CUED	1	315	315	3	3	76	68	95	105	167	10	111.111	1751448440	1995212104	518331804	666999251	R	N	MC			XR Controller	065D60DF	C6D3B09B	34C58FFB			
9	GridSweep_Ap165_D4_v1	CUED	0	270	270	4	2	70	68	95	108	167	13	144.445	1252456740	1767739178	2134736707	322474938	R	N	N			XR Controller	8E2DC056	46E7A69B	34C58FFB			
10	GridSweep_Ap165_D4_v1	UNCUED	0	0	0	2	6	69	68	95	108	167	13	144.445	2058798834	1303057960	1583069807	214519415	R	N	N			XR Controller	2884B1EE	46E7A69B	34C58FFB			
11	GridSweep_Ap165_D4_v1	CUED	0	180	180	6	4	80	68	95	113	167	18	200	912954395	120373449	1915250013	617197958	G	N	N			XR Controller	95175DCF	08EB445B	34C58FFB			
12	GridSweep_Ap165_D4_v1	UNCUED	0	0	0	2	6	66	68	95	113	167	18	200	2039233884	1005679429	961824129	88672912	G	N	N			XR Controller	66FE0647	08EB445B	34C58FFB			
13	GridSweep_Ap165_D4_v1	UNCUED	1	0	45	1	9	133	68	95	118	167	23	255.556	1239736895	643097072	2078885207	1273243701	G	N	N			XR Controller	C8D56BBA	08EB445B	34C58FFB			
14	GridSweep_Ap165_D4_v1	CUED	0	180	180	6	4	69	68	95	118	167	23	255.556	1647054951	1854075960	1097440089	152344610	R	N	N			XR Controller	792DAA92	46E7A69B	34C58FFB			
15	GridSweep_Ap165_D4_v1	CUED	0	315	270	4	2	71	68	95	109	167	14	155.556	1146177757	1629365270	2023007023	1516643619	R	N	MC			XR Controller	FE8986BF	C6D3B09B	34C58FFB			
16	GridSweep_Ap165_D4_v1	UNCUED	1	315	315	3	3	70	68	95	121	167	26	288.889	915660298	1948167494	346279662	2093202517	G	N	N			XR Controller	FFF7DF2F	08EB445B	34C58FFB			
17	GridSweep_Ap165_D4_v1	UNCUED	0	225	225	5	1	77	68	95	124	167	29	322.222	1724799074	1006986006	840605737	1018078518	R	N	N			XR Controller	BC2E288E	46E7A69B	34C58FFB			
18	GridSweep_Ap165_D4_v1	UNCUED	1	270	270	4	2	67	68	95	123	167	28	311.111	1467781269	185274575	1900357351	1791416459	G	N	N			XR Controller	802B5683	08EB445B	34C58FFB			
19	GridSweep_Ap165_D4_v1	CUED	0	315	135	7	7	92	68	95	112	167	17	188.889	1059734968	1970340662	1669098499	1891457823	G	N	MC			XR Controller	37DE4E9E	D394CE5B	34C58FFB			
20	GridSweep_Ap165_D4_v1	UNCUED	0	45	45	1	9	69	68	95	125	167	30	333.333	246415184	1387708323	182094235	1793469655	G	N	N			XR Controller	C6817D9F	08EB445B	34C58FFB			
21	GridSweep_Ap165_D4_v1	UNCUED	0	315	270	4	2	76	68	95	124	167	29	322.222	1445136797	1573647368	1288790321	519591428	G	N	N			XR Controller	BC2E288E	08EB445B	34C58FFB			
22	GridSweep_Ap165_D4_v1	CUED	0	315	270	4	2	105	68	95	121	167	26	288.889	1132150461	100540075	1299851721	838244683	G	N	N			XR Controller	8C1FD43F	08EB445B	34C58FFB			
23	GridSweep_Ap165_D4_v1	CUED	1	90	90	0	8	62	68	95	110	167	15	166.667	1600884571	184678039	1608901268	95229950	G	N	MC			XR Controller	825FF562	D394CE5B	34C58FFB			
24	GridSweep_Ap165_D4_v1	UNCUED	1	225	225	5	1	66	68	95	113	167	18	200	1183126007	577807563	1564310150	382136044	G	N	MC			XR Controller	28939B47	D394CE5B	34C58FFB			
25	GridSweep_Ap165_D4_v1	CUED	1	180	180	6	4	103	68	95	113	167	18	200	1210951943	186948910	1142097919	107464621	G	N	MC			XR Controller	56ACF2CF	D394CE5B	34C58FFB			
26	GridSweep_Ap165_D4_v1	UNCUED	0	270	270	4	2	69	68	95	125	167	30	333.333	2110726839	710277976	129307401	673762057	R	N	N			XR Controller	C6817D9F	46E7A69B	34C58FFB			
27	GridSweep_Ap165_D4_v1	UNCUED	1	225	225	5	1	69	68	95	126	167	31	344.445	41459166	26208145	1217530402	114902876	G	N	N			XR Controller	9C5680EA	08EB445B	34C58FFB			
28	GridSweep_Ap165_D4_v1	UNCUED	1	315	315	3	3	76	68	95	126	167	31	344.445	478924377	733344695	1609203402	196663473	R	N	N			XR Controller	9C5680EA	46E7A69B	34C58FFB			
29	GridSweep_Ap165_D4_v1	CUED	0	315	270	4	2	74	68	95	124	167	29	322.222	691975524	1414263230	357881886	984532713	R	N	N			XR Controller	9BCE3C36	46E7A69B	34C58FFB			
30	GridSweep_Ap165_D4_v1	UNCUED	0	270	270	4	2	139	68	95	111	167	16	177.778	1983423931	420103545	1118345534	1291288883	R	N	MC			XR Controller	BEB63C5B	C6D3B09B	34C58FFB			
31	GridSweep_Ap165_D4_v1	UNCUED	0	180	180	6	4	71	68	95	115	167	20	222.222	2102892895	401194542	1436063310	115342317	R	N	MC			XR Controller	566D8B13	C6D3B09B	34C58FFB			
32	GridSweep_Ap165_D4_v1	CUED	1	225	225	5	1	64	68	95	116	167	21	233.333	300015661	253952820	2024164867	1015785881	G	N	MC			XR Controller	ACFB9106	D394CE5B	34C58FFB			
33	GridSweep_Ap165_D4_v1	UNCUED	1	225	225	5	1	75	68	95	127	167	32	355.556	1345650552	1124616307	2137594560	251201541	G	N	N			XR Controller	0318563B	08EB445B	34C58FFB			
34	GridSweep_Ap165_D4_v1	CUED	1	180	180	6	4	92	68	95	125	167	30	333.333	150099948	885296663	1899616418	100952087	G	N	N			XR Controller	F346CBDF	08EB445B	34C58FFB			
35	GridSweep_Ap165_D4_v1	UNCUED	0	225	225	5	1	65	68	95	119	167	24	266.667	23033278	1342663030	1846393359	1407186849	G	N	MC			XR Controller	463E89CB	D394CE5B	34C58FFB			
