Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	PeakDensity_ReplotRA_v1	CUED	1	45	45	1	9	87	68	95	102	138	7	77.778	726096333	1195072119	733443547	351018230	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
1	PeakDensity_ReplotRA_v1	CUED	1	45	45	1	9	154	68	95	102	138	7	77.778	1693224475	947779177	1071570491	828037665	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
2	PeakDensity_ReplotRA_v1	CUED	1	90	135	7	7	81	68	95	102	138	7	77.778	1071677978	406411715	555751880	500392738	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
3	PeakDensity_ReplotRA_v1	UNCUED	1	90	270	4	2	83	68	95	102	138	7	77.778	1578298277	11759206	2063450680	1329314461	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
4	PeakDensity_ReplotRA_v1	UNCUED	1	0	90	0	8	92	68	95	102	138	7	77.778	782288759	501020396	739204112	1474217189	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
5	PeakDensity_ReplotRA_v1	UNCUED	0	180	0	2	6	77	68	95	102	138	7	77.778	145921026	1471794682	1335407065	1080657932	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
6	PeakDensity_ReplotRA_v1	CUED	1	90	90	0	8	81	68	95	102	138	7	77.778	588456461	1014223480	770177233	2021830403	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
7	PeakDensity_ReplotRA_v1	CUED	0	135	90	0	8	84	68	95	102	138	7	77.778	2006669764	1901722816	48173479	1018288636	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
8	PeakDensity_ReplotRA_v1	UNCUED	0	45	90	0	8	80	68	95	102	138	7	77.778	1581450274	1062480643	1330132679	689024928	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
9	PeakDensity_ReplotRA_v1	CUED	0	270	90	0	8	78	68	95	102	138	7	77.778	490930383	432250788	190653178	112524468	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
10	PeakDensity_ReplotRA_v1	UNCUED	1	0	45	1	9	86	68	95	102	138	7	77.778	1787267767	505793178	336103321	906870396	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
11	PeakDensity_ReplotRA_v1	UNCUED	1	225	90	0	8	77	68	95	102	138	7	77.778	775497593	1107213462	1347807047	1109095239	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
12	PeakDensity_ReplotRA_v1	UNCUED	1	225	135	7	7	113	68	95	102	138	7	77.778	323128429	12390195	956857818	1292501114	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
13	PeakDensity_ReplotRA_v1	CUED	0	180	90	0	8	84	68	95	102	138	7	77.778	634196456	2004887060	1451956897	2123133361	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
14	PeakDensity_ReplotRA_v1	UNCUED	1	90	135	7	7	81	68	95	102	138	7	77.778	1107399377	515898988	1693216326	1694005483	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
15	PeakDensity_ReplotRA_v1	CUED	1	0	45	1	9	147	68	95	102	138	7	77.778	235483867	820007250	1006073038	247697469	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
16	PeakDensity_ReplotRA_v1	CUED	0	45	90	0	8	72	68	95	102	138	7	77.778	1930708201	1846459635	1108113620	429156997	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
17	PeakDensity_ReplotRA_v1	UNCUED	0	225	225	5	1	80	68	95	102	138	7	77.778	1146042175	148977661	1101360700	1633821615	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
18	PeakDensity_ReplotRA_v1	CUED	0	0	270	4	2	82	68	95	102	138	7	77.778	2004454157	1576484145	639327612	82815297	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
19	PeakDensity_ReplotRA_v1	UNCUED	0	0	225	5	1	89	68	95	102	138	7	77.778	1956102040	415695003	1031412075	1885062733	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
20	PeakDensity_ReplotRA_v1	UNCUED	1	225	180	6	4	75	68	95	102	138	7	77.778	966601426	1846142603	2063500595	1785149	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
21	PeakDensity_ReplotRA_v1	UNCUED	0	315	180	6	4	69	68	95	102	138	7	77.778	587034849	1556220109	1148528524	1684748521	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
22	PeakDensity_ReplotRA_v1	UNCUED	0	270	270	4	2	71	68	95	102	138	7	77.778	268362362	881286813	988470414	411082550	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
23	PeakDensity_ReplotRA_v1	UNCUED	0	270	225	5	1	66	68	95	102	138	7	77.778	1647733775	650403385	1630008695	2093756925	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
24	PeakDensity_ReplotRA_v1	CUED	0	135	0	2	6	68	68	95	102	138	7	77.778	182460300	899159061	2045849399	416596881	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
25	PeakDensity_ReplotRA_v1	UNCUED	0	90	90	0	8	69	68	95	102	138	7	77.778	310553650	1811252157	1997096870	1233481990	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
26	PeakDensity_ReplotRA_v1	CUED	0	0	0	2	6	68	68	95	102	138	7	77.778	330023640	1981059779	1135294162	1058473441	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
27	PeakDensity_ReplotRA_v1	CUED	1	135	135	7	7	120	68	95	102	138	7	77.778	1532971758	1604343485	1833037095	574076776	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
28	PeakDensity_ReplotRA_v1	CUED	0	0	0	2	6	71	68	95	102	138	7	77.778	592393441	1173923454	934261139	758781593	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
29	PeakDensity_ReplotRA_v1	CUED	0	225	225	5	1	65	68	95	102	138	7	77.778	1490835721	1467363113	677498764	1704207638	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
30	PeakDensity_ReplotRA_v1	CUED	0	135	135	7	7	71	68	95	102	138	7	77.778	931873995	513174595	529497140	1632754871	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
31	PeakDensity_ReplotRA_v1	UNCUED	0	225	225	5	1	106	68	95	102	138	7	77.778	1728633049	1051218732	1790351366	835571423	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
32	PeakDensity_ReplotRA_v1	CUED	1	135	135	7	7	130	68	95	102	138	7	77.778	6807498	153888152	1885965551	440321294	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
33	PeakDensity_ReplotRA_v1	CUED	0	180	0	2	6	76	68	95	102	138	7	77.778	1646228134	1042881529	1249296059	269812230	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
34	PeakDensity_ReplotRA_v1	CUED	0	45	0	2	6	85	68	95	102	138	7	77.778	1199240998	2079626829	757677370	38138636	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
35	PeakDensity_ReplotRA_v1	CUED	0	180	180	6	4	72	68	95	102	138	7	77.778	897471978	532789596	944141423	749846171	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
36	PeakDensity_ReplotRA_v1	UNCUED	0	315	225	5	1	69	68	95	102	138	7	77.778	1771593130	1434580432	2038147783	1181340772	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
37	PeakDensity_ReplotRA_v1	CUED	1	225	225	5	1	69	68	95	102	138	7	77.778	1587574883	1501559454	1313726349	1043676707	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
38	PeakDensity_ReplotRA_v1	UNCUED	0	90	225	5	1	81	68	95	102	138	7	77.778	1212441366	938612739	615296369	963462067	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
39	PeakDensity_ReplotRA_v1	UNCUED	1	45	225	5	1	71	68	95	102	138	7	77.778	1505795468	1511224891	1109664232	144963997	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
40	PeakDensity_ReplotRA_v1	CUED	1	180	180	6	4	70	68	95	102	138	7	77.778	1490322986	90635817	814540219	1392991906	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
41	PeakDensity_ReplotRA_v1	UNCUED	0	135	180	6	4	64	68	95	102	138	7	77.778	428666833	624699172	756162742	1720845095	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
42	PeakDensity_ReplotRA_v1	CUED	0	270	225	5	1	130	68	95	102	138	7	77.778	1393095065	676275444	224791847	2092749207	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
43	PeakDensity_ReplotRA_v1	CUED	0	135	135	7	7	70	68	95	102	138	7	77.778	1099103891	1083181724	627748521	1606688561	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
44	PeakDensity_ReplotRA_v1	CUED	0	180	0	2	6	149	68	95	102	138	7	77.778	711883744	1101619372	1895780595	219807220	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
45	PeakDensity_ReplotRA_v1	CUED	0	270	90	0	8	70	68	95	102	138	7	77.778	1438365218	993284961	1239276178	1546854058	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
46	PeakDensity_ReplotRA_v1	UNCUED	0	180	180	6	4	80	68	95	102	138	7	77.778	1619011620	1933177863	17667670	1456522752	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
47	PeakDensity_ReplotRA_v1	CUED	0	90	90	0	8	69	68	95	102	138	7	77.778	668540049	1740181139	1068236517	506649301	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
48	PeakDensity_ReplotRA_v1	UNCUED	0	135	225	5	1	68	68	95	102	138	7	77.778	2146570525	205437099	1518964561	758782951	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
49	PeakDensity_ReplotRA_v1	UNCUED	0	225	225	5	1	85	68	95	102	138	7	77.778	667832873	1199843433	1676415177	1628351332	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
50	PeakDensity_ReplotRA_v1	UNCUED	1	180	225	5	1	84	68	95	102	138	7	77.778	616604166	1620231921	1742322554	1590671598	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
51	PeakDensity_ReplotRA_v1	CUED	1	45	90	0	8	72	68	95	102	138	7	77.778	119192114	1144465239	1521036838	360658484	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
52	PeakDensity_ReplotRA_v1	CUED	0	270	315	3	3	66	68	95	102	138	7	77.778	2058313598	257764382	1235406853	1232821482	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
53	PeakDensity_ReplotRA_v1	CUED	1	180	270	4	2	69	68	95	102	138	7	77.778	821212363	719911365	640569142	1354641846	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
54	PeakDensity_ReplotRA_v1	UNCUED	1	45	90	0	8	89	68	95	102	138	7	77.778	2036301334	1783689583	1068238176	774909331	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
55	PeakDensity_ReplotRA_v1	UNCUED	1	135	90	0	8	80	68	95	102	138	7	77.778	268206915	1357877178	226283040	2132946466	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
56	PeakDensity_ReplotRA_v1	UNCUED	1	90	270	4	2	70	68	95	102	138	7	77.778	1497912507	338042776	1352410088	1968244460	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
57	PeakDensity_ReplotRA_v1	UNCUED	1	0	315	3	3	75	68	95	102	138	7	77.778	233386307	1278618670	701571413	1807073804	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
58	PeakDensity_ReplotRA_v1	CUED	0	45	0	2	6	79	68	95	102	138	7	77.778	24423833	1541546949	421853314	938697828	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
59	PeakDensity_ReplotRA_v1	CUED	0	225	90	0	8	75	68	95	102	138	7	77.778	869991492	871859456	1730703162	19849499	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
60	PeakDensity_ReplotRA_v1	UNCUED	0	45	90	0	8	81	68	95	102	138	7	77.778	1860516196	617915476	895229467	1049185834	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
61	PeakDensity_ReplotRA_v1	CUED	0	0	0	2	6	70	68	95	102	138	7	77.778	127505797	776210592	718742513	867002708	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
62	PeakDensity_ReplotRA_v1	UNCUED	0	225	45	1	9	75	68	95	102	138	7	77.778	1243213784	1514885665	857957976	1716194247	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
63	PeakDensity_ReplotRA_v1	UNCUED	0	0	225	5	1	70	68	95	102	138	7	77.778	1276257843	96338125	1315059101	1418469344	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
64	PeakDensity_ReplotRA_v1	CUED	0	90	0	2	6	69	68	95	102	138	7	77.778	919676660	795475544	1433744320	1322765524	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
65	PeakDensity_ReplotRA_v1	CUED	0	90	90	0	8	71	68	95	102	138	7	77.778	899760192	863999236	398005407	1481055160	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
66	PeakDensity_ReplotRA_v1	UNCUED	1	225	270	4	2	78	68	95	102	138	7	77.778	968154059	2138875210	1326852737	1285141874	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
67	PeakDensity_ReplotRA_v1	CUED	1	90	90	0	8	70	68	95	102	138	7	77.778	100872700	1147069783	2047908717	302773297	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
68	PeakDensity_ReplotRA_v1	UNCUED	1	45	45	1	9	80	68	95	102	138	7	77.778	570977276	322037748	1426591540	1847919120	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
69	PeakDensity_ReplotRA_v1	CUED	1	270	270	4	2	78	68	95	102	138	7	77.778	265602542	1035508752	382359061	1457418950	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
70	PeakDensity_ReplotRA_v1	CUED	0	315	315	3	3	69	68	95	102	138	7	77.778	603577888	521341232	681090333	1565489058	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
71	PeakDensity_ReplotRA_v1	UNCUED	0	270	225	5	1	96	68	95	102	138	7	77.778	451414542	216793148	1608845111	443118212	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
72	PeakDensity_ReplotRA_v1	CUED	1	180	180	6	4	72	68	95	102	138	7	77.778	249146963	301158407	1653100647	733605751	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
