Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	SubfieldSwap_AperSweep_Ap165_v1	UNCUED	0	180	180	6	4	114	68	95	111	163	16	177.778	813506323	1792053029	422300554	222093658	R	N	Da			XR Controller	4C8127CB	18E36AFB	E9223BFB			
1	SubfieldSwap_AperSweep_Ap165_v1	CUED	1	0	0	2	6	68	68	95	101	163	6	66.667	1467769407	1883527675	282709562	544789026	R	N	D			XR Controller	B9D647DF	D81A967B	E9223BFB			
2	SubfieldSwap_AperSweep_Ap165_v1	UNCUED	1	90	90	0	8	77	68	95	107	163	12	133.333	1336806605	795323622	421729089	1829019389	R	N	N			XR Controller	7B58D0F3	2F6FECFB	E9223BFB			
3	SubfieldSwap_AperSweep_Ap165_v1	CUED	1	225	45	1	9	74	68	95	117	163	22	244.444	704351939	1526935554	519425966	1054760320	R	N	N			XR Controller	ECE2069F	2F6FECFB	E9223BFB			
4	SubfieldSwap_AperSweep_Ap165_v1	UNCUED	0	135	135	7	7	89	68	95	127	163	32	355.556	1505349972	297086865	1809290804	846094855	R	N	MC			XR Controller	881B200B	420BC5FB	E9223BFB			
5	SubfieldSwap_AperSweep_Ap165_v1	CUED	1	315	135	7	7	73	68	95	111	163	16	177.778	1649102523	2055362725	400578717	472994702	G	N	D			XR Controller	A0E83CCB	FF1A6CBB	E9223BFB			
6	SubfieldSwap_AperSweep_Ap165_v1	CUED	1	90	90	0	8	64	68	95	107	163	12	133.333	1724409964	1868980267	666882849	1702115585	G	N	MC			XR Controller	B6BEE0F3	CDC3FBBB	E9223BFB			
7	SubfieldSwap_AperSweep_Ap165_v1	UNCUED	0	90	90	0	8	60	68	95	101	163	6	66.667	1783901467	1826719341	1834023655	1952658950	G	N	Db			XR Controller	5A5576FF	CDC3FBBB	E9223BFB			
8	SubfieldSwap_AperSweep_Ap165_v1	CUED	1	45	45	1	9	118	68	95	107	163	12	133.333	815296187	723235500	1861913652	803731276	R	N	D			XR Controller	C74AD503	D81A967B	E9223BFB			
9	SubfieldSwap_AperSweep_Ap165_v1	CUED	1	135	270	4	2	69	68	95	97	163	2	22.222	123079794	1436047617	110794744	1017326797	R	N	Da			XR Controller	B26BFD87	18E36AFB	E9223BFB			
10	SubfieldSwap_AperSweep_Ap165_v1	UNCUED	1	270	225	5	1	68	68	95	107	163	12	133.333	2107159982	803198470	100399444	1342278529	R	N	Da			XR Controller	E72BC673	18E36AFB	E9223BFB			
11	SubfieldSwap_AperSweep_Ap165_v1	UNCUED	0	90	90	0	8	65	68	95	101	163	6	66.667	1051566550	1774469844	875289527	533034421	G	N	D			XR Controller	BDD4706F	FF1A6CBB	E9223BFB			
12	SubfieldSwap_AperSweep_Ap165_v1	CUED	0	180	180	6	4	70	68	95	99	163	4	44.444	2061254919	1170974569	209683543	34529209	G	N	MC			XR Controller	2D6D9673	CDC3FBBB	E9223BFB			
13	SubfieldSwap_AperSweep_Ap165_v1	UNCUED	0	315	270	4	2	74	68	95	127	163	32	355.556	1392992112	1572339751	43999351	1375526125	R	N	Da			XR Controller	D1CAB16B	18E36AFB	E9223BFB			
14	SubfieldSwap_AperSweep_Ap165_v1	CUED	0	45	0	2	6	69	68	95	111	163	16	177.778	1728412388	442535663	1719236939	1374062205	G	N	N			XR Controller	63DA52AB	16FE68BB	E9223BFB			
15	SubfieldSwap_AperSweep_Ap165_v1	UNCUED	1	225	225	5	1	72	68	95	101	163	6	66.667	1689932409	619219406	150001066	1293240386	R	N	MC			XR Controller	431BB07F	420BC5FB	E9223BFB			
16	SubfieldSwap_AperSweep_Ap165_v1	UNCUED	0	135	135	7	7	77	68	95	127	163	32	355.556	1789803579	1510647974	1076366749	1452815793	R	N	D			XR Controller	193FB98B	D81A967B	E9223BFB			
17	SubfieldSwap_AperSweep_Ap165_v1	CUED	1	315	315	3	3	68	68	95	107	163	12	133.333	302190492	115259931	1888368394	523964614	R	N	D			XR Controller	C74AD503	D81A967B	E9223BFB			
18	SubfieldSwap_AperSweep_Ap165_v1	UNCUED	0	270	90	0	8	65	68	95	103	163	8	88.889	576941008	766420520	1742297180	548600927	G	N	MC			XR Controller	F66F8B3B	CDC3FBBB	E9223BFB			
19	SubfieldSwap_AperSweep_Ap165_v1	UNCUED	1	90	90	0	8	62	68	95	107	163	12	133.333	2003007413	758100252	1061987737	647640489	R	N	Da			XR Controller	E72BC673	18E36AFB	E9223BFB			
