Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	DecoupledDots_005m_Simult_v2	UNCUED	0	90	-1	-1	-1	43	0	97	104	140	1303907456	1201843862	644928576	1001302744	G	N	C		XR Controller	B2080E55	B25BDEDC	AD0DC18C			
1	DecoupledDots_005m_Simult_v2	CUED	1	0	-1	-1	-1	38	0	97	104	140	1876839002	1292034202	2100917342	1339938588	R	F	N		XR Controller	F1CE78DD	F6C40BDC	C625488C			
2	DecoupledDots_005m_Simult_v2	UNCUED	1	45	-1	-1	-1	28	0	97	104	140	2139746085	395601150	1025260225	1577457560	R	F	C		XR Controller	12A92B6D	FA8CC25C	C625488C			
3	DecoupledDots_005m_Simult_v2	CUED	1	270	-1	-1	-1	39	0	97	104	140	131965487	1085745375	1177134373	1272447331	G	N	C		XR Controller	F1CE78DD	B25BDEDC	AD0DC18C			
4	DecoupledDots_005m_Simult_v2	UNCUED	1	45	-1	-1	-1	41	0	97	104	140	439754609	463686163	1449511158	1122033191	R	N	Z		XR Controller	12A92B6D	F6C40BDC	0AE56A0C			
5	DecoupledDots_005m_Simult_v2	CUED	1	180	-1	-1	-1	30	0	97	104	140	1543866058	1967728096	1332668999	1803992005	R	N	N		XR Controller	F1CE78DD	F6C40BDC	AD0DC18C			
6	DecoupledDots_005m_Simult_v2	CUED	1	45	-1	-1	-1	33	0	97	104	140	2065294297	1803104347	66310040	1582261850	R	F	Z		XR Controller	F1CE78DD	F6C40BDC	684DA00C			
7	DecoupledDots_005m_Simult_v2	UNCUED	0	225	-1	-1	-1	47	0	97	104	140	754298319	1298620561	286875162	255058027	G	F	N		XR Controller	B2080E55	B624955C	C625488C			
8	DecoupledDots_005m_Simult_v2	CUED	0	0	-1	-1	-1	32	0	97	104	140	113682546	423638050	1435470973	1172196199	R	N	N		XR Controller	FC0B35C5	F6C40BDC	AD0DC18C			
9	DecoupledDots_005m_Simult_v2	UNCUED	0	135	-1	-1	-1	37	0	97	104	140	748429106	2135117922	1555079019	774780421	R	N	CZ		XR Controller	B2080E55	FA8CC25C	0AE56A0C			
10	DecoupledDots_005m_Simult_v2	UNCUED	1	0	-1	-1	-1	36	0	97	104	140	246260558	1199968697	1102388608	1656918847	R	N	Z		XR Controller	12A92B6D	F6C40BDC	0AE56A0C			
11	DecoupledDots_005m_Simult_v2	CUED	1	180	-1	-1	-1	38	0	97	104	140	1076623835	1996111351	691709994	1855102449	G	F	Z		XR Controller	F1CE78DD	B624955C	684DA00C			
12	DecoupledDots_005m_Simult_v2	CUED	0	0	-1	-1	-1	25	0	97	104	140	1177801131	478172006	134925973	913511152	R	F	CZ		XR Controller	FC0B35C5	FA8CC25C	684DA00C			
