Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	PeakDensity_ReplotBoth_v1	UNCUED	1	0	0	2	6	90	68	95	102	138	7	77.778	1032729692	267425730	1497521193	78741006	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
1	PeakDensity_ReplotBoth_v1	CUED	1	90	90	0	8	85	68	95	102	138	7	77.778	550613969	1387866199	1903113044	1205870801	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
2	PeakDensity_ReplotBoth_v1	UNCUED	0	90	90	0	8	80	68	95	102	138	7	77.778	1210923992	480499721	323335790	1319228076	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
3	PeakDensity_ReplotBoth_v1	CUED	1	45	180	6	4	89	68	95	102	138	7	77.778	59388757	1738467799	1166212407	235446126	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
4	PeakDensity_ReplotBoth_v1	CUED	0	180	90	0	8	81	68	95	102	138	7	77.778	499547050	701776959	333145927	1118244578	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
5	PeakDensity_ReplotBoth_v1	UNCUED	1	90	90	0	8	83	68	95	102	138	7	77.778	499615723	117298322	1296539397	1953508148	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
6	PeakDensity_ReplotBoth_v1	CUED	1	225	270	4	2	79	68	95	102	138	7	77.778	137469745	426749864	78210465	1935126949	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
7	PeakDensity_ReplotBoth_v1	UNCUED	1	135	90	0	8	84	68	95	102	138	7	77.778	369153552	470982637	521874103	56063387	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
8	PeakDensity_ReplotBoth_v1	UNCUED	0	180	90	0	8	95	68	95	102	138	7	77.778	1635127409	705596472	1095353687	525321058	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
9	PeakDensity_ReplotBoth_v1	CUED	0	315	90	0	8	81	68	95	102	138	7	77.778	668330260	1446711482	1278584816	1960365134	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
10	PeakDensity_ReplotBoth_v1	CUED	1	315	90	0	8	94	68	95	102	138	7	77.778	555646826	913715707	825240676	1501609893	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
11	PeakDensity_ReplotBoth_v1	UNCUED	0	225	90	0	8	90	68	95	102	138	7	77.778	1110956397	86072650	1671125815	2118560690	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
12	PeakDensity_ReplotBoth_v1	UNCUED	0	135	135	7	7	97	68	95	102	138	7	77.778	2035263415	1488939445	1513847446	511419290	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
13	PeakDensity_ReplotBoth_v1	CUED	1	45	135	7	7	100	68	95	102	138	7	77.778	1631837138	1227341597	626830729	538154976	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
14	PeakDensity_ReplotBoth_v1	CUED	0	135	135	7	7	94	68	95	102	138	7	77.778	1299297262	681355652	950526080	580132849	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
15	PeakDensity_ReplotBoth_v1	UNCUED	1	180	135	7	7	90	68	95	102	138	7	77.778	1088478153	1315609291	332837648	81807626	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
16	PeakDensity_ReplotBoth_v1	CUED	1	90	45	1	9	119	68	95	102	138	7	77.778	745695093	460526677	1356034782	1300356670	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
17	PeakDensity_ReplotBoth_v1	CUED	1	180	45	1	9	140	68	95	102	138	7	77.778	2068385288	670549858	1461062869	125362003	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
18	PeakDensity_ReplotBoth_v1	CUED	1	180	90	0	8	84	68	95	102	138	7	77.778	1848935091	1399589472	1876488267	53458081	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
19	PeakDensity_ReplotBoth_v1	CUED	1	225	45	1	9	82	68	95	102	138	7	77.778	204561284	1507268343	1101811013	1244742811	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
20	PeakDensity_ReplotBoth_v1	CUED	0	315	90	0	8	87	68	95	102	138	7	77.778	1106181780	657858636	80827188	1291606875	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
21	PeakDensity_ReplotBoth_v1	CUED	0	45	45	1	9	89	68	95	102	138	7	77.778	1636071865	321907516	1487348460	633364313	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
22	PeakDensity_ReplotBoth_v1	CUED	1	135	180	6	4	104	68	95	102	138	7	77.778	1748803274	460765420	1725844581	646997413	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
23	PeakDensity_ReplotBoth_v1	UNCUED	0	270	270	4	2	81	68	95	102	138	7	77.778	1853672835	1999949166	483455412	982668825	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
24	PeakDensity_ReplotBoth_v1	CUED	1	270	270	4	2	81	68	95	102	138	7	77.778	2142681436	2103925166	2112133715	1463606999	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
