Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	StonerBlanc_Ap35_80ms_v1	CUED	1	315	315	3	3	107	68	95	102	138	7	77.778	96432252	407819717	2083568667	24952642	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
1	StonerBlanc_Ap35_80ms_v1	UNCUED	1	270	225	5	1	100	68	95	102	138	7	77.778	1142988043	948465483	268411255	948999802	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
2	StonerBlanc_Ap35_80ms_v1	UNCUED	1	45	45	1	9	93	68	95	102	138	7	77.778	288875021	547568263	2028217796	1207754864	G	N	MC			XR Controller	8C48272D	C96A68AC	C06EAC7C			
3	StonerBlanc_Ap35_80ms_v1	CUED	1	45	45	1	9	91	68	95	102	138	7	77.778	1511809427	1673630497	1227241303	9407766	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
4	StonerBlanc_Ap35_80ms_v1	UNCUED	1	315	90	0	8	395	68	95	102	138	7	77.778	1531074715	576525510	1723511022	1397226791	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
5	StonerBlanc_Ap35_80ms_v1	CUED	1	180	180	6	4	162	68	95	102	138	7	77.778	786715937	868128392	903381581	1586897500	G	N	MC			XR Controller	792A361D	C96A68AC	C06EAC7C			
6	StonerBlanc_Ap35_80ms_v1	UNCUED	0	0	135	7	7	90	68	95	102	138	7	77.778	897944051	37286067	831395006	410069270	G	N	MC			XR Controller	4478E765	C96A68AC	C06EAC7C			
7	StonerBlanc_Ap35_80ms_v1	CUED	0	180	0	2	6	139	68	95	102	138	7	77.778	1380484034	1183322157	982844213	1403149644	R	N	MC			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
8	StonerBlanc_Ap35_80ms_v1	CUED	1	45	90	0	8	110	68	95	102	138	7	77.778	908375434	1953424572	987463522	2119224494	R	N	MC			XR Controller	792A361D	EAFFC16C	C06EAC7C			
9	StonerBlanc_Ap35_80ms_v1	UNCUED	1	135	135	7	7	91	68	95	102	138	7	77.778	1644040763	1597857564	702725964	1263834278	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
10	StonerBlanc_Ap35_80ms_v1	CUED	1	135	135	7	7	136	68	95	102	138	7	77.778	355761044	396652849	1759261824	1388670929	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
11	StonerBlanc_Ap35_80ms_v1	UNCUED	0	225	225	5	1	122	68	95	102	138	7	77.778	797835588	280575671	1854606208	1451527827	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
12	StonerBlanc_Ap35_80ms_v1	CUED	0	45	45	1	9	82	68	95	102	138	7	77.778	184986473	850780820	232773146	559706025	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
13	StonerBlanc_Ap35_80ms_v1	UNCUED	0	135	45	1	9	91	68	95	102	138	7	77.778	990695490	1080695044	415959632	1241649341	G	N	MC			XR Controller	4478E765	C96A68AC	C06EAC7C			
