Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	DecoupledDots_005m_Simult_v2	CUED	0	0	0	2	6	111	0	79	85	115	1806650855	1567191871	1140175585	1760907739	G	F	C		XR Controller	F9405817	2CE3983B	4302930B			
1	DecoupledDots_005m_Simult_v2	UNCUED	0	180	225	5	1	290	0	79	85	115	1314766407	892473870	106871711	108223956	R	F	C		XR Controller	4ED511BF	42F7297B	4302930B			
2	DecoupledDots_005m_Simult_v2	CUED	1	270	270	4	2	82	0	79	85	115	152504126	163897401	1299503405	1607017917	G	F	C		XR Controller	03C5D53F	2CE3983B	4302930B			
3	DecoupledDots_005m_Simult_v2	CUED	0	225	45	1	9	79	0	79	85	115	152088154	932699035	1067628043	1255700603	G	N	C		XR Controller	F9405817	2CE3983B	E6A95B8B			
4	DecoupledDots_005m_Simult_v2	CUED	0	180	45	1	9	70	0	79	85	115	1121697091	1016791960	1472133001	116804698	G	N	N		XR Controller	F9405817	5635053B	E6A95B8B			
5	DecoupledDots_005m_Simult_v2	CUED	1	45	45	1	9	83	0	79	85	115	1476387723	1990019772	1705012491	347321990	G	N	Z		XR Controller	03C5D53F	5635053B	0C0B420B			
6	DecoupledDots_005m_Simult_v2	UNCUED	1	135	90	0	8	77	0	79	85	115	1222863128	34308950	796550961	71474079	G	N	N		XR Controller	5BD13027	5635053B	E6A95B8B			
7	DecoupledDots_005m_Simult_v2	UNCUED	1	135	135	7	7	86	0	79	85	115	1077564223	302543528	1097667346	1749012962	R	N	CZ		XR Controller	5BD13027	42F7297B	0C0B420B			
8	DecoupledDots_005m_Simult_v2	UNCUED	1	180	180	6	4	81	0	79	85	115	1295177794	1307897164	903105729	829453841	G	N	Z		XR Controller	5BD13027	5635053B	0C0B420B			
9	DecoupledDots_005m_Simult_v2	UNCUED	0	225	225	5	1	94	0	79	85	115	530904081	333029255	572614369	1243599069	G	N	CZ		XR Controller	4ED511BF	2CE3983B	0C0B420B			
10	DecoupledDots_005m_Simult_v2	CUED	1	315	315	3	3	95	0	79	85	115	1074101478	1568418597	740125349	508077028	G	F	Z		XR Controller	03C5D53F	5635053B	1DA0AC8B			
