Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	SubfieldSwap_CatekExact_NDb_v1	CUED	1	135	135	7	7	100	68	95	102	138	7	77.778	629746035	761662960	1686176147	1909242438	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
1	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	270	270	4	2	75	68	95	102	138	7	77.778	2008326791	623003658	1703617599	1221673366	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
2	SubfieldSwap_CatekExact_NDb_v1	CUED	0	270	270	4	2	74	68	95	102	138	7	77.778	103880479	1739570888	708705091	2120092721	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
3	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	315	90	0	8	93	68	95	102	138	7	77.778	1192467645	641566958	1680589386	2041413700	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
4	SubfieldSwap_CatekExact_NDb_v1	CUED	0	0	45	1	9	80	68	95	102	138	7	77.778	106279232	947440156	926404061	1026917540	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
5	SubfieldSwap_CatekExact_NDb_v1	CUED	1	225	225	5	1	89	68	95	102	138	7	77.778	925293523	2006964527	1547302656	2046338448	G	N	Db			XR Controller	8C48272D	C96A68AC	C06EAC7C			
6	SubfieldSwap_CatekExact_NDb_v1	CUED	1	315	135	7	7	88	68	95	102	138	7	77.778	127908678	2118703409	1832203924	727613904	G	N	Db			XR Controller	8C48272D	C96A68AC	C06EAC7C			
7	SubfieldSwap_CatekExact_NDb_v1	CUED	1	270	90	0	8	83	68	95	102	138	7	77.778	1267143269	240867509	532944736	1386035559	G	N	Db			XR Controller	8C48272D	C96A68AC	C06EAC7C			
8	SubfieldSwap_CatekExact_NDb_v1	CUED	1	90	90	0	8	82	68	95	102	138	7	77.778	1346402853	826229667	1927227239	1039763665	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
9	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	225	270	4	2	90	68	95	102	138	7	77.778	1324488207	1782215350	1687199456	1292391116	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
10	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	225	180	6	4	93	68	95	102	138	7	77.778	1613206056	1427079946	1384789135	245183647	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
11	SubfieldSwap_CatekExact_NDb_v1	CUED	0	225	225	5	1	84	68	95	102	138	7	77.778	1864594065	1831481424	1148823925	1872704701	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
12	SubfieldSwap_CatekExact_NDb_v1	CUED	0	0	0	2	6	88	68	95	102	138	7	77.778	800390289	573832538	716279631	510929742	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
13	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	180	180	6	4	90	68	95	102	138	7	77.778	2058631205	55301451	591746390	73225644	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
14	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	90	90	0	8	86	68	95	102	138	7	77.778	313455524	2078667220	1176734047	995143722	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
15	SubfieldSwap_CatekExact_NDb_v1	CUED	0	180	0	2	6	107	68	95	102	138	7	77.778	1626975713	479469200	331188415	1792327045	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
16	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	180	0	2	6	79	68	95	102	138	7	77.778	859043842	442582290	854350995	204120351	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
17	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	180	180	6	4	89	68	95	102	138	7	77.778	1573542737	1968804417	176635468	2092309522	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
18	SubfieldSwap_CatekExact_NDb_v1	CUED	1	225	225	5	1	82	68	95	102	138	7	77.778	954807081	298579003	1665721800	844561862	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
19	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	0	0	2	6	83	68	95	102	138	7	77.778	259225208	1473753971	576747186	529034773	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
20	SubfieldSwap_CatekExact_NDb_v1	CUED	1	180	180	6	4	80	68	95	102	138	7	77.778	1956200996	989146367	286743970	1270929462	G	N	Db			XR Controller	8C48272D	C96A68AC	C06EAC7C			
