Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	GridSweep_Ap22_D4_v1	CUED	1	315	90	0	8	65	68	95	102	167	7	77.778	206083614	2215905	877512810	393633517	R	N	MC			XR Controller	A4C0BC32	C6D3B09B	34C58FFB			
1	GridSweep_Ap22_D4_v1	CUED	1	0	0	2	6	61	68	95	108	167	13	144.445	469891622	319975395	608195240	1561851191	G	N	MC			XR Controller	4FC35556	D394CE5B	34C58FFB			
2	GridSweep_Ap22_D4_v1	UNCUED	0	180	270	4	2	69	68	95	102	167	7	77.778	113255397	1193060754	1645375650	2090474592	G	N	MC			XR Controller	5E1560DA	D394CE5B	34C58FFB			
3	GridSweep_Ap22_D4_v1	UNCUED	0	270	0	2	6	69	68	95	102	167	7	77.778	718606734	202336767	2074590817	1290300814	R	N	N			XR Controller	97359CC2	46E7A69B	34C58FFB			
4	GridSweep_Ap22_D4_v1	CUED	1	225	0	2	6	60	68	95	106	167	11	122.222	1804344425	81372330	725663629	1443429171	R	N	MC			XR Controller	B825C4EA	C6D3B09B	34C58FFB			
5	GridSweep_Ap22_D4_v1	CUED	1	270	270	4	2	62	68	95	110	167	15	166.667	438609210	1082244524	203164698	2073589235	R	N	MC			XR Controller	825FF562	C6D3B09B	34C58FFB			
6	GridSweep_Ap22_D4_v1	CUED	0	135	90	0	8	63	68	95	102	167	7	77.778	1269290039	362817916	1236436767	105861471	R	N	N			XR Controller	E32B2732	46E7A69B	34C58FFB			
7	GridSweep_Ap22_D4_v1	CUED	0	45	45	1	9	62	68	95	108	167	13	144.445	258075347	2078478984	1836335032	1734037208	R	N	MC			XR Controller	05A85E16	C6D3B09B	34C58FFB			
8	GridSweep_Ap22_D4_v1	UNCUED	1	0	0	2	6	63	68	95	108	167	13	144.445	92379370	1653055391	2046948296	1073541355	G	N	N			XR Controller	9E60228E	08EB445B	34C58FFB			
9	GridSweep_Ap22_D4_v1	CUED	0	315	270	4	2	66	68	95	106	167	11	122.222	1021832164	645163704	1308301860	148444465	R	N	MC			XR Controller	4384B212	C6D3B09B	34C58FFB			
