Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	GridSweep_Ap22_D4_v1	UNCUED	0	270	315	3	3	79	68	95	102	167	7	77.778	450872245	1925602393	453494408	1649317146	G	N	MC			XR Controller	5E1560DA	D394CE5B	34C58FFB			
1	GridSweep_Ap22_D4_v1	CUED	1	225	225	5	1	117	68	95	102	167	7	77.778	738754092	262460894	1934534950	563549204	G	N	N			XR Controller	011C534A	08EB445B	34C58FFB			
2	GridSweep_Ap22_D4_v1	CUED	0	90	90	0	8	69	68	95	102	167	7	77.778	1234300653	2122498868	171495688	1931025311	R	N	MC			XR Controller	3F86BE4A	C6D3B09B	34C58FFB			
3	GridSweep_Ap22_D4_v1	CUED	1	315	45	1	9	124	68	95	100	167	5	55.556	1184001337	1185126765	1538200434	1308715266	R	N	MC			XR Controller	4250CAA6	C6D3B09B	34C58FFB			
4	GridSweep_Ap22_D4_v1	UNCUED	1	0	180	6	4	120	68	95	102	167	7	77.778	2015003809	969473429	543171202	1210930603	R	N	N			XR Controller	1FAAF5DA	46E7A69B	34C58FFB			
5	GridSweep_Ap22_D4_v1	UNCUED	1	270	90	0	8	118	68	95	108	167	13	144.445	253901790	108995322	854877164	780155931	R	N	N			XR Controller	9E60228E	46E7A69B	34C58FFB			
6	GridSweep_Ap22_D4_v1	UNCUED	1	180	135	7	7	74	68	95	113	167	18	200	1216898607	508722304	767380186	2134340278	G	N	N			XR Controller	10DDF43F	08EB445B	34C58FFB			
7	GridSweep_Ap22_D4_v1	CUED	0	180	180	6	4	66	68	95	100	167	5	55.556	690797050	1809104037	262916890	446981661	R	N	N			XR Controller	80BB35A6	46E7A69B	34C58FFB			
8	GridSweep_Ap22_D4_v1	CUED	1	180	180	6	4	69	68	95	99	167	4	44.444	1475484976	522664723	456792443	778487692	R	N	N			XR Controller	B8F157A3	46E7A69B	34C58FFB			
9	GridSweep_Ap22_D4_v1	CUED	0	225	180	6	4	78	68	95	98	167	3	33.333	1391752866	694349930	913809968	968295443	G	N	N			XR Controller	B872113A	08EB445B	34C58FFB			
