Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
93	SubfieldSwap_HighDens_v1	CUED	0	135	45	1	9	71	68	95	102	138	753043247	673561137	1583894110	2128003120	G	N	D			XR Controller	8BF1C825	54CC5C84	C06EAC7C			
94	SubfieldSwap_HighDens_v1	CUED	1	315	315	3	3	82	68	95	102	138	1177188110	1570508912	1010194276	1208665326	R	N	D			XR Controller	8746324D	0CCFD9A4	C06EAC7C			
95	SubfieldSwap_HighDens_v1	CUED	1	90	90	0	8	81	68	95	102	138	967543772	250505136	1634524655	1478959345	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
96	SubfieldSwap_HighDens_v1	UNCUED	1	315	315	3	3	78	68	95	102	138	181457616	1968985998	1840598503	1073372367	R	N	Da			XR Controller	4E483D25	12A26044	C06EAC7C			
97	SubfieldSwap_HighDens_v1	UNCUED	0	45	45	1	9	66	68	95	102	138	1104852736	1860638602	24793438	1165267298	R	N	D			XR Controller	DF27312D	0CCFD9A4	C06EAC7C			
98	SubfieldSwap_HighDens_v1	UNCUED	1	90	90	0	8	70	68	95	102	138	745082615	2080266662	970313344	1040363854	G	N	D			XR Controller	BE1933F5	54CC5C84	C06EAC7C			
99	SubfieldSwap_HighDens_v1	UNCUED	1	135	315	3	3	70	68	95	102	138	1601840324	1466141620	666051458	473564136	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
100	SubfieldSwap_HighDens_v1	CUED	1	0	0	2	6	61	68	95	102	138	826184793	2026307262	1688266994	1626734510	G	N	D			XR Controller	8746324D	54CC5C84	C06EAC7C			
101	SubfieldSwap_HighDens_v1	CUED	0	0	0	2	6	67	68	95	102	138	564540773	1236610050	2035457257	1390442370	R	N	D			XR Controller	8BF1C825	0CCFD9A4	C06EAC7C			
102	SubfieldSwap_HighDens_v1	CUED	1	135	315	3	3	81	68	95	102	138	1864440796	253538377	187956192	307954117	G	N	Da			XR Controller	A17DA62D	52D3C1E4	C06EAC7C			
103	SubfieldSwap_HighDens_v1	UNCUED	0	45	45	1	9	66	68	95	102	138	1668680511	1873189621	1528483875	2006879833	R	N	Da			XR Controller	C4EFBD4D	12A26044	C06EAC7C			
104	SubfieldSwap_HighDens_v1	CUED	0	90	225	5	1	81	68	95	102	138	1180721445	1248702259	1354764792	1507661793	R	N	Da			XR Controller	FBC2BEF5	12A26044	C06EAC7C			
105	SubfieldSwap_HighDens_v1	CUED	0	180	180	6	4	80	68	95	102	138	593089847	2007884722	708890636	1616645167	R	N	Da			XR Controller	FBC2BEF5	12A26044	C06EAC7C			
106	SubfieldSwap_HighDens_v1	UNCUED	0	315	225	5	1	71	68	95	102	138	1192459102	1023741663	1118890539	580798312	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
107	SubfieldSwap_HighDens_v1	UNCUED	0	225	180	6	4	66	68	95	102	138	935260122	640845617	1984577830	1783122718	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
108	SubfieldSwap_HighDens_v1	CUED	0	135	135	7	7	75	68	95	102	138	2135303722	648121732	1407335251	1270602814	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
109	SubfieldSwap_HighDens_v1	CUED	1	90	90	0	8	68	68	95	102	138	1270971756	933259577	1294096650	285096088	R	N	D			XR Controller	8746324D	0CCFD9A4	C06EAC7C			
110	SubfieldSwap_HighDens_v1	UNCUED	0	135	90	0	8	77	68	95	102	138	1159210040	869941441	473094671	1809499421	G	N	Da			XR Controller	C4EFBD4D	52D3C1E4	C06EAC7C			
111	SubfieldSwap_HighDens_v1	UNCUED	0	315	315	3	3	113	68	95	102	138	861996439	1590324292	1933067253	1609804532	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
112	SubfieldSwap_HighDens_v1	CUED	1	135	135	7	7	66	68	95	102	138	966952006	1729800130	319770815	1094104561	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
113	SubfieldSwap_HighDens_v1	UNCUED	0	225	90	0	8	67	68	95	102	138	1075367260	1968911216	495296739	1216629333	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
114	SubfieldSwap_HighDens_v1	CUED	1	0	0	2	6	70	68	95	102	138	1708393951	1204401786	1964617043	322004772	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
115	SubfieldSwap_HighDens_v1	UNCUED	1	0	0	2	6	82	68	95	102	138	951889377	1308005758	1474125447	724579006	G	N	Da			XR Controller	4E483D25	52D3C1E4	C06EAC7C			
116	SubfieldSwap_HighDens_v1	CUED	1	0	315	3	3	72	68	95	102	138	568035237	1027027471	1303516579	879795441	G	N	D			XR Controller	8746324D	54CC5C84	C06EAC7C			
117	SubfieldSwap_HighDens_v1	UNCUED	1	0	135	7	7	131	68	95	102	138	1518066146	431494536	437733961	1448906604	R	N	D			XR Controller	BE1933F5	0CCFD9A4	C06EAC7C			
118	SubfieldSwap_HighDens_v1	UNCUED	0	90	90	0	8	63	68	95	102	138	1334782325	1902530817	1714947043	618038438	G	N	D			XR Controller	DF27312D	54CC5C84	C06EAC7C			
119	SubfieldSwap_HighDens_v1	CUED	0	0	0	2	6	86	68	95	102	138	2110229739	791116895	2002444260	2126662672	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
120	SubfieldSwap_HighDens_v1	UNCUED	1	315	180	6	4	72	68	95	102	138	943796532	72365655	1696718349	1667771397	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
121	SubfieldSwap_HighDens_v1	UNCUED	1	270	135	7	7	72	68	95	102	138	1581628026	882036720	26869712	77134421	G	N	D			XR Controller	BE1933F5	54CC5C84	C06EAC7C			
122	SubfieldSwap_HighDens_v1	UNCUED	1	90	270	4	2	178	68	95	102	138	2034392386	1787860188	188599524	688954891	G	N	Da			XR Controller	4E483D25	52D3C1E4	C06EAC7C			
123	SubfieldSwap_HighDens_v1	UNCUED	1	135	270	4	2	71	68	95	102	138	559795884	1631306615	522888384	1334937676	G	N	D			XR Controller	BE1933F5	54CC5C84	C06EAC7C			
124	SubfieldSwap_HighDens_v1	UNCUED	1	135	0	2	6	63	68	95	102	138	203889983	2147014182	1991866205	1400164557	G	N	Da			XR Controller	4E483D25	52D3C1E4	C06EAC7C			
125	SubfieldSwap_HighDens_v1	UNCUED	1	270	0	2	6	72	68	95	102	138	1986293448	404005619	1931247087	1204092037	G	N	Da			XR Controller	4E483D25	52D3C1E4	C06EAC7C			
126	SubfieldSwap_HighDens_v1	CUED	1	135	135	7	7	84	68	95	102	138	100518204	42606769	978990618	6707125	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
127	SubfieldSwap_HighDens_v1	CUED	0	180	180	6	4	73	68	95	102	138	175174922	1626527421	721171601	1483765137	R	N	D			XR Controller	8BF1C825	0CCFD9A4	C06EAC7C			
128	SubfieldSwap_HighDens_v1	CUED	1	45	45	1	9	100	68	95	102	138	1785671929	25747696	1542510132	1773525828	G	N	Da			XR Controller	A17DA62D	52D3C1E4	C06EAC7C			
129	SubfieldSwap_HighDens_v1	CUED	1	180	90	0	8	66	68	95	102	138	448985444	1875276238	87918006	438632254	R	N	Da			XR Controller	A17DA62D	12A26044	C06EAC7C			
130	SubfieldSwap_HighDens_v1	CUED	0	225	225	5	1	72	68	95	102	138	1841366401	1547457142	203825874	289842160	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
131	SubfieldSwap_HighDens_v1	UNCUED	1	180	135	7	7	126	68	95	102	138	1344466024	1374775313	1572000316	2046021327	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
132	SubfieldSwap_HighDens_v1	CUED	0	45	45	1	9	77	68	95	102	138	1253608096	643875681	61718460	1796101689	R	N	Da			XR Controller	FBC2BEF5	12A26044	C06EAC7C			
133	SubfieldSwap_HighDens_v1	CUED	1	45	90	0	8	80	68	95	102	138	229653441	1047097635	626955030	2088538114	G	N	D			XR Controller	8746324D	54CC5C84	C06EAC7C			
134	SubfieldSwap_HighDens_v1	CUED	0	135	270	4	2	68	68	95	102	138	246414598	1332122140	232806809	1821380628	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
135	SubfieldSwap_HighDens_v1	CUED	1	90	90	0	8	213	68	95	102	138	618559114	468627091	954580386	276785489	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
136	SubfieldSwap_HighDens_v1	UNCUED	0	315	90	0	8	67	68	95	102	138	606498858	71962675	639871835	1637588354	R	N	D			XR Controller	DF27312D	0CCFD9A4	C06EAC7C			
137	SubfieldSwap_HighDens_v1	UNCUED	1	90	270	4	2	71	68	95	102	138	2024552348	2009730883	1696474975	565451310	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
