Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	DecoupledDots_005m_v2	CUED	0	0	0	2	6	121	56	78	84	114	922215293	1365893087	324843835	74833320	G	F	C		XR Controller	6CBED730	E283626C	B7EB8364			
1	DecoupledDots_005m_v2	UNCUED	0	270	180	6	4	110	56	78	84	114	1619568063	1824896211	87446795	1870649700	G	N	Z		XR Controller	F088AE08	083E616C	81535EE4			
2	DecoupledDots_005m_v2	UNCUED	1	315	315	3	3	102	56	78	84	114	636327864	1157180723	382973224	1885620550	R	N	N		XR Controller	67DD8480	BC9E36AC	E4FFF864			
3	DecoupledDots_005m_v2	CUED	1	315	315	3	3	91	56	78	84	114	753988347	341243218	266440632	2072480190	G	F	N		XR Controller	CB090948	083E616C	B7EB8364			
4	DecoupledDots_005m_v2	CUED	0	270	90	0	8	86	56	78	84	114	1063857229	1696943479	909311060	1145212250	R	F	CZ		XR Controller	6CBED730	95473DAC	1B981CE4			
5	DecoupledDots_005m_v2	UNCUED	0	180	225	5	1	127	56	78	84	114	1086141106	366063990	935316481	1915603122	R	N	C		XR Controller	F088AE08	95473DAC	E4FFF864			
6	DecoupledDots_005m_v2	CUED	0	45	315	3	3	79	56	78	84	114	740740473	1390028245	1954604843	844356028	R	N	C		XR Controller	6CBED730	95473DAC	E4FFF864			
7	DecoupledDots_005m_v2	CUED	0	315	135	7	7	144	56	78	84	114	2012470213	1680242113	521397974	1303982744	G	N	Z		XR Controller	6CBED730	083E616C	81535EE4			
8	DecoupledDots_005m_v2	UNCUED	0	0	45	1	9	85	56	78	84	114	1141813790	1977508331	581098976	111988193	R	F	N		XR Controller	F088AE08	BC9E36AC	B7EB8364			
9	DecoupledDots_005m_v2	CUED	1	225	90	0	8	87	56	78	84	114	597886955	655106605	1580944742	1131814950	G	N	C		XR Controller	CB090948	E283626C	E4FFF864			
10	DecoupledDots_005m_v2	CUED	1	270	270	4	2	102	56	78	84	114	880938108	1875805892	977140400	1572228378	R	N	C		XR Controller	CB090948	95473DAC	E4FFF864			
11	DecoupledDots_005m_v2	CUED	1	0	135	7	7	91	56	78	84	114	646233624	1106051071	223763298	700542392	G	F	CZ		XR Controller	CB090948	E283626C	1B981CE4			
12	DecoupledDots_005m_v2	CUED	1	90	90	0	8	79	56	78	84	114	149490093	1291135333	771743092	1641124072	R	F	CZ		XR Controller	CB090948	95473DAC	1B981CE4			
13	DecoupledDots_005m_v2	CUED	1	180	180	6	4	224	56	78	84	114	319109373	1415360974	1640895313	1125730949	G	F	C		XR Controller	CB090948	E283626C	B7EB8364			
14	DecoupledDots_005m_v2	CUED	1	45	45	1	9	91	56	78	84	114	286582890	324949984	108199089	704604552	R	N	C		XR Controller	CB090948	95473DAC	E4FFF864			
15	DecoupledDots_005m_v2	UNCUED	1	180	-1	-1	-1	228	56	78	84	114	1998092606	343894078	2058293330	1745157630	R	F	CZ		XR Controller	67DD8480	95473DAC	1B981CE4			
16	DecoupledDots_005m_v2	CUED	0	45	90	0	8	98	56	78	84	114	12180314	2046956582	1322360348	220138010	R	F	C		XR Controller	6CBED730	95473DAC	B7EB8364			
17	DecoupledDots_005m_v2	CUED	1	225	225	5	1	207	56	78	84	114	1900035218	1317786718	493531079	700166908	R	F	C		XR Controller	CB090948	95473DAC	B7EB8364			
18	DecoupledDots_005m_v2	UNCUED	1	0	225	5	1	96	56	78	84	114	2120838847	1727371155	764169337	134142878	R	F	N		XR Controller	67DD8480	BC9E36AC	B7EB8364			
19	DecoupledDots_005m_v2	UNCUED	1	45	225	5	1	106	56	78	84	114	2010186264	148146552	2114529606	208014775	R	N	C		XR Controller	67DD8480	95473DAC	E4FFF864			
20	DecoupledDots_005m_v2	UNCUED	1	45	90	0	8	85	56	78	84	114	2076425881	990596652	387687222	128721996	R	F	CZ		XR Controller	67DD8480	95473DAC	1B981CE4			
21	DecoupledDots_005m_v2	CUED	1	135	135	7	7	159	56	78	84	114	2092014716	124084375	595487156	428221387	R	N	N		XR Controller	CB090948	BC9E36AC	E4FFF864			
22	DecoupledDots_005m_v2	CUED	0	180	180	6	4	93	56	78	84	114	901035068	1178078791	1092681457	1832806805	R	N	Z		XR Controller	6CBED730	BC9E36AC	81535EE4			
23	DecoupledDots_005m_v2	UNCUED	1	135	180	6	4	95	56	78	84	114	1046507119	387958028	1065186854	1201661639	R	N	CZ		XR Controller	67DD8480	95473DAC	81535EE4			
24	DecoupledDots_005m_v2	UNCUED	0	315	270	4	2	120	56	78	84	114	1868640298	1560668940	705301225	2017161795	G	N	Z		XR Controller	F088AE08	083E616C	81535EE4			
25	DecoupledDots_005m_v2	CUED	0	225	225	5	1	94	56	78	84	114	1030842924	1118900125	938114672	456651001	R	N	Z		XR Controller	6CBED730	BC9E36AC	81535EE4			
26	DecoupledDots_005m_v2	CUED	0	0	90	0	8	90	56	78	84	114	1013049066	1821582079	77360711	282462776	R	F	CZ		XR Controller	6CBED730	95473DAC	1B981CE4			
