Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
10	SubfieldSwap_CatekExact_v1	CUED	1	45	180	6	4	87	68	95	102	138	179969553	948231378	408132815	1351940372	G	N	Db			XR Controller	8C48272D	C96A68AC	C06EAC7C			
11	SubfieldSwap_CatekExact_v1	CUED	1	45	90	0	8	80	68	95	102	138	1202338455	620885010	1932057275	1181112200	G	N	D			XR Controller	8746324D	54CC5C84	C06EAC7C			
12	SubfieldSwap_CatekExact_v1	UNCUED	0	135	135	7	7	79	68	95	102	138	1966323243	105765560	754142328	1005111394	G	N	D			XR Controller	DF27312D	54CC5C84	C06EAC7C			
13	SubfieldSwap_CatekExact_v1	UNCUED	0	45	45	1	9	74	68	95	102	138	406341450	1423489500	1309830986	1480627265	G	N	D			XR Controller	DF27312D	54CC5C84	C06EAC7C			
14	SubfieldSwap_CatekExact_v1	UNCUED	0	225	135	7	7	75	68	95	102	138	643910015	1929789499	1188185570	1763841253	R	N	D			XR Controller	DF27312D	0CCFD9A4	C06EAC7C			
15	SubfieldSwap_CatekExact_v1	CUED	1	225	225	5	1	78	68	95	102	138	1059715946	1909387274	1821658849	630464136	R	N	D			XR Controller	8746324D	0CCFD9A4	C06EAC7C			
16	SubfieldSwap_CatekExact_v1	CUED	0	180	225	5	1	84	68	95	102	138	82509914	2043087258	176067548	1215620456	R	N	D			XR Controller	8BF1C825	0CCFD9A4	C06EAC7C			
17	SubfieldSwap_CatekExact_v1	UNCUED	0	90	90	0	8	132	68	95	102	138	250069956	274293224	1482486426	641450765	G	N	D			XR Controller	DF27312D	54CC5C84	C06EAC7C			
18	SubfieldSwap_CatekExact_v1	CUED	0	315	270	4	2	74	68	95	102	138	1989199553	2109909596	1947062543	1790722557	R	N	D			XR Controller	8BF1C825	0CCFD9A4	C06EAC7C			
19	SubfieldSwap_CatekExact_v1	CUED	1	0	0	2	6	127	68	95	102	138	1876266183	1611136543	1148711340	164129269	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
20	SubfieldSwap_CatekExact_v1	CUED	1	90	270	4	2	68	68	95	102	138	1059618019	132402979	849870588	1481335751	G	N	Db			XR Controller	8C48272D	C96A68AC	C06EAC7C			
21	SubfieldSwap_CatekExact_v1	UNCUED	1	180	0	2	6	73	68	95	102	138	1462279255	1095224086	2039851330	1935410759	R	N	Db			XR Controller	792A361D	EAFFC16C	C06EAC7C			
22	SubfieldSwap_CatekExact_v1	UNCUED	0	90	225	5	1	79	68	95	102	138	824461504	121543027	1545238263	476859748	R	N	D			XR Controller	DF27312D	0CCFD9A4	C06EAC7C			
23	SubfieldSwap_CatekExact_v1	CUED	0	315	315	3	3	90	68	95	102	138	1670455085	1641395330	421783788	211591329	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
24	SubfieldSwap_CatekExact_v1	CUED	1	225	180	6	4	81	68	95	102	138	1246294220	1288866959	443910391	835998471	G	N	D			XR Controller	8746324D	54CC5C84	C06EAC7C			
25	SubfieldSwap_CatekExact_v1	CUED	0	180	0	2	6	75	68	95	102	138	1441731750	1730826068	1444268332	897056823	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
26	SubfieldSwap_CatekExact_v1	CUED	1	180	180	6	4	85	68	95	102	138	800028610	2045414300	5223934	1382626146	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
27	SubfieldSwap_CatekExact_v1	CUED	0	225	0	2	6	75	68	95	102	138	1207452489	2112681881	592170168	898024863	G	N	D			XR Controller	8BF1C825	54CC5C84	C06EAC7C			
28	SubfieldSwap_CatekExact_v1	CUED	0	0	0	2	6	97	68	95	102	138	374753657	116492035	561250315	1424489394	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
29	SubfieldSwap_CatekExact_v1	CUED	1	315	315	3	3	75	68	95	102	138	1534444759	1090453607	841856020	1981079742	R	N	Da			XR Controller	A17DA62D	12A26044	C06EAC7C			
30	SubfieldSwap_CatekExact_v1	UNCUED	0	90	135	7	7	119	68	95	102	138	1053638595	407420550	965775962	1911193956	R	N	Da			XR Controller	C4EFBD4D	12A26044	C06EAC7C			
31	SubfieldSwap_CatekExact_v1	CUED	0	135	180	6	4	88	68	95	102	138	1796774173	126576655	453685336	814616207	R	N	Da			XR Controller	FBC2BEF5	12A26044	C06EAC7C			
32	SubfieldSwap_CatekExact_v1	CUED	1	135	180	6	4	96	68	95	102	138	1412594941	1997830914	1617016037	766100291	G	N	Da			XR Controller	A17DA62D	52D3C1E4	C06EAC7C			
33	SubfieldSwap_CatekExact_v1	CUED	0	45	225	5	1	78	68	95	102	138	848308484	356159438	167778187	925656174	G	N	D			XR Controller	8BF1C825	54CC5C84	C06EAC7C			
34	SubfieldSwap_CatekExact_v1	CUED	0	270	270	4	2	83	68	95	102	138	2078710749	339898788	1522559541	38269888	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
35	SubfieldSwap_CatekExact_v1	UNCUED	1	315	270	4	2	84	68	95	102	138	1481810926	25680958	51618397	1564830280	G	N	Da			XR Controller	4E483D25	52D3C1E4	C06EAC7C			
36	SubfieldSwap_CatekExact_v1	UNCUED	1	180	225	5	1	88	68	95	102	138	1790208298	1892121787	1596446172	954513457	G	N	D			XR Controller	BE1933F5	54CC5C84	C06EAC7C			
37	SubfieldSwap_CatekExact_v1	CUED	1	0	0	2	6	73	68	95	102	138	1002199353	1767614110	303900837	1281206958	R	N	D			XR Controller	8746324D	0CCFD9A4	C06EAC7C			
38	SubfieldSwap_CatekExact_v1	CUED	0	270	270	4	2	71	68	95	102	138	1065844401	1151576070	1760416348	794082873	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
39	SubfieldSwap_CatekExact_v1	UNCUED	0	270	90	0	8	70	68	95	102	138	1320338309	2001381209	1172906734	1714606505	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
40	SubfieldSwap_CatekExact_v1	UNCUED	0	270	270	4	2	78	68	95	102	138	1380598235	902944700	1049184412	1406618125	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
41	SubfieldSwap_CatekExact_v1	UNCUED	0	225	225	5	1	70	68	95	102	138	1678364368	820232057	1720836675	193426680	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
42	SubfieldSwap_CatekExact_v1	CUED	0	135	135	7	7	65	68	95	102	138	1994040738	245001812	2105745899	585231454	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
43	SubfieldSwap_CatekExact_v1	CUED	1	180	90	0	8	211	68	95	102	138	2082414166	1242703769	1367358279	1147839636	G	N	Da			XR Controller	A17DA62D	52D3C1E4	C06EAC7C			
44	SubfieldSwap_CatekExact_v1	CUED	1	270	270	4	2	72	68	95	102	138	169155972	574449650	808749058	774598349	G	N	D			XR Controller	8746324D	54CC5C84	C06EAC7C			
45	SubfieldSwap_CatekExact_v1	CUED	0	135	315	3	3	78	68	95	102	138	174140727	264639134	1811570916	1324017510	G	N	Da			XR Controller	FBC2BEF5	52D3C1E4	C06EAC7C			
46	SubfieldSwap_CatekExact_v1	CUED	1	135	315	3	3	109	68	95	102	138	1118167151	1670915877	442539607	578158059	R	N	Da			XR Controller	A17DA62D	12A26044	C06EAC7C			
47	SubfieldSwap_CatekExact_v1	UNCUED	0	225	225	5	1	75	68	95	102	138	247587285	321658910	650780360	753923681	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
48	SubfieldSwap_CatekExact_v1	UNCUED	0	180	45	1	9	99	68	95	102	138	464958700	1338152911	1157060232	845542725	G	N	D			XR Controller	DF27312D	54CC5C84	C06EAC7C			
49	SubfieldSwap_CatekExact_v1	CUED	1	135	135	7	7	100	68	95	102	138	1307225406	336639069	1167504596	1256414493	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
50	SubfieldSwap_CatekExact_v1	CUED	1	225	225	5	1	182	68	95	102	138	45325411	2120206012	631720434	709807533	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
51	SubfieldSwap_CatekExact_v1	CUED	1	270	270	4	2	74	68	95	102	138	1659702031	1140514018	961697643	1302878381	R	N	D			XR Controller	8746324D	0CCFD9A4	C06EAC7C			
52	SubfieldSwap_CatekExact_v1	UNCUED	1	135	270	4	2	144	68	95	102	138	1024363271	718554905	1816427000	200022225	R	N	Da			XR Controller	4E483D25	12A26044	C06EAC7C			
53	SubfieldSwap_CatekExact_v1	CUED	0	45	45	1	9	81	68	95	102	138	1856920914	2143492349	1475329444	1510827923	G	N	Da			XR Controller	FBC2BEF5	52D3C1E4	C06EAC7C			
54	SubfieldSwap_CatekExact_v1	CUED	0	45	0	2	6	87	68	95	102	138	1522659954	927656852	331685862	1173162671	R	N	Da			XR Controller	FBC2BEF5	12A26044	C06EAC7C			
55	SubfieldSwap_CatekExact_v1	CUED	1	270	270	4	2	69	68	95	102	138	2129832852	1658915604	526051504	863280037	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
56	SubfieldSwap_CatekExact_v1	UNCUED	0	315	315	3	3	80	68	95	102	138	14135218	1359191255	1730550868	1702675687	G	N	D			XR Controller	DF27312D	54CC5C84	C06EAC7C			
57	SubfieldSwap_CatekExact_v1	CUED	0	270	0	2	6	78	68	95	102	138	255567385	1346228902	915240328	681541625	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
58	SubfieldSwap_CatekExact_v1	CUED	0	315	315	3	3	86	68	95	102	138	39719739	1029960895	1058067890	1012041235	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
59	SubfieldSwap_CatekExact_v1	UNCUED	0	135	180	6	4	85	68	95	102	138	562494792	321887854	153879086	343330353	R	N	D			XR Controller	DF27312D	0CCFD9A4	C06EAC7C			
60	SubfieldSwap_CatekExact_v1	CUED	1	90	225	5	1	74	68	95	102	138	355017416	1178583893	1238671277	343147210	R	N	Da			XR Controller	A17DA62D	12A26044	C06EAC7C			
61	SubfieldSwap_CatekExact_v1	CUED	0	315	315	3	3	80	68	95	102	138	1318180810	2038727129	1704921501	66351991	G	N	D			XR Controller	8BF1C825	54CC5C84	C06EAC7C			
62	SubfieldSwap_CatekExact_v1	UNCUED	0	270	270	4	2	66	68	95	102	138	1497199961	1435943101	669281343	1568498285	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
63	SubfieldSwap_CatekExact_v1	CUED	1	180	180	6	4	94	68	95	102	138	847113026	447755967	1372586488	411615086	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
64	SubfieldSwap_CatekExact_v1	UNCUED	0	90	225	5	1	79	68	95	102	138	1909174561	1249054873	245459487	1347219126	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
65	SubfieldSwap_CatekExact_v1	UNCUED	1	135	135	7	7	84	68	95	102	138	1812414901	1153079702	449894043	2018588370	G	N	Da			XR Controller	4E483D25	52D3C1E4	C06EAC7C			
66	SubfieldSwap_CatekExact_v1	UNCUED	1	45	180	6	4	75	68	95	102	138	2143187268	414290485	205015700	1828305435	R	N	D			XR Controller	BE1933F5	0CCFD9A4	C06EAC7C			
67	SubfieldSwap_CatekExact_v1	CUED	0	270	315	3	3	92	68	95	102	138	306970804	1929572320	1368532523	1264418587	G	N	D			XR Controller	8BF1C825	54CC5C84	C06EAC7C			
68	SubfieldSwap_CatekExact_v1	UNCUED	0	180	180	6	4	78	68	95	102	138	1396580200	1820885364	1725591551	1232343312	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
69	SubfieldSwap_CatekExact_v1	CUED	1	315	315	3	3	78	68	95	102	138	677929277	1498804665	120267472	1987282259	R	N	D			XR Controller	8746324D	0CCFD9A4	C06EAC7C			
70	SubfieldSwap_CatekExact_v1	UNCUED	1	270	270	4	2	67	68	95	102	138	1512509730	1227496689	1182452187	270932333	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
71	SubfieldSwap_CatekExact_v1	UNCUED	1	270	270	4	2	88	68	95	102	138	1710323297	2057071747	1724407048	914277926	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
72	SubfieldSwap_CatekExact_v1	UNCUED	0	270	270	4	2	65	68	95	102	138	2038995434	148158578	1258294380	1293530718	G	N	D			XR Controller	DF27312D	54CC5C84	C06EAC7C			
73	SubfieldSwap_CatekExact_v1	CUED	0	0	0	2	6	85	68	95	102	138	995616564	983448801	65016243	3631893	G	N	D			XR Controller	8BF1C825	54CC5C84	C06EAC7C			
74	SubfieldSwap_CatekExact_v1	UNCUED	1	135	270	4	2	67	68	95	102	138	1877228018	687592938	688121002	1259224779	R	N	Db			XR Controller	792A361D	EAFFC16C	C06EAC7C			
75	SubfieldSwap_CatekExact_v1	UNCUED	0	90	90	0	8	80	68	95	102	138	1817676822	753648937	954636817	2046505096	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
76	SubfieldSwap_CatekExact_v1	UNCUED	0	180	0	2	6	100	68	95	102	138	1290133913	620928874	1576860194	2059401706	R	N	Da			XR Controller	C4EFBD4D	12A26044	C06EAC7C			
77	SubfieldSwap_CatekExact_v1	UNCUED	1	90	90	0	8	79	68	95	102	138	253215023	2023796130	1106074484	751473992	R	N	D			XR Controller	BE1933F5	0CCFD9A4	C06EAC7C			
78	SubfieldSwap_CatekExact_v1	UNCUED	1	0	135	7	7	71	68	95	102	138	928684730	1060904302	1123613702	2061431038	R	N	D			XR Controller	BE1933F5	0CCFD9A4	C06EAC7C			
79	SubfieldSwap_CatekExact_v1	UNCUED	1	225	135	7	7	93	68	95	102	138	287957363	2098679519	413603550	1351828078	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
80	SubfieldSwap_CatekExact_v1	CUED	0	225	90	0	8	59	68	95	102	138	1125585201	1091452640	1936814491	831298724	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
81	SubfieldSwap_CatekExact_v1	CUED	1	270	270	4	2	174	68	95	102	138	1259287912	378060292	505337665	582830486	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
82	SubfieldSwap_CatekExact_v1	CUED	1	0	315	3	3	74	68	95	102	138	134293683	919996338	2018605012	1261394922	R	N	Da			XR Controller	A17DA62D	12A26044	C06EAC7C			
83	SubfieldSwap_CatekExact_v1	CUED	0	45	270	4	2	103	68	95	102	138	1580500638	1996588140	124543623	1864761283	G	N	D			XR Controller	8BF1C825	54CC5C84	C06EAC7C			
84	SubfieldSwap_CatekExact_v1	UNCUED	1	135	180	6	4	75	68	95	102	138	1621792099	751453587	682441992	1579735730	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
85	SubfieldSwap_CatekExact_v1	CUED	0	315	135	7	7	65	68	95	102	138	1106208130	335658665	1769190179	466621338	R	N	Da			XR Controller	FBC2BEF5	12A26044	C06EAC7C			
86	SubfieldSwap_CatekExact_v1	CUED	0	270	270	4	2	65	68	95	102	138	961180610	11690236	1521264663	441073601	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
87	SubfieldSwap_CatekExact_v1	CUED	0	225	135	7	7	91	68	95	102	138	36944178	380235207	1247257178	582209600	R	N	Da			XR Controller	FBC2BEF5	12A26044	C06EAC7C			
88	SubfieldSwap_CatekExact_v1	CUED	0	270	270	4	2	69	68	95	102	138	1652005637	167296014	1649805206	1912695892	G	N	Da			XR Controller	FBC2BEF5	52D3C1E4	C06EAC7C			
89	SubfieldSwap_CatekExact_v1	CUED	0	180	180	6	4	79	68	95	102	138	1305034087	2127274163	451714429	1516408654	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
90	SubfieldSwap_CatekExact_v1	UNCUED	0	180	225	5	1	68	68	95	102	138	627915174	31708584	636314248	1202791433	R	N	Da			XR Controller	C4EFBD4D	12A26044	C06EAC7C			
91	SubfieldSwap_CatekExact_v1	UNCUED	1	225	225	5	1	62	68	95	102	138	694782123	1623790835	1884018244	149841882	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
92	SubfieldSwap_CatekExact_v1	CUED	0	45	90	0	8	68	68	95	102	138	1834407187	324068763	1096295526	1004898214	R	N	Da			XR Controller	FBC2BEF5	12A26044	C06EAC7C			
93	SubfieldSwap_CatekExact_v1	UNCUED	0	135	225	5	1	59	68	95	102	138	1507138070	228450780	1756564981	1052839087	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
94	SubfieldSwap_CatekExact_v1	UNCUED	1	0	180	6	4	67	68	95	102	138	851817854	166214340	1618622270	1891432901	R	N	Da			XR Controller	4E483D25	12A26044	C06EAC7C			
95	SubfieldSwap_CatekExact_v1	UNCUED	0	0	0	2	6	99	68	95	102	138	1066694514	372315628	1530294360	99736632	R	N	Da			XR Controller	C4EFBD4D	12A26044	C06EAC7C			
96	SubfieldSwap_CatekExact_v1	UNCUED	0	45	45	1	9	69	68	95	102	138	1450315958	2051256528	2037403440	396009334	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
97	SubfieldSwap_CatekExact_v1	CUED	0	225	225	5	1	97	68	95	102	138	487571521	1632685685	217847123	2113912280	G	N	Da			XR Controller	FBC2BEF5	52D3C1E4	C06EAC7C			
98	SubfieldSwap_CatekExact_v1	CUED	0	225	225	5	1	65	68	95	102	138	1670001889	1894118056	1377249323	1428046904	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
99	SubfieldSwap_CatekExact_v1	UNCUED	0	90	225	5	1	58	68	95	102	138	866864883	1433817220	507953270	688321933	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
100	SubfieldSwap_CatekExact_v1	CUED	0	0	0	2	6	70	68	95	102	138	1443122139	1898029315	585155377	1944977141	G	N	Da			XR Controller	FBC2BEF5	52D3C1E4	C06EAC7C			
101	SubfieldSwap_CatekExact_v1	UNCUED	1	180	180	6	4	67	68	95	102	138	1537653739	1381465054	1336880499	1387088885	G	N	Da			XR Controller	4E483D25	52D3C1E4	C06EAC7C			
102	SubfieldSwap_CatekExact_v1	UNCUED	1	0	180	6	4	73	68	95	102	138	1931219542	1483105649	1261254785	2052177616	R	N	D			XR Controller	BE1933F5	0CCFD9A4	C06EAC7C			
103	SubfieldSwap_CatekExact_v1	UNCUED	1	135	0	2	6	67	68	95	102	138	1374205310	937388905	1329048103	455825199	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
104	SubfieldSwap_CatekExact_v1	UNCUED	1	180	180	6	4	64	68	95	102	138	283949395	1909255123	133262958	1553730480	R	N	Da			XR Controller	4E483D25	12A26044	C06EAC7C			
105	SubfieldSwap_CatekExact_v1	UNCUED	1	225	180	6	4	73	68	95	102	138	472943152	279311653	1569953614	1953076503	G	N	D			XR Controller	BE1933F5	54CC5C84	C06EAC7C			
106	SubfieldSwap_CatekExact_v1	UNCUED	0	315	315	3	3	96	68	95	102	138	1125900358	1391452149	2511697	1618454353	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
107	SubfieldSwap_CatekExact_v1	CUED	1	90	90	0	8	63	68	95	102	138	158827463	679714742	209246020	513994818	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
108	SubfieldSwap_CatekExact_v1	UNCUED	1	225	225	5	1	74	68	95	102	138	323302054	1467498603	896552416	2027234073	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
109	SubfieldSwap_CatekExact_v1	UNCUED	0	45	45	1	9	67	68	95	102	138	398186767	1799087820	806303696	1085097079	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
110	SubfieldSwap_CatekExact_v1	UNCUED	1	90	90	0	8	60	68	95	102	138	590259666	1208259298	516658060	877623704	G	N	Da			XR Controller	4E483D25	52D3C1E4	C06EAC7C			
111	SubfieldSwap_CatekExact_v1	UNCUED	0	0	0	2	6	99	68	95	102	138	1302201324	590375428	132797117	1989468978	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
112	SubfieldSwap_CatekExact_v1	CUED	0	180	180	6	4	65	68	95	102	138	1995752288	672752091	2140537137	1319433660	R	N	Da			XR Controller	FBC2BEF5	12A26044	C06EAC7C			
113	SubfieldSwap_CatekExact_v1	CUED	1	135	135	7	7	73	68	95	102	138	402090511	196974485	1051714609	15960323	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
114	SubfieldSwap_CatekExact_v1	UNCUED	0	0	0	2	6	118	68	95	102	138	260571057	770671195	709263721	308598465	R	N	Da			XR Controller	C4EFBD4D	12A26044	C06EAC7C			
115	SubfieldSwap_CatekExact_v1	UNCUED	1	315	315	3	3	81	68	95	102	138	481734702	830203379	155405120	844168686	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
116	SubfieldSwap_CatekExact_v1	CUED	1	45	180	6	4	74	68	95	102	138	1964108196	610079650	1096574940	484202922	G	N	Db			XR Controller	8C48272D	C96A68AC	C06EAC7C			
117	SubfieldSwap_CatekExact_v1	CUED	1	90	90	0	8	124	68	95	102	138	1401132957	440895288	1906375908	1156817123	R	N	D			XR Controller	8746324D	0CCFD9A4	C06EAC7C			
118	SubfieldSwap_CatekExact_v1	CUED	1	90	90	0	8	73	68	95	102	138	71119240	2004908141	1651169660	681159197	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
119	SubfieldSwap_CatekExact_v1	CUED	0	90	45	1	9	136	68	95	102	138	1012245988	1094183413	1608673278	1849956591	R	N	Da			XR Controller	FBC2BEF5	12A26044	C06EAC7C			
120	SubfieldSwap_CatekExact_v1	CUED	0	90	90	0	8	73	68	95	102	138	189430552	1644237518	1799334930	427819990	R	N	Da			XR Controller	FBC2BEF5	12A26044	C06EAC7C			
121	SubfieldSwap_CatekExact_v1	UNCUED	0	225	45	1	9	73	68	95	102	138	303069252	1486737793	110013666	662735690	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
122	SubfieldSwap_CatekExact_v1	CUED	0	180	0	2	6	70	68	95	102	138	1349113733	1617799298	798962877	242900990	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
123	SubfieldSwap_CatekExact_v1	UNCUED	0	0	90	0	8	69	68	95	102	138	716428447	525220063	1065078832	471278204	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
124	SubfieldSwap_CatekExact_v1	UNCUED	0	225	225	5	1	73	68	95	102	138	53230300	921706915	717738400	1909308115	G	N	D			XR Controller	DF27312D	54CC5C84	C06EAC7C			
125	SubfieldSwap_CatekExact_v1	CUED	0	90	135	7	7	88	68	95	102	138	1351322735	1453785340	199655846	189396069	G	N	D			XR Controller	8BF1C825	54CC5C84	C06EAC7C			
126	SubfieldSwap_CatekExact_v1	UNCUED	1	225	225	5	1	75	68	95	102	138	274935824	1916105654	85476885	1380481890	R	N	D			XR Controller	BE1933F5	0CCFD9A4	C06EAC7C			
127	SubfieldSwap_CatekExact_v1	CUED	1	0	0	2	6	73	68	95	102	138	1174238515	166828486	707993401	1550650237	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
128	SubfieldSwap_CatekExact_v1	UNCUED	1	0	135	7	7	84	68	95	102	138	6680029	1916191887	837128313	2088371873	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
129	SubfieldSwap_CatekExact_v1	UNCUED	0	90	0	2	6	80	68	95	102	138	875076928	984432653	177931929	1161509599	R	N	D			XR Controller	DF27312D	0CCFD9A4	C06EAC7C			
130	SubfieldSwap_CatekExact_v1	UNCUED	0	45	45	1	9	76	68	95	102	138	237597963	462268796	774875048	335961744	G	N	Da			XR Controller	C4EFBD4D	52D3C1E4	C06EAC7C			
131	SubfieldSwap_CatekExact_v1	CUED	0	135	135	7	7	77	68	95	102	138	1382991148	951282014	458785900	222614437	G	N	D			XR Controller	8BF1C825	54CC5C84	C06EAC7C			
132	SubfieldSwap_CatekExact_v1	CUED	1	270	225	5	1	81	68	95	102	138	591710111	495652358	653407980	687784109	G	N	Da			XR Controller	A17DA62D	52D3C1E4	C06EAC7C			
133	SubfieldSwap_CatekExact_v1	UNCUED	0	180	180	6	4	67	68	95	102	138	838711331	1925107029	317430559	803286104	G	N	Da			XR Controller	C4EFBD4D	52D3C1E4	C06EAC7C			
134	SubfieldSwap_CatekExact_v1	CUED	1	270	270	4	2	215	68	95	102	138	511452754	1844232314	754523519	1859313515	G	N	D			XR Controller	8746324D	54CC5C84	C06EAC7C			
135	SubfieldSwap_CatekExact_v1	CUED	0	180	180	6	4	74	68	95	102	138	1711729541	2141941766	843967243	1613399427	R	N	D			XR Controller	8BF1C825	0CCFD9A4	C06EAC7C			
136	SubfieldSwap_CatekExact_v1	UNCUED	1	45	90	0	8	74	68	95	102	138	766758105	1378440083	1566103823	162558723	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
