Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	DepthSwapCtrl_005m	UNCUED	0	90	90	0	8	103	56	78	84	114	1930665567	1367651713	359145255	1930747554	R	F	ZdB		XR Controller	1CE20318	0883654C	32DDF264			
1	DepthSwapCtrl_005m	UNCUED	1	90	90	0	8	89	56	78	84	114	777899128	164048854	627807862	630337296	R	N	ZdA		XR Controller	E039A330	0883654C	FC45CDE4			
2	DepthSwapCtrl_005m	UNCUED	1	180	180	6	4	86	56	78	84	114	582269775	817647803	481829443	528483531	R	F	ZdA		XR Controller	E039A330	0883654C	A3A93944			
3	DepthSwapCtrl_005m	UNCUED	0	135	90	0	8	97	56	78	84	114	1140554441	990239813	1072109250	1291462452	R	F	N		XR Controller	F088AE08	0883654C	B7EB8364			
4	DepthSwapCtrl_005m	CUED	0	225	45	1	9	96	56	78	84	114	1110618326	2106565738	147769189	1844562884	R	F	ZdB		XR Controller	CEA60E30	0883654C	32DDF264			
5	DepthSwapCtrl_005m	CUED	0	90	315	3	3	100	56	78	84	114	698930431	1996343177	364620462	781089945	R	F	ZdB		XR Controller	CEA60E30	0883654C	32DDF264			
6	DepthSwapCtrl_005m	CUED	0	180	135	7	7	96	56	78	84	114	2033478026	588686838	1928600800	1456485178	R	N	ZdA		XR Controller	CEA60E30	0883654C	FC45CDE4			
7	DepthSwapCtrl_005m	UNCUED	0	0	315	3	3	106	56	78	84	114	624698053	1798175180	2058763302	860496537	R	F	ZdB		XR Controller	1CE20318	0883654C	32DDF264			
8	DepthSwapCtrl_005m	UNCUED	1	135	180	6	4	85	56	78	84	114	1557884178	458597348	651072503	1935142962	R	F	ZdA		XR Controller	E039A330	0883654C	A3A93944			
9	DepthSwapCtrl_005m	UNCUED	1	225	135	7	7	245	56	78	84	114	1020765838	1872186165	328057824	717585834	R	F	ZdA		XR Controller	E039A330	0883654C	A3A93944			
10	DepthSwapCtrl_005m	UNCUED	0	225	225	5	1	118	56	78	84	114	547893647	1227603326	1146940485	535028178	R	F	N		XR Controller	F088AE08	0883654C	B7EB8364			
11	DepthSwapCtrl_005m	CUED	1	180	180	6	4	91	56	78	84	114	1860740548	1137213312	1774164393	2069427597	R	F	N		XR Controller	CB090948	0883654C	B7EB8364			
12	DepthSwapCtrl_005m	UNCUED	0	0	315	3	3	77	56	78	84	114	1405781581	1895330838	1735430173	1649721408	R	N	N		XR Controller	F088AE08	0883654C	E4FFF864			
13	DepthSwapCtrl_005m	UNCUED	1	0	225	5	1	121	56	78	84	114	2069380095	1632743320	1390119808	52907801	R	N	ZdB		XR Controller	E039A330	0883654C	6D1114C4			
14	DepthSwapCtrl_005m	UNCUED	0	270	225	5	1	124	56	78	84	114	246201572	1908021567	573828493	653989532	R	F	N		XR Controller	F088AE08	0883654C	B7EB8364			
15	DepthSwapCtrl_005m	CUED	1	315	315	3	3	83	56	78	84	114	1567780804	1385440217	90863271	570457133	R	N	ZdB		XR Controller	7BBB5D28	0883654C	6D1114C4			
16	DepthSwapCtrl_005m	UNCUED	0	270	270	4	2	88	56	78	84	114	1462088468	1213566552	1442622653	1421245398	R	F	ZdA		XR Controller	1CE20318	0883654C	A3A93944			
17	DepthSwapCtrl_005m	UNCUED	1	180	45	1	9	146	56	78	84	114	1088439523	549784281	2044462797	106163319	R	F	ZdB		XR Controller	E039A330	0883654C	32DDF264			
18	DepthSwapCtrl_005m	UNCUED	0	180	135	7	7	99	56	78	84	114	915500682	1982656867	956305894	13957380	R	N	ZdB		XR Controller	1CE20318	0883654C	6D1114C4			
19	DepthSwapCtrl_005m	CUED	1	135	135	7	7	112	56	78	84	114	1568840287	170094253	1722523705	552034274	R	N	N		XR Controller	CB090948	0883654C	E4FFF864			
20	DepthSwapCtrl_005m	CUED	0	45	225	5	1	103	56	78	84	114	1215942040	1316540365	751167797	218079093	R	F	ZdA		XR Controller	CEA60E30	0883654C	A3A93944			
21	DepthSwapCtrl_005m	CUED	0	225	135	7	7	82	56	78	84	114	1447319351	1092029266	1796391214	114665283	R	N	ZdA		XR Controller	CEA60E30	0883654C	FC45CDE4			
22	DepthSwapCtrl_005m	CUED	0	315	135	7	7	81	56	78	84	114	499330461	605096095	1499611187	562909013	R	N	ZdA		XR Controller	CEA60E30	0883654C	FC45CDE4			
23	DepthSwapCtrl_005m	CUED	1	315	315	3	3	76	56	78	84	114	1790365104	1663919938	1916128177	2049551173	R	F	ZdB		XR Controller	7BBB5D28	0883654C	32DDF264			
24	DepthSwapCtrl_005m	CUED	1	0	0	2	6	127	56	78	84	114	1810107269	1000045438	174554797	1998721279	R	N	ZdA		XR Controller	7BBB5D28	0883654C	FC45CDE4			
25	DepthSwapCtrl_005m	UNCUED	1	45	225	5	1	124	56	78	84	114	416682607	1550221882	1019340024	1139438380	R	N	N		XR Controller	67DD8480	0883654C	E4FFF864			
26	DepthSwapCtrl_005m	UNCUED	1	180	315	3	3	188	56	78	84	114	1652416552	39415777	1336378377	875951471	R	F	N		XR Controller	67DD8480	0883654C	B7EB8364			
27	DepthSwapCtrl_005m	CUED	1	90	45	1	9	86	56	78	84	114	1140859127	981235064	1681694635	2130772095	R	F	N		XR Controller	CB090948	0883654C	B7EB8364			
28	DepthSwapCtrl_005m	UNCUED	0	135	135	7	7	100	56	78	84	114	1566056468	70478663	780091949	1331865236	R	N	ZdA		XR Controller	1CE20318	0883654C	FC45CDE4			
