Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	StonerBlanc_Replication_v1	UNCUED	0	315	-1	-1	-1	116	68	95	99	135	4	44.444	2075110271	2118838636	1388431094	790991903	R	N	N			XR Controller	39ADA2E3	179CA59B	2A02EFFB			
1	StonerBlanc_Replication_v1	CUED	1	0	90	0	8	116	68	95	99	135	4	44.444	1727539279	349715968	793820354	1609536714	R	N	MC			XR Controller	271A3033	EBB7AF9B	2A02EFFB			
2	StonerBlanc_Replication_v1	CUED	0	135	90	0	8	110	68	95	99	135	4	44.444	1641960037	42075212	1404537951	582975124	G	N	MC			XR Controller	01216323	667ACD5B	2A02EFFB			
3	StonerBlanc_Replication_v1	CUED	0	225	45	1	9	112	68	95	99	135	4	44.444	1441377574	278519839	652424544	1510131507	R	N	N			XR Controller	0BF89B33	179CA59B	2A02EFFB			
4	StonerBlanc_Replication_v1	CUED	1	225	90	0	8	105	68	95	99	135	4	44.444	742572607	1041752839	282064602	570987747	G	N	N			XR Controller	1C42F823	5368435B	2A02EFFB			
5	StonerBlanc_Replication_v1	CUED	1	0	0	2	6	98	68	95	99	135	4	44.444	453934347	218372332	82538774	2045214298	R	N	N			XR Controller	1C42F823	179CA59B	2A02EFFB			
6	StonerBlanc_Replication_v1	CUED	1	135	90	0	8	98	68	95	99	135	4	44.444	1951076639	107350685	41910432	194930326	G	N	N			XR Controller	1C42F823	5368435B	2A02EFFB			
7	StonerBlanc_Replication_v1	UNCUED	0	270	45	1	9	100	68	95	99	135	4	44.444	95084924	519803697	677303650	86161554	R	N	N			XR Controller	39ADA2E3	179CA59B	2A02EFFB			
8	StonerBlanc_Replication_v1	UNCUED	0	270	45	1	9	88	68	95	99	135	4	44.444	1489348882	746411314	301231541	534686703	R	N	MC			XR Controller	918C2AB3	EBB7AF9B	2A02EFFB			
9	StonerBlanc_Replication_v1	UNCUED	0	135	135	7	7	100	68	95	99	135	4	44.444	1946075351	673392142	690966346	1679283572	R	N	MC			XR Controller	918C2AB3	EBB7AF9B	2A02EFFB			
