Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	DecoupledDots_005m_v2	CUED	1	270	270	4	2	178	56	78	84	114	1238566959	1999382912	833645587	1260813385	G	N	CZ		XR Controller	CB090948	E283626C	81535EE4			
1	DecoupledDots_005m_v2	UNCUED	1	135	225	5	1	79	56	78	84	114	1663783022	450004571	2079560804	649562605	R	F	C		XR Controller	67DD8480	95473DAC	B7EB8364			
2	DecoupledDots_005m_v2	UNCUED	0	180	90	0	8	64	56	78	84	114	1680717668	133753866	125828567	1916657296	G	F	CZ		XR Controller	F088AE08	E283626C	1B981CE4			
3	DecoupledDots_005m_v2	UNCUED	1	90	90	0	8	57	56	78	84	114	734451314	1273302904	283449455	1240287842	G	F	CZ		XR Controller	67DD8480	E283626C	1B981CE4			
4	DecoupledDots_005m_v2	CUED	1	135	135	7	7	68	56	78	84	114	1666701343	937661654	1964382782	1466396856	R	N	CZ		XR Controller	CB090948	95473DAC	81535EE4			
5	DecoupledDots_005m_v2	CUED	0	315	270	4	2	68	56	78	84	114	1330732237	1508863933	1481000210	1250540545	R	N	N		XR Controller	6CBED730	BC9E36AC	E4FFF864			
6	DecoupledDots_005m_v2	UNCUED	1	180	225	5	1	92	56	78	84	114	251935039	1204379720	760825399	558400475	R	F	C		XR Controller	67DD8480	95473DAC	B7EB8364			
7	DecoupledDots_005m_v2	UNCUED	0	225	180	6	4	998	56	78	84	114	1709979008	1131932473	2045672136	716365337	G	N	C		XR Controller	F088AE08	E283626C	E4FFF864			
8	DecoupledDots_005m_v2	UNCUED	1	315	-1	-1	-1	59	56	78	84	114	84426470	446970319	98454943	1805230942	R	N	N		XR Controller	67DD8480	BC9E36AC	E4FFF864			
9	DecoupledDots_005m_v2	UNCUED	1	45	-1	-1	-1	45	56	78	84	114	736291386	577777098	2052604106	827289142	R	F	N		XR Controller	67DD8480	BC9E36AC	B7EB8364			
10	DecoupledDots_005m_v2	CUED	1	90	-1	-1	-1	32	56	78	84	114	1242191654	1464864453	1804154350	2006696566	G	N	C		XR Controller	CB090948	E283626C	E4FFF864			
11	DecoupledDots_005m_v2	UNCUED	1	45	-1	-1	-1	55	56	78	84	114	60469686	1454930117	1756147185	1682127784	G	F	C		XR Controller	67DD8480	E283626C	B7EB8364			
12	DecoupledDots_005m_v2	CUED	0	315	270	4	2	72	56	78	84	114	580571926	1352462802	1485384737	322047045	R	N	C		XR Controller	6CBED730	95473DAC	E4FFF864			
13	DecoupledDots_005m_v2	UNCUED	1	315	270	4	2	69	56	78	84	114	2072682667	1145159772	2132486065	1329781691	R	F	C		XR Controller	67DD8480	95473DAC	B7EB8364			
14	DecoupledDots_005m_v2	UNCUED	0	135	45	1	9	79	56	78	84	114	1929844612	1906344241	1832916705	1979465050	R	F	N		XR Controller	F088AE08	BC9E36AC	B7EB8364			
15	DecoupledDots_005m_v2	CUED	1	90	90	0	8	60	56	78	84	114	1290775348	511423143	795407923	1746876113	G	F	N		XR Controller	CB090948	083E616C	B7EB8364			
16	DecoupledDots_005m_v2	UNCUED	0	270	270	4	2	82	56	78	84	114	1896922121	1038182044	1322137550	1532281625	R	N	C		XR Controller	F088AE08	95473DAC	E4FFF864			
17	DecoupledDots_005m_v2	CUED	1	180	-1	-1	-1	93	56	78	84	114	1490051217	1254055778	1968248322	1872131968	R	F	N		XR Controller	CB090948	BC9E36AC	B7EB8364			
18	DecoupledDots_005m_v2	CUED	0	45	-1	-1	-1	49	56	78	84	114	1537779500	1475730746	688488325	2133618606	R	N	Z		XR Controller	6CBED730	BC9E36AC	81535EE4			
19	DecoupledDots_005m_v2	CUED	0	180	-1	-1	-1	65	56	78	84	114	713439636	519481877	857162053	444843039	G	F	Z		XR Controller	6CBED730	083E616C	1B981CE4			
20	DecoupledDots_005m_v2	CUED	1	45	-1	-1	-1	154	56	78	84	114	27405241	734332764	101111523	1388043947	G	N	CZ		XR Controller	CB090948	E283626C	81535EE4			
