Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	StonerBlanc_Ap35_80ms_v1	CUED	0	225	225	5	1	90	68	95	102	138	7	77.778	1914478058	1361088621	1235752470	1140171501	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
1	StonerBlanc_Ap35_80ms_v1	CUED	1	45	90	0	8	147	68	95	102	138	7	77.778	1999246732	1433987057	1857515958	2099299229	G	N	MC			XR Controller	792A361D	C96A68AC	C06EAC7C			
2	StonerBlanc_Ap35_80ms_v1	CUED	0	315	315	3	3	91	68	95	102	138	7	77.778	177892031	1175391060	2121451186	312125335	G	N	MC			XR Controller	C63C3155	C96A68AC	C06EAC7C			
3	StonerBlanc_Ap35_80ms_v1	CUED	0	225	225	5	1	75	68	95	102	138	7	77.778	1309100796	389162270	2051815691	356757141	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
4	StonerBlanc_Ap35_80ms_v1	UNCUED	1	135	90	0	8	101	68	95	102	138	7	77.778	1923748322	1539987970	761297024	384254252	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
5	StonerBlanc_Ap35_80ms_v1	UNCUED	0	0	0	2	6	99	68	95	102	138	7	77.778	1393860657	634476452	1753710999	777587271	R	N	MC			XR Controller	4478E765	EAFFC16C	C06EAC7C			
6	StonerBlanc_Ap35_80ms_v1	CUED	0	45	90	0	8	69	68	95	102	138	7	77.778	740181186	1021452002	776282630	629755531	R	N	MC			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
7	StonerBlanc_Ap35_80ms_v1	UNCUED	1	270	270	4	2	84	68	95	102	138	7	77.778	510412713	1327902775	1935142516	1852626150	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
8	StonerBlanc_Ap35_80ms_v1	UNCUED	1	0	180	6	4	80	68	95	102	138	7	77.778	705013154	1265547390	1326554984	1885240440	G	N	MC			XR Controller	8C48272D	C96A68AC	C06EAC7C			
9	StonerBlanc_Ap35_80ms_v1	UNCUED	0	0	225	5	1	88	68	95	102	138	7	77.778	1938254289	793119105	330186051	1723125196	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
10	StonerBlanc_Ap35_80ms_v1	UNCUED	0	225	90	0	8	72	68	95	102	138	7	77.778	1305679949	568758305	433554441	2120747951	R	N	MC			XR Controller	4478E765	EAFFC16C	C06EAC7C			
11	StonerBlanc_Ap35_80ms_v1	UNCUED	0	315	315	3	3	465	68	95	102	138	7	77.778	2043670404	171341559	1395016971	1037320148	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
12	StonerBlanc_Ap35_80ms_v1	CUED	0	45	0	2	6	75	68	95	102	138	7	77.778	1460194443	343817149	2136896509	1260917240	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
13	StonerBlanc_Ap35_80ms_v1	UNCUED	0	315	315	3	3	80	68	95	102	138	7	77.778	1045542697	1986952678	622401895	1589078898	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
14	StonerBlanc_Ap35_80ms_v1	CUED	1	180	90	0	8	81	68	95	102	138	7	77.778	113376481	1165004561	606915148	366281916	R	N	MC			XR Controller	792A361D	EAFFC16C	C06EAC7C			
15	StonerBlanc_Ap35_80ms_v1	CUED	1	0	45	1	9	81	68	95	102	138	7	77.778	622518456	1935929882	946948503	937658085	R	N	MC			XR Controller	792A361D	EAFFC16C	C06EAC7C			
16	StonerBlanc_Ap35_80ms_v1	UNCUED	1	0	225	5	1	80	68	95	102	138	7	77.778	1674624282	755168391	1034567266	1452863699	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
17	StonerBlanc_Ap35_80ms_v1	UNCUED	0	270	270	4	2	70	68	95	102	138	7	77.778	1574908391	224893461	1852069382	493256281	G	N	MC			XR Controller	4478E765	C96A68AC	C06EAC7C			
18	StonerBlanc_Ap35_80ms_v1	CUED	0	0	45	1	9	80	68	95	102	138	7	77.778	1251163091	95263032	1510961787	60988223	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
19	StonerBlanc_Ap35_80ms_v1	CUED	1	45	45	1	9	73	68	95	102	138	7	77.778	651642244	1624461175	1213701857	438742441	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
20	StonerBlanc_Ap35_80ms_v1	CUED	0	315	0	2	6	72	68	95	102	138	7	77.778	1677086075	1483466020	1168852766	1879297331	G	N	MC			XR Controller	C63C3155	C96A68AC	C06EAC7C			
21	StonerBlanc_Ap35_80ms_v1	CUED	1	135	135	7	7	67	68	95	102	138	7	77.778	1731556427	919817884	24103070	54155911	R	N	MC			XR Controller	792A361D	EAFFC16C	C06EAC7C			
22	StonerBlanc_Ap35_80ms_v1	UNCUED	1	180	135	7	7	77	68	95	102	138	7	77.778	139606936	608056762	299086200	1170232071	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
23	StonerBlanc_Ap35_80ms_v1	UNCUED	1	315	90	0	8	61	68	95	102	138	7	77.778	629234601	1820931593	653537209	545212670	G	N	MC			XR Controller	8C48272D	C96A68AC	C06EAC7C			
24	StonerBlanc_Ap35_80ms_v1	UNCUED	0	45	90	0	8	66	68	95	102	138	7	77.778	1122651736	1377007968	1433836889	151647171	R	N	MC			XR Controller	4478E765	EAFFC16C	C06EAC7C			
25	StonerBlanc_Ap35_80ms_v1	UNCUED	1	315	90	0	8	130	68	95	102	138	7	77.778	1816724631	1537573827	222826964	1967590470	R	N	MC			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
26	StonerBlanc_Ap35_80ms_v1	UNCUED	0	90	90	0	8	69	68	95	102	138	7	77.778	1689181610	1928380051	1031462742	285811669	R	N	MC			XR Controller	4478E765	EAFFC16C	C06EAC7C			
27	StonerBlanc_Ap35_80ms_v1	CUED	1	225	180	6	4	76	68	95	102	138	7	77.778	62655626	332766454	99892956	1032103482	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
28	StonerBlanc_Ap35_80ms_v1	UNCUED	1	180	180	6	4	75	68	95	102	138	7	77.778	1834347787	287200087	371971335	894489995	R	N	MC			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
29	StonerBlanc_Ap35_80ms_v1	CUED	1	90	180	6	4	85	68	95	102	138	7	77.778	983784791	18018523	1707182217	1884288335	R	N	MC			XR Controller	792A361D	EAFFC16C	C06EAC7C			
30	StonerBlanc_Ap35_80ms_v1	CUED	1	180	180	6	4	72	68	95	102	138	7	77.778	247513914	1472657331	569963143	62512534	G	N	MC			XR Controller	792A361D	C96A68AC	C06EAC7C			
31	StonerBlanc_Ap35_80ms_v1	UNCUED	0	225	45	1	9	69	68	95	102	138	7	77.778	1718898425	504173823	467901486	82059158	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
32	StonerBlanc_Ap35_80ms_v1	CUED	0	135	135	7	7	69	68	95	102	138	7	77.778	1706841561	826899046	524475490	1390187739	R	N	MC			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
33	StonerBlanc_Ap35_80ms_v1	CUED	1	225	45	1	9	84	68	95	102	138	7	77.778	1259518830	1211520585	1531320176	277838677	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
34	StonerBlanc_Ap35_80ms_v1	UNCUED	0	0	0	2	6	76	68	95	102	138	7	77.778	422555282	980612039	55169480	288681900	R	N	MC			XR Controller	4478E765	EAFFC16C	C06EAC7C			
35	StonerBlanc_Ap35_80ms_v1	CUED	1	270	135	7	7	79	68	95	102	138	7	77.778	952929937	885834259	529099112	1973949117	G	N	MC			XR Controller	792A361D	C96A68AC	C06EAC7C			
36	StonerBlanc_Ap35_80ms_v1	UNCUED	1	225	135	7	7	72	68	95	102	138	7	77.778	2055764545	150358373	1005782195	1574827579	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
37	StonerBlanc_Ap35_80ms_v1	CUED	1	45	45	1	9	68	68	95	102	138	7	77.778	1817005433	861365941	1416849054	1212586245	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
38	StonerBlanc_Ap35_80ms_v1	CUED	0	270	270	4	2	158	68	95	102	138	7	77.778	1930767890	708385166	621472414	1302082571	G	N	MC			XR Controller	C63C3155	C96A68AC	C06EAC7C			
39	StonerBlanc_Ap35_80ms_v1	UNCUED	1	0	0	2	6	66	68	95	102	138	7	77.778	1137296566	497901853	1591765954	1890080161	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
40	StonerBlanc_Ap35_80ms_v1	UNCUED	1	315	135	7	7	67	68	95	102	138	7	77.778	696183528	53544770	1098260062	1190982295	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
41	StonerBlanc_Ap35_80ms_v1	CUED	0	180	90	0	8	80	68	95	102	138	7	77.778	109451251	1406247049	700534968	1739831724	R	N	MC			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
42	StonerBlanc_Ap35_80ms_v1	UNCUED	0	180	90	0	8	63	68	95	102	138	7	77.778	543600503	1378247854	160821646	1760619614	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
43	StonerBlanc_Ap35_80ms_v1	UNCUED	1	0	90	0	8	67	68	95	102	138	7	77.778	1778699736	388728493	1300569914	1324475164	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
44	StonerBlanc_Ap35_80ms_v1	UNCUED	1	315	180	6	4	116	68	95	102	138	7	77.778	1524589109	1664967118	1491512676	1684178219	G	N	MC			XR Controller	8C48272D	C96A68AC	C06EAC7C			
45	StonerBlanc_Ap35_80ms_v1	UNCUED	0	315	90	0	8	111	68	95	102	138	7	77.778	2030249420	1663493486	631649047	1297551866	G	N	MC			XR Controller	4478E765	C96A68AC	C06EAC7C			
46	StonerBlanc_Ap35_80ms_v1	UNCUED	1	0	90	0	8	76	68	95	102	138	7	77.778	165281696	1419306502	462318049	588038439	G	N	MC			XR Controller	8C48272D	C96A68AC	C06EAC7C			
47	StonerBlanc_Ap35_80ms_v1	UNCUED	1	315	0	2	6	69	68	95	102	138	7	77.778	1476964150	1286973486	1210728676	125970296	G	N	MC			XR Controller	8C48272D	C96A68AC	C06EAC7C			
48	StonerBlanc_Ap35_80ms_v1	UNCUED	0	225	225	5	1	90	68	95	102	138	7	77.778	2104315435	1063451079	292767582	1648894834	G	N	MC			XR Controller	4478E765	C96A68AC	C06EAC7C			
49	StonerBlanc_Ap35_80ms_v1	CUED	0	180	135	7	7	69	68	95	102	138	7	77.778	1174586943	239196052	850354065	1432146732	R	N	MC			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
50	StonerBlanc_Ap35_80ms_v1	CUED	0	135	135	7	7	70	68	95	102	138	7	77.778	660439918	1915952041	554649279	260322546	G	N	MC			XR Controller	C63C3155	C96A68AC	C06EAC7C			
