Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	NoContinuity_Peak_ColorMotionSwap_v1	UNCUED	0	180	90	0	8	113	68	95	102	138	7	77.778	920902931	1180363955	2105225455	208917947	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
1	NoContinuity_Peak_ColorMotionSwap_v1	CUED	0	225	90	0	8	92	68	95	102	138	7	77.778	1326720925	180637039	1456792568	394722692	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
2	NoContinuity_Peak_ColorMotionSwap_v1	UNCUED	1	270	270	4	2	88	68	95	102	138	7	77.778	609711617	1571510482	1172619007	109942176	G	N	MC			XR Controller	8C48272D	C96A68AC	C06EAC7C			
3	NoContinuity_Peak_ColorMotionSwap_v1	CUED	1	0	135	7	7	89	68	95	102	138	7	77.778	966783714	1022377913	2061376071	1705342119	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
4	NoContinuity_Peak_ColorMotionSwap_v1	CUED	1	45	90	0	8	93	68	95	102	138	7	77.778	1527211425	1310224527	1805121624	2123367644	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
5	NoContinuity_Peak_ColorMotionSwap_v1	CUED	0	315	90	0	8	85	68	95	102	138	7	77.778	982058662	1909855474	523963059	964866204	R	N	MC			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
6	NoContinuity_Peak_ColorMotionSwap_v1	CUED	0	45	45	1	9	86	68	95	102	138	7	77.778	409152192	157273281	1935698283	1609277165	G	N	MC			XR Controller	C63C3155	C96A68AC	C06EAC7C			
7	NoContinuity_Peak_ColorMotionSwap_v1	CUED	0	315	90	0	8	78	68	95	102	138	7	77.778	559646298	1717267645	354941671	205426146	R	N	MC			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
8	NoContinuity_Peak_ColorMotionSwap_v1	CUED	1	270	90	0	8	79	68	95	102	138	7	77.778	951736594	1950088693	1911681102	934309649	G	N	MC			XR Controller	792A361D	C96A68AC	C06EAC7C			
9	NoContinuity_Peak_ColorMotionSwap_v1	UNCUED	1	135	135	7	7	154	68	95	102	138	7	77.778	885659761	273586620	948696561	439183877	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
10	NoContinuity_Peak_ColorMotionSwap_v1	UNCUED	0	180	180	6	4	327	68	95	102	138	7	77.778	858786597	892179268	618678236	1945464529	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
11	NoContinuity_Peak_ColorMotionSwap_v1	UNCUED	0	225	90	0	8	82	68	95	102	138	7	77.778	36718311	243737836	1680520553	1943335721	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
12	NoContinuity_Peak_ColorMotionSwap_v1	CUED	1	315	315	3	3	83	68	95	102	138	7	77.778	742704710	1563056102	1584303890	327209819	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
13	NoContinuity_Peak_ColorMotionSwap_v1	UNCUED	0	270	45	1	9	78	68	95	102	138	7	77.778	1525459961	1405569010	526108888	1553959716	R	N	MC			XR Controller	4478E765	EAFFC16C	C06EAC7C			
14	NoContinuity_Peak_ColorMotionSwap_v1	CUED	0	270	90	0	8	110	68	95	102	138	7	77.778	915465332	1442214373	1660768666	1542453596	R	N	MC			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
