Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
10	SubfieldSwap_Catek_v1	CUED	0	90	90	0	8	87	68	95	102	138	1773040793	1572290132	1128726292	1945340786	R	N	Da			XR Controller	FBC2BEF5	12A26044	C06EAC7C			
11	SubfieldSwap_Catek_v1	CUED	1	90	90	0	8	74	68	95	102	138	869551202	811016701	1855418586	133410384	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
12	SubfieldSwap_Catek_v1	UNCUED	0	45	135	7	7	78	68	95	102	138	998594049	1662783051	317367740	1535251022	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
13	SubfieldSwap_Catek_v1	CUED	0	270	270	4	2	87	68	95	102	138	1225142053	464545407	2133438645	1304539750	R	N	Da			XR Controller	FBC2BEF5	12A26044	C06EAC7C			
14	SubfieldSwap_Catek_v1	UNCUED	0	225	90	0	8	80	68	95	102	138	1867212654	213165383	2046111825	239159284	R	N	D			XR Controller	DF27312D	0CCFD9A4	C06EAC7C			
15	SubfieldSwap_Catek_v1	UNCUED	0	90	90	0	8	83	68	95	102	138	1878777697	1906022397	1758456566	2082379715	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
16	SubfieldSwap_Catek_v1	UNCUED	1	90	270	4	2	87	68	95	102	138	1529982963	1502422233	803219355	42715588	G	N	Da			XR Controller	4E483D25	52D3C1E4	C06EAC7C			
17	SubfieldSwap_Catek_v1	UNCUED	1	315	270	4	2	88	68	95	102	138	1291207587	920640488	479414803	788789742	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
18	SubfieldSwap_Catek_v1	UNCUED	0	270	315	3	3	90	68	95	102	138	1477927907	303863799	451674765	1980783025	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
19	SubfieldSwap_Catek_v1	CUED	0	270	45	1	9	80	68	95	102	138	1250663557	466554405	622806134	377795948	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
20	SubfieldSwap_Catek_v1	CUED	1	315	315	3	3	116	68	95	102	138	1771814661	666087592	1321844482	20365501	G	N	Da			XR Controller	A17DA62D	52D3C1E4	C06EAC7C			
21	SubfieldSwap_Catek_v1	UNCUED	0	270	225	5	1	97	68	95	102	138	1769507542	2070805725	41425082	325981798	G	N	D			XR Controller	DF27312D	54CC5C84	C06EAC7C			
22	SubfieldSwap_Catek_v1	CUED	1	270	90	0	8	79	68	95	102	138	480599407	1465750031	930427779	440192517	G	N	D			XR Controller	8746324D	54CC5C84	C06EAC7C			
23	SubfieldSwap_Catek_v1	CUED	0	270	270	4	2	78	68	95	102	138	1368506906	1570214160	207266612	460347147	R	N	D			XR Controller	8BF1C825	0CCFD9A4	C06EAC7C			
24	SubfieldSwap_Catek_v1	CUED	0	225	225	5	1	104	68	95	102	138	1788621034	1409130323	290518350	1645133335	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
25	SubfieldSwap_Catek_v1	UNCUED	0	45	45	1	9	83	68	95	102	138	1016566805	2107704096	1483882171	535128139	R	N	Da			XR Controller	C4EFBD4D	12A26044	C06EAC7C			
26	SubfieldSwap_Catek_v1	UNCUED	1	45	315	3	3	89	68	95	102	138	1199978858	1442958083	1230829871	1095162383	R	N	D			XR Controller	BE1933F5	0CCFD9A4	C06EAC7C			
27	SubfieldSwap_Catek_v1	CUED	1	225	225	5	1	170	68	95	102	138	468994969	1430219701	1417088380	1870537336	G	N	D			XR Controller	8746324D	54CC5C84	C06EAC7C			
28	SubfieldSwap_Catek_v1	CUED	1	90	90	0	8	74	68	95	102	138	2095038528	220384022	1069534	1435794073	R	N	D			XR Controller	8746324D	0CCFD9A4	C06EAC7C			
29	SubfieldSwap_Catek_v1	CUED	1	45	0	2	6	74	68	95	102	138	1679883374	415046437	337866850	2087167948	R	N	D			XR Controller	8746324D	0CCFD9A4	C06EAC7C			
30	SubfieldSwap_Catek_v1	UNCUED	0	45	45	1	9	75	68	95	102	138	1055382832	362009827	1131507561	1529845282	G	N	D			XR Controller	DF27312D	54CC5C84	C06EAC7C			
31	SubfieldSwap_Catek_v1	UNCUED	1	135	135	7	7	90	68	95	102	138	2137809776	2055155351	912078603	841666954	R	N	Da			XR Controller	4E483D25	12A26044	C06EAC7C			
32	SubfieldSwap_Catek_v1	UNCUED	1	0	45	1	9	78	68	95	102	138	2052429629	520871178	652469300	1535683966	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
33	SubfieldSwap_Catek_v1	UNCUED	1	270	225	5	1	80	68	95	102	138	995426311	1699127857	1456898101	495449744	R	N	Da			XR Controller	4E483D25	12A26044	C06EAC7C			
34	SubfieldSwap_Catek_v1	UNCUED	0	0	0	2	6	78	68	95	102	138	961001600	1292092861	1285358838	642216187	G	N	D			XR Controller	DF27312D	54CC5C84	C06EAC7C			
35	SubfieldSwap_Catek_v1	UNCUED	0	180	45	1	9	82	68	95	102	138	302854242	1146280616	1898689562	1585344403	R	N	D			XR Controller	DF27312D	0CCFD9A4	C06EAC7C			
36	SubfieldSwap_Catek_v1	UNCUED	0	180	225	5	1	116	68	95	102	138	1880579586	1228211489	1229603868	180565592	R	N	D			XR Controller	DF27312D	0CCFD9A4	C06EAC7C			
37	SubfieldSwap_Catek_v1	UNCUED	1	225	0	2	6	85	68	95	102	138	1981726158	770796773	1579353026	1931501122	G	N	D			XR Controller	BE1933F5	54CC5C84	C06EAC7C			
38	SubfieldSwap_Catek_v1	CUED	1	225	180	6	4	88	68	95	102	138	658013779	2038769031	1673223057	945314035	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
39	SubfieldSwap_Catek_v1	CUED	0	270	45	1	9	78	68	95	102	138	911417216	2067118651	2042872132	810154252	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
40	SubfieldSwap_Catek_v1	CUED	1	45	0	2	6	75	68	95	102	138	1896644058	1780980553	602120295	468078062	G	N	Da			XR Controller	A17DA62D	52D3C1E4	C06EAC7C			
41	SubfieldSwap_Catek_v1	UNCUED	1	315	180	6	4	90	68	95	102	138	449570273	918496513	1777605695	645166113	G	N	D			XR Controller	BE1933F5	54CC5C84	C06EAC7C			
42	SubfieldSwap_Catek_v1	CUED	0	315	0	2	6	82	68	95	102	138	1111144999	876847668	1733118536	1937106893	G	N	D			XR Controller	8BF1C825	54CC5C84	C06EAC7C			
43	SubfieldSwap_Catek_v1	UNCUED	1	270	0	2	6	75	68	95	102	138	1961832292	1373912892	799915742	367515223	R	N	D			XR Controller	BE1933F5	0CCFD9A4	C06EAC7C			
44	SubfieldSwap_Catek_v1	UNCUED	1	270	135	7	7	79	68	95	102	138	873996012	310755847	381553695	1197558032	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
45	SubfieldSwap_Catek_v1	CUED	0	45	45	1	9	113	68	95	102	138	469329071	278121724	1306899445	1042270643	R	N	Da			XR Controller	FBC2BEF5	12A26044	C06EAC7C			
46	SubfieldSwap_Catek_v1	CUED	0	0	315	3	3	80	68	95	102	138	1625570303	1471468499	1154257546	633876769	G	N	D			XR Controller	8BF1C825	54CC5C84	C06EAC7C			
47	SubfieldSwap_Catek_v1	CUED	0	180	315	3	3	79	68	95	102	138	1472287944	409156378	945997323	970213304	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
48	SubfieldSwap_Catek_v1	UNCUED	0	135	180	6	4	83	68	95	102	138	955796850	1172402347	251331180	106525682	R	N	Da			XR Controller	C4EFBD4D	12A26044	C06EAC7C			
49	SubfieldSwap_Catek_v1	UNCUED	0	0	225	5	1	140	68	95	102	138	1261744471	1652731808	2128568248	908145878	R	N	D			XR Controller	DF27312D	0CCFD9A4	C06EAC7C			
50	SubfieldSwap_Catek_v1	CUED	1	180	180	6	4	92	68	95	102	138	1154225155	1432110776	76787126	387635576	G	N	D			XR Controller	8746324D	54CC5C84	C06EAC7C			
51	SubfieldSwap_Catek_v1	UNCUED	1	315	135	7	7	75	68	95	102	138	1964217435	271617398	619287782	1299818209	R	N	D			XR Controller	BE1933F5	0CCFD9A4	C06EAC7C			
52	SubfieldSwap_Catek_v1	CUED	1	315	315	3	3	79	68	95	102	138	1308303779	231142555	1771824060	104214844	R	N	D			XR Controller	8746324D	0CCFD9A4	C06EAC7C			
53	SubfieldSwap_Catek_v1	CUED	0	0	0	2	6	86	68	95	102	138	1028291001	1881768363	1513119449	1681773481	G	N	Da			XR Controller	FBC2BEF5	52D3C1E4	C06EAC7C			
54	SubfieldSwap_Catek_v1	UNCUED	0	90	45	1	9	83	68	95	102	138	1382306287	842234545	1516266587	695434912	R	N	Da			XR Controller	C4EFBD4D	12A26044	C06EAC7C			
55	SubfieldSwap_Catek_v1	UNCUED	1	315	135	7	7	184	68	95	102	138	798736922	1847362375	261648741	1144152987	G	N	D			XR Controller	BE1933F5	54CC5C84	C06EAC7C			
56	SubfieldSwap_Catek_v1	UNCUED	0	270	45	1	9	70	68	95	102	138	265682281	280369875	935031512	1456156871	R	N	D			XR Controller	DF27312D	0CCFD9A4	C06EAC7C			
57	SubfieldSwap_Catek_v1	CUED	0	0	0	2	6	79	68	95	102	138	1797177318	753609184	335732441	237622818	R	N	Da			XR Controller	FBC2BEF5	12A26044	C06EAC7C			
58	SubfieldSwap_Catek_v1	CUED	1	90	90	0	8	89	68	95	102	138	258558546	1554721096	566248561	1978371216	G	N	D			XR Controller	8746324D	54CC5C84	C06EAC7C			
59	SubfieldSwap_Catek_v1	UNCUED	0	90	90	0	8	90	68	95	102	138	240029185	1148549254	920499322	1130532449	G	N	Da			XR Controller	C4EFBD4D	52D3C1E4	C06EAC7C			
60	SubfieldSwap_Catek_v1	UNCUED	0	315	315	3	3	84	68	95	102	138	647428236	741561718	923102399	130065657	G	N	D			XR Controller	DF27312D	54CC5C84	C06EAC7C			
61	SubfieldSwap_Catek_v1	UNCUED	0	315	315	3	3	80	68	95	102	138	1469385046	1558025952	554624425	2077997970	G	N	Da			XR Controller	C4EFBD4D	52D3C1E4	C06EAC7C			
62	SubfieldSwap_Catek_v1	UNCUED	1	180	270	4	2	73	68	95	102	138	408932270	1798415339	1440672267	1426854835	R	N	D			XR Controller	BE1933F5	0CCFD9A4	C06EAC7C			
63	SubfieldSwap_Catek_v1	UNCUED	1	90	0	2	6	64	68	95	102	138	1605668389	1556812502	372579169	1272751903	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
64	SubfieldSwap_Catek_v1	UNCUED	1	45	90	0	8	85	68	95	102	138	242391485	121900089	1505967142	1560212697	G	N	D			XR Controller	BE1933F5	54CC5C84	C06EAC7C			
65	SubfieldSwap_Catek_v1	CUED	0	90	135	7	7	100	68	95	102	138	2000220573	324217364	757411994	631406141	R	N	D			XR Controller	8BF1C825	0CCFD9A4	C06EAC7C			
66	SubfieldSwap_Catek_v1	UNCUED	1	225	135	7	7	93	68	95	102	138	218118417	2049112292	911824430	2021341600	G	N	D			XR Controller	BE1933F5	54CC5C84	C06EAC7C			
67	SubfieldSwap_Catek_v1	UNCUED	0	45	45	1	9	182	68	95	102	138	2122416030	1596019349	201637877	666880702	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
68	SubfieldSwap_Catek_v1	CUED	0	225	0	2	6	78	68	95	102	138	71927328	177140032	1175314533	411197159	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
69	SubfieldSwap_Catek_v1	CUED	1	0	45	1	9	91	68	95	102	138	648409172	1569954262	1304095534	750961510	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
70	SubfieldSwap_Catek_v1	CUED	1	315	315	3	3	88	68	95	102	138	1135035387	1703347671	169665818	10960645	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
71	SubfieldSwap_Catek_v1	UNCUED	0	315	45	1	9	79	68	95	102	138	2144286732	342982914	901197591	1054320530	R	N	D			XR Controller	DF27312D	0CCFD9A4	C06EAC7C			
72	SubfieldSwap_Catek_v1	UNCUED	1	315	225	5	1	78	68	95	102	138	1888681792	2002517211	1739093708	142077283	R	N	D			XR Controller	BE1933F5	0CCFD9A4	C06EAC7C			
73	SubfieldSwap_Catek_v1	UNCUED	0	135	90	0	8	95	68	95	102	138	1269870533	462301428	17685599	601276523	G	N	Da			XR Controller	C4EFBD4D	52D3C1E4	C06EAC7C			
74	SubfieldSwap_Catek_v1	CUED	1	315	270	4	2	82	68	95	102	138	1531873326	1887230515	1584495383	1233220006	R	N	Da			XR Controller	A17DA62D	12A26044	C06EAC7C			
75	SubfieldSwap_Catek_v1	UNCUED	1	0	225	5	1	177	68	95	102	138	752673465	499767349	290335580	179021932	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
76	SubfieldSwap_Catek_v1	UNCUED	1	90	270	4	2	106	68	95	102	138	449145350	909052453	1550772046	1292098016	G	N	Da			XR Controller	4E483D25	52D3C1E4	C06EAC7C			
77	SubfieldSwap_Catek_v1	CUED	0	180	0	2	6	83	68	95	102	138	949412537	830148507	1005063775	56114683	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
78	SubfieldSwap_Catek_v1	CUED	0	225	315	3	3	90	68	95	102	138	1417893158	1097986119	2058418482	1932654643	G	N	D			XR Controller	8BF1C825	54CC5C84	C06EAC7C			
79	SubfieldSwap_Catek_v1	CUED	0	135	90	0	8	73	68	95	102	138	1468318945	579843952	1913950187	797074818	G	N	D			XR Controller	8BF1C825	54CC5C84	C06EAC7C			
80	SubfieldSwap_Catek_v1	UNCUED	1	270	225	5	1	84	68	95	102	138	1862719304	842641386	1377109807	456932828	G	N	Da			XR Controller	4E483D25	52D3C1E4	C06EAC7C			
81	SubfieldSwap_Catek_v1	CUED	0	270	270	4	2	75	68	95	102	138	2012723168	869681918	479299175	1968955162	R	N	D			XR Controller	8BF1C825	0CCFD9A4	C06EAC7C			
82	SubfieldSwap_Catek_v1	CUED	1	270	225	5	1	96	68	95	102	138	126336925	60050611	1094225474	786118150	R	N	D			XR Controller	8746324D	0CCFD9A4	C06EAC7C			
83	SubfieldSwap_Catek_v1	UNCUED	1	45	45	1	9	78	68	95	102	138	772586803	1935793004	583491256	853842683	R	N	Da			XR Controller	4E483D25	12A26044	C06EAC7C			
84	SubfieldSwap_Catek_v1	CUED	0	90	90	0	8	81	68	95	102	138	1910942809	1606124059	279588722	1314088580	G	N	D			XR Controller	8BF1C825	54CC5C84	C06EAC7C			
85	SubfieldSwap_Catek_v1	CUED	1	225	180	6	4	90	68	95	102	138	1816969581	836542264	788796007	839208555	R	N	Da			XR Controller	A17DA62D	12A26044	C06EAC7C			
86	SubfieldSwap_Catek_v1	UNCUED	0	45	45	1	9	84	68	95	102	138	1163982175	2095617015	2144884149	2044378257	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
87	SubfieldSwap_Catek_v1	UNCUED	1	135	315	3	3	94	68	95	102	138	1520988197	1105995495	913693188	1142746447	R	N	D			XR Controller	BE1933F5	0CCFD9A4	C06EAC7C			
88	SubfieldSwap_Catek_v1	UNCUED	0	180	180	6	4	81	68	95	102	138	1997735079	1773769928	2034933895	480072026	R	N	Da			XR Controller	C4EFBD4D	12A26044	C06EAC7C			
89	SubfieldSwap_Catek_v1	UNCUED	1	0	270	4	2	280	68	95	102	138	1318117711	1682483983	1959933514	1286655694	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
90	SubfieldSwap_Catek_v1	UNCUED	1	135	0	2	6	93	68	95	102	138	160308093	1931357280	1883425061	1057955201	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
91	SubfieldSwap_Catek_v1	UNCUED	0	0	0	2	6	83	68	95	102	138	431264908	1407459613	850140513	1737207432	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
92	SubfieldSwap_Catek_v1	UNCUED	1	45	135	7	7	136	68	95	102	138	932522208	801036780	60651796	388595326	G	N	Da			XR Controller	4E483D25	52D3C1E4	C06EAC7C			
93	SubfieldSwap_Catek_v1	UNCUED	1	225	135	7	7	104	68	95	102	138	1615501515	123532235	167205039	744428934	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
94	SubfieldSwap_Catek_v1	CUED	1	270	225	5	1	108	68	95	102	138	403312157	790458389	745956410	77402714	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
95	SubfieldSwap_Catek_v1	UNCUED	1	45	0	2	6	139	68	95	102	138	1581331061	550672354	2057525387	1568693490	R	N	D			XR Controller	BE1933F5	0CCFD9A4	C06EAC7C			
96	SubfieldSwap_Catek_v1	CUED	0	225	225	5	1	95	68	95	102	138	302191127	927596826	959531993	52722365	R	N	D			XR Controller	8BF1C825	0CCFD9A4	C06EAC7C			
97	SubfieldSwap_Catek_v1	CUED	0	180	180	6	4	90	68	95	102	138	1021040987	1823752714	1500749089	1210329855	R	N	D			XR Controller	8BF1C825	0CCFD9A4	C06EAC7C			
98	SubfieldSwap_Catek_v1	CUED	0	0	0	2	6	129	68	95	102	138	444426626	1824447308	1595647757	1778000608	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
99	SubfieldSwap_Catek_v1	UNCUED	1	45	45	1	9	93	68	95	102	138	889071199	1216641308	1491708570	1750888657	R	N	Da			XR Controller	4E483D25	12A26044	C06EAC7C			
100	SubfieldSwap_Catek_v1	UNCUED	0	0	135	7	7	123	68	95	102	138	1515379848	192754915	1295247370	1980578185	G	N	D			XR Controller	DF27312D	54CC5C84	C06EAC7C			
101	SubfieldSwap_Catek_v1	UNCUED	0	315	135	7	7	208	68	95	102	138	1603054704	1064911988	353743915	923129223	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
102	SubfieldSwap_Catek_v1	UNCUED	0	180	180	6	4	85	68	95	102	138	1211339197	2037535553	1910483215	1435138451	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
103	SubfieldSwap_Catek_v1	UNCUED	0	225	225	5	1	90	68	95	102	138	395033121	1559911327	1291508490	2011436451	G	N	D			XR Controller	DF27312D	54CC5C84	C06EAC7C			
104	SubfieldSwap_Catek_v1	CUED	0	225	225	5	1	74	68	95	102	138	2043300154	213883770	1077376708	1833996387	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
105	SubfieldSwap_Catek_v1	CUED	1	315	135	7	7	157	68	95	102	138	1968349987	1266469832	1336200143	1824647742	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
106	SubfieldSwap_Catek_v1	UNCUED	1	90	45	1	9	105	68	95	102	138	389755810	1063021654	439797371	1096605535	G	N	D			XR Controller	BE1933F5	54CC5C84	C06EAC7C			
107	SubfieldSwap_Catek_v1	CUED	0	0	135	7	7	170	68	95	102	138	1089524375	1729136676	20105153	941827499	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
108	SubfieldSwap_Catek_v1	UNCUED	0	0	0	2	6	89	68	95	102	138	788468010	1621087734	1594649387	232671014	G	N	Da			XR Controller	C4EFBD4D	52D3C1E4	C06EAC7C			
109	SubfieldSwap_Catek_v1	UNCUED	1	135	180	6	4	94	68	95	102	138	765889690	829126388	1695610906	1948687543	G	N	D			XR Controller	BE1933F5	54CC5C84	C06EAC7C			
110	SubfieldSwap_Catek_v1	CUED	0	135	225	5	1	89	68	95	102	138	1254429996	460349542	1612605123	1440259914	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
111	SubfieldSwap_Catek_v1	CUED	1	270	270	4	2	80	68	95	102	138	1347508250	336713679	757760543	434683664	G	N	Da			XR Controller	A17DA62D	52D3C1E4	C06EAC7C			
112	SubfieldSwap_Catek_v1	UNCUED	0	315	315	3	3	94	68	95	102	138	399200541	1296020360	133980757	1099507094	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
113	SubfieldSwap_Catek_v1	CUED	0	90	0	2	6	76	68	95	102	138	760143123	484516003	456520320	336314677	G	N	D			XR Controller	8BF1C825	54CC5C84	C06EAC7C			
114	SubfieldSwap_Catek_v1	CUED	0	90	90	0	8	80	68	95	102	138	1662585385	1069370366	1583983596	691045329	G	N	Da			XR Controller	FBC2BEF5	52D3C1E4	C06EAC7C			
115	SubfieldSwap_Catek_v1	UNCUED	0	0	0	2	6	77	68	95	102	138	1743175348	655358095	1486690209	910363566	G	N	Da			XR Controller	C4EFBD4D	52D3C1E4	C06EAC7C			
116	SubfieldSwap_Catek_v1	CUED	1	90	135	7	7	90	68	95	102	138	1864355193	995315908	54350557	260081806	R	N	Da			XR Controller	A17DA62D	12A26044	C06EAC7C			
117	SubfieldSwap_Catek_v1	CUED	0	180	135	7	7	93	68	95	102	138	1118806199	343543079	1362445587	1512848948	R	N	Da			XR Controller	FBC2BEF5	12A26044	C06EAC7C			
118	SubfieldSwap_Catek_v1	UNCUED	0	135	135	7	7	90	68	95	102	138	1082850765	1590942410	691824682	630752006	G	N	Da			XR Controller	C4EFBD4D	52D3C1E4	C06EAC7C			
119	SubfieldSwap_Catek_v1	UNCUED	1	45	90	0	8	83	68	95	102	138	656854101	627971479	381324653	1153705780	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
120	SubfieldSwap_Catek_v1	UNCUED	0	0	0	2	6	79	68	95	102	138	1642129419	1231985299	1842929113	37504407	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
121	SubfieldSwap_Catek_v1	CUED	0	180	315	3	3	80	68	95	102	138	125602719	1212669277	1217577535	1118137131	G	N	Da			XR Controller	FBC2BEF5	52D3C1E4	C06EAC7C			
122	SubfieldSwap_Catek_v1	UNCUED	0	135	135	7	7	73	68	95	102	138	980157379	696601777	1147098645	431891379	R	N	Da			XR Controller	C4EFBD4D	12A26044	C06EAC7C			
123	SubfieldSwap_Catek_v1	CUED	1	45	45	1	9	74	68	95	102	138	2145367688	1253919994	120042317	46737199	G	N	D			XR Controller	8746324D	54CC5C84	C06EAC7C			
124	SubfieldSwap_Catek_v1	UNCUED	0	135	135	7	7	74	68	95	102	138	1477132669	462461426	481959525	192147171	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
125	SubfieldSwap_Catek_v1	UNCUED	1	315	135	7	7	78	68	95	102	138	1988825747	1624161511	1045910382	1659160193	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
126	SubfieldSwap_Catek_v1	CUED	1	135	135	7	7	85	68	95	102	138	1948285638	2123869974	399657762	1750237521	R	N	Da			XR Controller	A17DA62D	12A26044	C06EAC7C			
127	SubfieldSwap_Catek_v1	UNCUED	0	225	45	1	9	85	68	95	102	138	713346595	1901384175	107087677	874015948	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
128	SubfieldSwap_Catek_v1	CUED	1	45	90	0	8	73	68	95	102	138	1123721356	1136420229	808879273	373604420	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
129	SubfieldSwap_Catek_v1	UNCUED	1	225	225	5	1	89	68	95	102	138	711229068	525569287	1765451097	393679667	R	N	Da			XR Controller	4E483D25	12A26044	C06EAC7C			
130	SubfieldSwap_Catek_v1	UNCUED	1	0	0	2	6	99	68	95	102	138	1098989259	1135059291	1476091623	288700661	R	N	Da			XR Controller	4E483D25	12A26044	C06EAC7C			
131	SubfieldSwap_Catek_v1	UNCUED	1	225	315	3	3	90	68	95	102	138	604096151	1231075883	2049511692	721081573	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
132	SubfieldSwap_Catek_v1	CUED	1	270	270	4	2	83	68	95	102	138	627873749	533534336	1589130993	1269553894	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
133	SubfieldSwap_Catek_v1	UNCUED	1	180	0	2	6	84	68	95	102	138	524947640	1817883307	383611920	32373358	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
134	SubfieldSwap_Catek_v1	CUED	1	90	90	0	8	91	68	95	102	138	1890990229	1402503579	1345418672	286019886	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
135	SubfieldSwap_Catek_v1	UNCUED	1	0	45	1	9	84	68	95	102	138	155148133	739739140	737270205	535910542	G	N	Da			XR Controller	4E483D25	52D3C1E4	C06EAC7C			
136	SubfieldSwap_Catek_v1	CUED	0	180	45	1	9	168	68	95	102	138	387791934	1790651863	1713798002	738179497	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
137	SubfieldSwap_Catek_v1	UNCUED	1	90	135	7	7	89	68	95	102	138	853180435	383445778	1988699793	476747667	R	N	D			XR Controller	BE1933F5	0CCFD9A4	C06EAC7C			
138	SubfieldSwap_Catek_v1	CUED	0	315	315	3	3	98	68	95	102	138	972757085	1006930155	895129039	611788639	R	N	Da			XR Controller	FBC2BEF5	12A26044	C06EAC7C			
139	SubfieldSwap_Catek_v1	CUED	1	225	90	0	8	73	68	95	102	138	1224174754	1490240301	235201256	1728928203	G	N	D			XR Controller	8746324D	54CC5C84	C06EAC7C			
