Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	GridSweep_Ap165_D4_v1	UNCUED	0	0	0	2	6	84	68	95	102	167	7	77.778	900323826	377583327	156198565	1038196543	G	N	N			XR Controller	97359CC2	08EB445B	34C58FFB			
1	GridSweep_Ap165_D4_v1	CUED	0	90	45	1	9	101	68	95	102	167	7	77.778	1397455939	2004453485	337719876	816237637	G	N	MC			XR Controller	3F86BE4A	D394CE5B	34C58FFB			
2	GridSweep_Ap165_D4_v1	UNCUED	0	45	45	1	9	60	68	95	100	167	5	55.556	1785149080	1914995373	1056417300	1549923633	G	N	N			XR Controller	1B1A82DE	08EB445B	34C58FFB			
3	GridSweep_Ap165_D4_v1	CUED	0	225	225	5	1	69	68	95	102	167	7	77.778	1950542696	1022646042	690033423	662247699	R	N	N			XR Controller	E32B2732	46E7A69B	34C58FFB			
4	GridSweep_Ap165_D4_v1	CUED	1	90	135	7	7	115	68	95	108	167	13	144.445	656166097	2109848048	2145582071	73377635	G	N	MC			XR Controller	4FC35556	D394CE5B	34C58FFB			
5	GridSweep_Ap165_D4_v1	CUED	0	0	315	3	3	81	68	95	100	167	5	55.556	1015089064	1917637139	1801957630	261513211	G	N	N			XR Controller	80BB35A6	08EB445B	34C58FFB			
6	GridSweep_Ap165_D4_v1	UNCUED	0	135	90	0	8	70	68	95	102	167	7	77.778	1601151412	1212132132	1665058511	1577577065	G	N	MC			XR Controller	5E1560DA	D394CE5B	34C58FFB			
7	GridSweep_Ap165_D4_v1	CUED	0	45	90	0	8	73	68	95	113	167	18	200	2030046948	417846718	1950876254	1992735859	G	N	MC			XR Controller	D07830A7	D394CE5B	34C58FFB			
8	GridSweep_Ap165_D4_v1	CUED	1	90	90	0	8	66	68	95	118	167	23	255.556	1495961316	2124811072	906736751	676531094	G	N	MC			XR Controller	3AC33F92	D394CE5B	34C58FFB			
9	GridSweep_Ap165_D4_v1	CUED	0	45	45	1	9	74	68	95	116	167	21	233.333	752803424	1715281972	84768789	589918731	G	N	MC			XR Controller	3C9BBE66	D394CE5B	34C58FFB			
10	GridSweep_Ap165_D4_v1	UNCUED	0	0	0	2	6	291	68	95	99	167	4	44.444	958751421	1122088946	1990401362	564246145	G	N	N			XR Controller	4408EA63	08EB445B	34C58FFB			
11	GridSweep_Ap165_D4_v1	CUED	0	135	90	0	8	94	68	95	103	167	8	88.889	2022528647	1436546867	384603904	1846185084	G	N	N			XR Controller	B4C3A9EB	08EB445B	34C58FFB			
12	GridSweep_Ap165_D4_v1	CUED	1	270	270	4	2	71	68	95	115	167	20	222.222	62076196	889369820	482291924	713019792	R	N	MC			XR Controller	A4C1B693	C6D3B09B	34C58FFB			
13	GridSweep_Ap165_D4_v1	UNCUED	0	0	0	2	6	68	68	95	108	167	13	144.445	1365998142	1915468385	631035697	477151825	G	N	MC			XR Controller	DCCA8D8E	D394CE5B	34C58FFB			
14	GridSweep_Ap165_D4_v1	CUED	1	270	270	4	2	66	68	95	107	167	12	133.333	1541900332	558301955	539169920	1973929964	R	N	N			XR Controller	DDDB05B3	46E7A69B	34C58FFB			
15	GridSweep_Ap165_D4_v1	UNCUED	0	225	270	4	2	73	68	95	98	167	3	33.333	1378176692	69514123	618063633	288280773	R	N	N			XR Controller	A4D32C1A	46E7A69B	34C58FFB			
16	GridSweep_Ap165_D4_v1	UNCUED	0	135	180	6	4	79	68	95	106	167	11	122.222	1202045125	1710289925	1901741451	356825756	R	N	MC			XR Controller	0E2F3CB2	C6D3B09B	34C58FFB			
17	GridSweep_Ap165_D4_v1	CUED	0	0	0	2	6	69	68	95	113	167	18	200	179326615	1594943570	929175235	749777327	R	N	MC			XR Controller	D07830A7	C6D3B09B	34C58FFB			
18	GridSweep_Ap165_D4_v1	UNCUED	1	270	270	4	2	61	68	95	110	167	15	166.667	1420199682	1665137806	315318733	2094009494	R	N	MC			XR Controller	844ABED2	C6D3B09B	34C58FFB			
19	GridSweep_Ap165_D4_v1	CUED	1	90	270	4	2	99	68	95	105	167	10	111.111	1443827125	2112958728	1347786737	740695700	G	N	N			XR Controller	3862FE17	08EB445B	34C58FFB			
20	GridSweep_Ap165_D4_v1	CUED	0	315	315	3	3	68	68	95	112	167	17	188.889	1750221185	1617252106	1719174058	1994079226	G	N	MC			XR Controller	37DE4E9E	D394CE5B	34C58FFB			
21	GridSweep_Ap165_D4_v1	UNCUED	0	180	0	2	6	79	68	95	108	167	13	144.445	760595821	482595644	594848017	1388440687	R	N	MC			XR Controller	DCCA8D8E	C6D3B09B	34C58FFB			
22	GridSweep_Ap165_D4_v1	UNCUED	1	225	225	5	1	71	68	95	111	167	16	177.778	1780092850	1045178800	1657650002	1943782308	R	N	MC			XR Controller	BE68E29B	C6D3B09B	34C58FFB			
23	GridSweep_Ap165_D4_v1	CUED	1	225	225	5	1	68	68	95	109	167	14	155.556	253012121	2084167771	458398997	1275542497	R	N	N			XR Controller	C01F1BBF	46E7A69B	34C58FFB			
24	GridSweep_Ap165_D4_v1	UNCUED	1	90	90	0	8	70	68	95	110	167	15	166.667	1571973244	1820086568	1012490045	1082304373	R	N	MC			XR Controller	844ABED2	C6D3B09B	34C58FFB			
