Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	135	135	7	7	81	68	95	102	138	7	77.778	705676764	441735904	680855514	2129595998	R	N	MC			XR Controller	792A361D	EAFFC16C	C06EAC7C			
1	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	135	90	0	8	72	68	95	102	138	7	77.778	338651443	1150314618	1509617168	1749219643	R	N	MC			XR Controller	4478E765	EAFFC16C	C06EAC7C			
2	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	135	45	1	9	75	68	95	102	138	7	77.778	1031071450	215211101	1167202005	1111046696	G	N	MC			XR Controller	4478E765	C96A68AC	C06EAC7C			
3	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	270	45	1	9	77	68	95	102	138	7	77.778	1670148447	61476720	1962705353	1244263724	G	N	Db			XR Controller	8C48272D	C96A68AC	C06EAC7C			
4	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	0	225	5	1	75	68	95	102	138	7	77.778	1087186386	1432923421	953995795	97372175	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
5	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	315	315	3	3	133	68	95	102	138	7	77.778	1810104992	2110004307	1843880881	1485789844	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
6	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	0	0	2	6	74	68	95	102	138	7	77.778	160844892	1878909333	1860972090	2097515651	G	N	MC			XR Controller	792A361D	C96A68AC	C06EAC7C			
7	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	180	90	0	8	90	68	95	102	138	7	77.778	1050973489	1099554929	539698562	1662990779	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
8	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	0	0	2	6	82	68	95	102	138	7	77.778	913750173	107048039	1899354748	968157015	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
9	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	90	225	5	1	84	68	95	102	138	7	77.778	748823640	419964104	57251536	122904940	G	N	MC			XR Controller	4478E765	C96A68AC	C06EAC7C			
10	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	135	135	7	7	72	68	95	102	138	7	77.778	1729658304	1971892775	937595925	552510239	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
11	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	45	45	1	9	74	68	95	102	138	7	77.778	151972448	261672128	127433926	2103959673	R	N	MC			XR Controller	4478E765	EAFFC16C	C06EAC7C			
12	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	90	90	0	8	75	68	95	102	138	7	77.778	741708184	1842759450	933421301	1638843039	G	N	MC			XR Controller	C63C3155	C96A68AC	C06EAC7C			
13	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	225	225	5	1	73	68	95	102	138	7	77.778	549533975	2029332747	196795338	736872038	R	N	MC			XR Controller	4478E765	EAFFC16C	C06EAC7C			
14	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	135	135	7	7	135	68	95	102	138	7	77.778	1009398052	67534312	1613494252	1084270549	R	N	MC			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
15	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	225	90	0	8	86	68	95	102	138	7	77.778	1392156238	1272085993	226969245	453695133	G	N	MC			XR Controller	8C48272D	C96A68AC	C06EAC7C			
16	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	180	135	7	7	105	68	95	102	138	7	77.778	2019804972	1689855432	2128700605	47681523	R	N	Db			XR Controller	792A361D	EAFFC16C	C06EAC7C			
17	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	180	180	6	4	79	68	95	102	138	7	77.778	1406549772	572662209	1876711025	2077810755	R	N	MC			XR Controller	792A361D	EAFFC16C	C06EAC7C			
18	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	180	0	2	6	169	68	95	102	138	7	77.778	1976939852	227202832	1372663360	1612657363	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
19	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	0	0	2	6	124	68	95	102	138	7	77.778	348632402	254386261	405983514	322158195	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
20	SubfieldSwap_MCvsDb_Ap165_v1	CUED	0	135	0	2	6	84	68	95	102	138	7	77.778	83340916	917063836	1374640542	2013843469	R	N	MC			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
21	SubfieldSwap_MCvsDb_Ap165_v1	CUED	1	45	45	1	9	84	68	95	102	138	7	77.778	1885594044	291963066	50830638	1599034489	G	N	Db			XR Controller	8C48272D	C96A68AC	C06EAC7C			
22	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	0	225	270	4	2	82	68	95	102	138	7	77.778	1680860270	1051023184	755832238	978378512	G	N	MC			XR Controller	4478E765	C96A68AC	C06EAC7C			
23	SubfieldSwap_MCvsDb_Ap165_v1	UNCUED	1	180	180	6	4	85	68	95	102	138	7	77.778	1123970647	1517215314	2011881606	1069156872	G	N	MC			XR Controller	8C48272D	C96A68AC	C06EAC7C			
