Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	GridSweep_Ap33_D4_v1	UNCUED	0	135	225	5	1	144	68	95	102	167	7	77.778	1488131698	1589153667	1061549818	773786653	R	N	N			XR Controller	97359CC2	46E7A69B	34C58FFB			
1	GridSweep_Ap33_D4_v1	UNCUED	1	270	45	1	9	132	68	95	108	167	13	144.445	2003612935	243686615	546467425	2011722904	G	N	N			XR Controller	9E60228E	08EB445B	34C58FFB			
2	GridSweep_Ap33_D4_v1	CUED	1	45	45	1	9	73	68	95	102	167	7	77.778	119795088	602936776	2509850	579400346	R	N	N			XR Controller	011C534A	46E7A69B	34C58FFB			
3	GridSweep_Ap33_D4_v1	UNCUED	1	90	90	0	8	67	68	95	113	167	18	200	1049314298	332470742	882331894	1295919072	G	N	N			XR Controller	10DDF43F	08EB445B	34C58FFB			
4	GridSweep_Ap33_D4_v1	CUED	1	45	90	0	8	74	68	95	102	167	7	77.778	209415503	216441707	898391926	748199554	G	N	MC			XR Controller	A4C0BC32	D394CE5B	34C58FFB			
5	GridSweep_Ap33_D4_v1	UNCUED	0	0	0	2	6	99	68	95	102	167	7	77.778	1791121137	730645923	2094644345	1127999831	G	N	MC			XR Controller	5E1560DA	D394CE5B	34C58FFB			
6	GridSweep_Ap33_D4_v1	CUED	0	270	90	0	8	84	68	95	100	167	5	55.556	2031862252	993412631	1113670844	132781268	R	N	N			XR Controller	80BB35A6	46E7A69B	34C58FFB			
7	GridSweep_Ap33_D4_v1	CUED	1	315	270	4	2	100	68	95	103	167	8	88.889	479169950	2037564252	1805058523	808571987	R	N	N			XR Controller	AF30EA8B	46E7A69B	34C58FFB			
8	GridSweep_Ap33_D4_v1	UNCUED	1	315	0	2	6	86	68	95	100	167	5	55.556	876549123	747244511	1321934604	1827147735	G	N	MC			XR Controller	DCB017DE	D394CE5B	34C58FFB			
9	GridSweep_Ap33_D4_v1	UNCUED	1	45	45	1	9	128	68	95	111	167	16	177.778	2135455252	1388156485	1572305575	1601048635	G	N	N			XR Controller	804BD15B	08EB445B	34C58FFB			
