Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	DepthParam_010m	CUED	0	135	45	1	9	82	56	78	84	114	505380544	269024863	424869937	367172121	R	N	N		XR Controller	6CBED730	BC9E36AC	E4FFF864			
1	DepthParam_010m	CUED	1	180	180	6	4	86	56	78	84	114	702236032	862803189	185925543	1675318782	R	F	N		XR Controller	CB090948	BC9E36AC	B7EB8364			
2	DepthParam_010m	CUED	0	180	0	2	6	93	56	78	84	114	760794383	846401120	876651097	2036675146	R	N	N		XR Controller	6CBED730	BC9E36AC	E4FFF864			
3	DepthParam_010m	UNCUED	0	0	225	5	1	175	56	78	84	114	2089785168	2052651109	2144444920	2098825592	G	F	N		XR Controller	F088AE08	083E616C	B7EB8364			
4	DepthParam_010m	CUED	0	135	135	7	7	88	56	78	84	114	2134219610	2032210615	200004815	91056788	G	F	N		XR Controller	6CBED730	083E616C	B7EB8364			
5	DepthParam_010m	CUED	0	0	315	3	3	112	56	78	84	114	1855179467	1969795968	721863495	1298866461	R	N	N		XR Controller	6CBED730	BC9E36AC	E4FFF864			
6	DepthParam_010m	UNCUED	1	315	180	6	4	162	56	78	84	114	1395786627	25245489	1583895737	1166616537	R	F	N		XR Controller	67DD8480	BC9E36AC	B7EB8364			
7	DepthParam_010m	UNCUED	0	180	180	6	4	82	56	78	84	114	595883017	219099117	1297972581	1830762082	R	N	N		XR Controller	F088AE08	BC9E36AC	E4FFF864			
8	DepthParam_010m	CUED	0	45	45	1	9	84	56	78	84	114	1152205243	983750355	1338741928	1911759987	R	F	N		XR Controller	6CBED730	BC9E36AC	B7EB8364			
9	DepthParam_010m	CUED	0	90	270	4	2	84	56	78	84	114	1411457823	937128380	544310393	976245545	G	N	N		XR Controller	6CBED730	083E616C	E4FFF864			
10	DepthParam_010m	CUED	1	225	225	5	1	91	56	78	84	114	1287514470	1870175825	993478564	1317624085	G	F	N		XR Controller	CB090948	083E616C	B7EB8364			
11	DepthParam_010m	UNCUED	0	90	90	0	8	101	56	78	84	114	1154422697	2037629306	387200077	1498642242	G	F	N		XR Controller	F088AE08	083E616C	B7EB8364			
12	DepthParam_010m	CUED	0	180	180	6	4	85	56	78	84	114	1740684549	1055425793	1737476520	28075528	R	F	N		XR Controller	6CBED730	BC9E36AC	B7EB8364			
13	DepthParam_010m	UNCUED	1	225	225	5	1	86	56	78	84	114	602641903	2021719576	918273882	1305432877	G	N	N		XR Controller	67DD8480	083E616C	E4FFF864			
14	DepthParam_010m	CUED	1	90	90	0	8	81	56	78	84	114	1311955989	1104021912	1008817018	1604592407	R	F	N		XR Controller	CB090948	BC9E36AC	B7EB8364			
15	DepthParam_010m	UNCUED	1	270	135	7	7	90	56	78	84	114	1277139391	1753204176	628174310	346588702	R	F	N		XR Controller	67DD8480	BC9E36AC	B7EB8364			
16	DepthParam_010m	UNCUED	1	315	315	3	3	84	56	78	84	114	1632958646	572371943	1093586305	1835817030	G	N	N		XR Controller	67DD8480	083E616C	E4FFF864			
17	DepthParam_010m	UNCUED	1	180	135	7	7	85	56	78	84	114	527464509	2045114679	1000051457	1201383891	G	F	N		XR Controller	67DD8480	083E616C	B7EB8364			
18	DepthParam_010m	UNCUED	0	180	180	6	4	74	56	78	84	114	761481107	1683490472	1010614516	1485831031	G	F	N		XR Controller	F088AE08	083E616C	B7EB8364			
19	DepthParam_010m	CUED	0	45	0	2	6	144	56	78	84	114	1800400064	431230951	1462243089	9621579	R	N	N		XR Controller	6CBED730	BC9E36AC	E4FFF864			
20	DepthParam_010m	CUED	0	270	270	4	2	87	56	78	84	114	1459064925	463170566	1399381980	828730803	R	F	N		XR Controller	6CBED730	BC9E36AC	B7EB8364			
21	DepthParam_010m	UNCUED	1	90	90	0	8	92	56	78	84	114	1493112854	1707116130	93548131	1549460334	R	N	N		XR Controller	67DD8480	BC9E36AC	E4FFF864			
22	DepthParam_010m	CUED	1	315	135	7	7	170	56	78	84	114	483362269	499461476	121682208	1249567689	R	F	N		XR Controller	CB090948	BC9E36AC	B7EB8364			
23	DepthParam_010m	CUED	0	225	0	2	6	87	56	78	84	114	1155559518	310813316	1606178952	1981474561	G	N	N		XR Controller	6CBED730	083E616C	E4FFF864			
24	DepthParam_010m	CUED	0	0	270	4	2	92	56	78	84	114	601943091	1437870587	732951219	536263453	G	N	N		XR Controller	6CBED730	083E616C	E4FFF864			
25	DepthParam_010m	CUED	0	225	0	2	6	101	56	78	84	114	1584872035	251046016	904082810	1287818490	R	N	N		XR Controller	6CBED730	BC9E36AC	E4FFF864			
26	DepthParam_010m	CUED	1	315	180	6	4	112	56	78	84	114	2051708934	413962288	1616829579	1769927914	G	F	N		XR Controller	CB090948	083E616C	B7EB8364			
27	DepthParam_010m	UNCUED	0	45	90	0	8	90	56	78	84	114	102903466	1037938258	366548885	1786636791	R	F	N		XR Controller	F088AE08	BC9E36AC	B7EB8364			
28	DepthParam_010m	CUED	0	45	45	1	9	86	56	78	84	114	28175594	987616586	20061464	2141954198	G	F	N		XR Controller	6CBED730	083E616C	B7EB8364			
29	DepthParam_010m	CUED	1	225	180	6	4	81	56	78	84	114	790040153	1493646371	564217437	947886313	G	N	N		XR Controller	CB090948	083E616C	E4FFF864			
30	DepthParam_010m	CUED	0	270	315	3	3	188	56	78	84	114	256119639	715399318	590687140	1955994434	R	N	N		XR Controller	6CBED730	BC9E36AC	E4FFF864			
31	DepthParam_010m	UNCUED	0	135	225	5	1	102	56	78	84	114	1961333764	248122250	1388783490	410710082	G	F	N		XR Controller	F088AE08	083E616C	B7EB8364			
32	DepthParam_010m	CUED	0	45	90	0	8	94	56	78	84	114	457668174	1513113275	1322918372	1728616311	G	N	N		XR Controller	6CBED730	083E616C	E4FFF864			
33	DepthParam_010m	UNCUED	0	90	225	5	1	116	56	78	84	114	540549914	2104861036	850037998	241933703	R	F	N		XR Controller	F088AE08	BC9E36AC	B7EB8364			
34	DepthParam_010m	CUED	0	315	0	2	6	132	56	78	84	114	1375277326	2032664142	633024214	621189559	R	N	N		XR Controller	6CBED730	BC9E36AC	E4FFF864			
35	DepthParam_010m	UNCUED	1	270	180	6	4	121	56	78	84	114	1632695983	782998161	598741988	893592464	G	N	N		XR Controller	67DD8480	083E616C	E4FFF864			
36	DepthParam_010m	CUED	1	45	0	2	6	90	56	78	84	114	1148288208	1000559414	426848401	1000760200	R	F	N		XR Controller	CB090948	BC9E36AC	B7EB8364			
37	DepthParam_010m	CUED	0	315	135	7	7	161	56	78	84	114	94264391	1882970281	190299176	38081454	G	F	N		XR Controller	6CBED730	083E616C	B7EB8364			
38	DepthParam_010m	UNCUED	0	0	225	5	1	110	56	78	84	114	953923271	253291842	532830708	61942970	R	F	N		XR Controller	F088AE08	BC9E36AC	B7EB8364			
39	DepthParam_010m	UNCUED	1	0	45	1	9	94	56	78	84	114	1719800597	2058518648	1820213710	359973413	G	F	N		XR Controller	67DD8480	083E616C	B7EB8364			
40	DepthParam_010m	UNCUED	0	0	180	6	4	102	56	78	84	114	400305516	1915987652	68012919	1666294086	G	N	N		XR Controller	F088AE08	083E616C	E4FFF864			
41	DepthParam_010m	CUED	1	90	225	5	1	99	56	78	84	114	1502928234	1924823302	1627240542	1395187046	G	N	N		XR Controller	CB090948	083E616C	E4FFF864			
42	DepthParam_010m	CUED	1	270	270	4	2	133	56	78	84	114	1360293244	2114525961	1977730839	1306766409	R	N	N		XR Controller	CB090948	BC9E36AC	E4FFF864			
43	DepthParam_010m	UNCUED	0	135	135	7	7	104	56	78	84	114	1091444769	1471144262	1206075012	1128507799	R	N	N		XR Controller	F088AE08	BC9E36AC	E4FFF864			
44	DepthParam_010m	UNCUED	0	315	90	0	8	88	56	78	84	114	1578491658	901802536	1609597296	2063538657	G	F	N		XR Controller	F088AE08	083E616C	B7EB8364			
45	DepthParam_010m	UNCUED	0	45	45	1	9	216	56	78	84	114	282033157	1465376181	1785259585	1139654734	G	N	N		XR Controller	F088AE08	083E616C	E4FFF864			
46	DepthParam_010m	UNCUED	0	270	270	4	2	91	56	78	84	114	772337066	1415863516	388197715	1362615321	G	N	N		XR Controller	F088AE08	083E616C	E4FFF864			
47	DepthParam_010m	CUED	0	315	315	3	3	95	56	78	84	114	773935701	957698680	1846453501	326869587	R	F	N		XR Controller	6CBED730	BC9E36AC	B7EB8364			
48	DepthParam_010m	CUED	0	180	180	6	4	86	56	78	84	114	59556803	2109846996	1408451083	1427229021	G	F	N		XR Controller	6CBED730	083E616C	B7EB8364			
49	DepthParam_010m	UNCUED	0	45	270	4	2	89	56	78	84	114	1301365094	236039465	672546743	578194807	G	F	N		XR Controller	F088AE08	083E616C	B7EB8364			
50	DepthParam_010m	CUED	0	270	270	4	2	87	56	78	84	114	757587137	1033329730	389693564	1163522729	G	F	N		XR Controller	6CBED730	083E616C	B7EB8364			
51	DepthParam_010m	UNCUED	1	45	90	0	8	96	56	78	84	114	300855741	2059855600	1285208582	382129566	R	F	N		XR Controller	67DD8480	BC9E36AC	B7EB8364			
52	DepthParam_010m	CUED	0	225	225	5	1	159	56	78	84	114	1336588877	1686196950	1649993592	218883229	G	F	N		XR Controller	6CBED730	083E616C	B7EB8364			
53	DepthParam_010m	CUED	0	315	0	2	6	86	56	78	84	114	1095509810	1841482805	1160602690	1724438997	G	N	N		XR Controller	6CBED730	083E616C	E4FFF864			
54	DepthParam_010m	UNCUED	0	45	45	1	9	75	56	78	84	114	1488352748	76525587	557659112	264109847	R	N	N		XR Controller	F088AE08	BC9E36AC	E4FFF864			
55	DepthParam_010m	UNCUED	1	0	270	4	2	76	56	78	84	114	1734681707	18175950	137827290	596048334	R	F	N		XR Controller	67DD8480	BC9E36AC	B7EB8364			
56	DepthParam_010m	UNCUED	1	225	180	6	4	81	56	78	84	114	1114060337	751044614	827657810	259210433	R	F	N		XR Controller	67DD8480	BC9E36AC	B7EB8364			
57	DepthParam_010m	UNCUED	0	135	0	2	6	75	56	78	84	114	501031475	1035665581	1332833168	1507036423	R	F	N		XR Controller	F088AE08	BC9E36AC	B7EB8364			
58	DepthParam_010m	CUED	0	90	90	0	8	72	56	78	84	114	1486890050	1808487120	353742425	1637306567	R	N	N		XR Controller	6CBED730	BC9E36AC	E4FFF864			
59	DepthParam_010m	UNCUED	1	315	135	7	7	84	56	78	84	114	787689206	41609013	484768076	653442881	G	F	N		XR Controller	67DD8480	083E616C	B7EB8364			
60	DepthParam_010m	UNCUED	1	45	225	5	1	78	56	78	84	114	1778160362	1619448232	2093977136	1042888270	G	F	N		XR Controller	67DD8480	083E616C	B7EB8364			
61	DepthParam_010m	CUED	1	270	225	5	1	85	56	78	84	114	1019641650	1788755022	232037049	91225664	G	N	N		XR Controller	CB090948	083E616C	E4FFF864			
62	DepthParam_010m	UNCUED	1	0	45	1	9	94	56	78	84	114	1279871961	1520971582	1676782450	1688565171	G	N	N		XR Controller	67DD8480	083E616C	E4FFF864			
63	DepthParam_010m	CUED	1	0	135	7	7	103	56	78	84	114	341875173	1111813380	950840599	1570682298	R	N	N		XR Controller	CB090948	BC9E36AC	E4FFF864			
64	DepthParam_010m	UNCUED	0	90	90	0	8	79	56	78	84	114	1494991997	1880335073	1816792435	448004787	G	N	N		XR Controller	F088AE08	083E616C	E4FFF864			
65	DepthParam_010m	UNCUED	1	0	315	3	3	164	56	78	84	114	1913380968	178325852	1097032123	952941464	R	N	N		XR Controller	67DD8480	BC9E36AC	E4FFF864			
66	DepthParam_010m	UNCUED	1	135	180	6	4	78	56	78	84	114	1277297694	2044092883	279306300	1333055425	R	F	N		XR Controller	67DD8480	BC9E36AC	B7EB8364			
