Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	PresentedDurFrames	PresentedDurMs	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	StonerBlanc_Replication_v1	UNCUED	0	45	45	1	9	112	68	95	99	135	4	44.444	1683481396	1664276781	1827304776	1620673009	R	N	MC			XR Controller	918C2AB3	EBB7AF9B	2A02EFFB			
1	StonerBlanc_Replication_v1	UNCUED	0	180	90	0	8	109	68	95	99	135	4	44.444	1217099802	1792385583	868755817	811862445	R	N	N			XR Controller	39ADA2E3	179CA59B	2A02EFFB			
2	StonerBlanc_Replication_v1	UNCUED	0	180	90	0	8	100	68	95	99	135	4	44.444	1036313873	97346270	835236966	224699436	R	N	N			XR Controller	39ADA2E3	179CA59B	2A02EFFB			
3	StonerBlanc_Replication_v1	CUED	1	45	90	0	8	88	68	95	99	135	4	44.444	1680197492	926417439	580239615	1103504126	R	N	MC			XR Controller	271A3033	EBB7AF9B	2A02EFFB			
4	StonerBlanc_Replication_v1	UNCUED	1	315	45	1	9	87	68	95	99	135	4	44.444	1790988524	1901629508	290185888	1553873127	G	N	MC			XR Controller	54CF37E3	667ACD5B	2A02EFFB			
5	StonerBlanc_Replication_v1	CUED	0	270	270	4	2	97	68	95	99	135	4	44.444	1027453633	484760989	34038925	978647874	G	N	MC			XR Controller	01216323	667ACD5B	2A02EFFB			
6	StonerBlanc_Replication_v1	UNCUED	0	0	225	5	1	92	68	95	99	135	4	44.444	186885853	671329946	715550554	632168329	R	N	N			XR Controller	39ADA2E3	179CA59B	2A02EFFB			
7	StonerBlanc_Replication_v1	UNCUED	1	0	45	1	9	90	68	95	99	135	4	44.444	1914050497	1180603285	1120729682	175771039	G	N	N			XR Controller	ACADBFB3	5368435B	2A02EFFB			
8	StonerBlanc_Replication_v1	CUED	1	0	45	1	9	91	68	95	99	135	4	44.444	149921058	1352732034	1458004423	926344697	G	N	N			XR Controller	1C42F823	5368435B	2A02EFFB			
9	StonerBlanc_Replication_v1	UNCUED	1	45	90	0	8	86	68	95	99	135	4	44.444	855834461	1113125496	1903805038	1800598515	R	N	MC			XR Controller	54CF37E3	EBB7AF9B	2A02EFFB			
10	StonerBlanc_Replication_v1	CUED	1	45	45	1	9	85	68	95	99	135	4	44.444	364596517	234384657	1223367072	199832055	R	N	N			XR Controller	1C42F823	179CA59B	2A02EFFB			
11	StonerBlanc_Replication_v1	UNCUED	1	180	180	6	4	91	68	95	99	135	4	44.444	1454756231	32154221	2114878826	476840460	R	N	MC			XR Controller	54CF37E3	EBB7AF9B	2A02EFFB			
12	StonerBlanc_Replication_v1	CUED	0	225	45	1	9	88	68	95	99	135	4	44.444	225232728	1074907046	481302586	1840999383	G	N	MC			XR Controller	01216323	667ACD5B	2A02EFFB			
13	StonerBlanc_Replication_v1	UNCUED	0	315	0	2	6	81	68	95	99	135	4	44.444	1282914577	693644858	1818392091	126471879	R	N	MC			XR Controller	918C2AB3	EBB7AF9B	2A02EFFB			
