Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	DecoupledDots_005m_v2	UNCUED	0	135	135	7	7	301	56	78	84	114	1628278539	2009507869	1380934556	1865156426	R	N	N		XR Controller	F088AE08	BC9E36AC	E4FFF864			
1	DecoupledDots_005m_v2	CUED	1	225	45	1	9	179	56	78	84	114	205702588	1233932703	516053930	1951035921	R	N	Z		XR Controller	CB090948	BC9E36AC	81535EE4			
2	DecoupledDots_005m_v2	UNCUED	0	315	135	7	7	137	56	78	84	114	373082451	1959809839	1037608862	1873456222	R	N	N		XR Controller	F088AE08	BC9E36AC	E4FFF864			
3	DecoupledDots_005m_v2	CUED	1	315	90	0	8	104	56	78	84	114	416522987	590323108	1342025407	1135152838	R	N	N		XR Controller	CB090948	BC9E36AC	E4FFF864			
4	DecoupledDots_005m_v2	UNCUED	1	45	45	1	9	87	56	78	84	114	762860253	836954313	1346435065	452157770	G	F	C		XR Controller	67DD8480	E283626C	B7EB8364			
5	DecoupledDots_005m_v2	UNCUED	1	45	45	1	9	99	56	78	84	114	965300318	248282032	1804699481	2117971461	G	N	N		XR Controller	67DD8480	083E616C	E4FFF864			
6	DecoupledDots_005m_v2	CUED	0	135	135	7	7	95	56	78	84	114	538897729	1492228666	288745835	146256368	R	F	CZ		XR Controller	6CBED730	95473DAC	1B981CE4			
7	DecoupledDots_005m_v2	CUED	0	0	315	3	3	136	56	78	84	114	1790815636	1535591294	354469751	1467046408	G	N	C		XR Controller	6CBED730	E283626C	E4FFF864			
8	DecoupledDots_005m_v2	UNCUED	1	270	45	1	9	112	56	78	84	114	780083328	1538441509	2117486521	1664212598	R	F	N		XR Controller	67DD8480	BC9E36AC	B7EB8364			
9	DecoupledDots_005m_v2	CUED	1	135	90	0	8	99	56	78	84	114	2017567458	317772259	1672749004	7070957	G	F	N		XR Controller	CB090948	083E616C	B7EB8364			
10	DecoupledDots_005m_v2	CUED	0	45	0	2	6	94	56	78	84	114	1741998605	904878361	2141791281	475405603	R	F	Z		XR Controller	6CBED730	BC9E36AC	1B981CE4			
11	DecoupledDots_005m_v2	CUED	0	90	315	3	3	249	56	78	84	114	2063306713	1275267935	1325745525	16736524	G	N	N		XR Controller	6CBED730	083E616C	E4FFF864			
12	DecoupledDots_005m_v2	CUED	0	180	180	6	4	98	56	78	84	114	1679723111	211139232	1212722752	587235785	G	N	C		XR Controller	6CBED730	E283626C	E4FFF864			
13	DecoupledDots_005m_v2	UNCUED	1	45	45	1	9	89	56	78	84	114	545425750	1967784875	680583732	1289094599	G	N	C		XR Controller	67DD8480	E283626C	E4FFF864			
14	DecoupledDots_005m_v2	UNCUED	0	0	45	1	9	104	56	78	84	114	513694714	1656435870	260382455	311407966	R	F	Z		XR Controller	F088AE08	BC9E36AC	1B981CE4			
15	DecoupledDots_005m_v2	UNCUED	0	270	270	4	2	84	56	78	84	114	255389155	22809771	1777738753	1177665598	R	N	CZ		XR Controller	F088AE08	95473DAC	81535EE4			
16	DecoupledDots_005m_v2	UNCUED	0	135	90	0	8	76	56	78	84	114	1119811110	85607561	2134866203	2022181842	R	F	N		XR Controller	F088AE08	BC9E36AC	B7EB8364			
