Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	LateralShiftDir	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
24	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	90	225	5	1	68	68	95	102	138	678190764	1254382233	1776788528	1060563853	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
25	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	270	270	4	2	248	68	95	102	138	262896566	1800663486	1712879267	1509226446	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
26	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	135	90	0	8	75	68	95	102	138	1326842000	1987533874	1943020628	1523879323	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
27	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	225	225	5	1	81	68	95	102	138	505578874	237910928	1755730864	1248545422	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
28	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	0	0	2	6	76	68	95	102	138	1840402078	1077748241	1321024486	1863604017	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
29	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	270	270	4	2	78	68	95	102	138	1714696096	1071504949	919993814	1962729862	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
30	SubfieldSwap_CatekExact_NDb_v1	CUED	1	0	180	6	4	78	68	95	102	138	2018522623	71503249	1285337333	1791058845	G	N	Db			XR Controller	8C48272D	C96A68AC	C06EAC7C			
31	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	270	90	0	8	72	68	95	102	138	636872971	1258995463	573806834	1835904477	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
32	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	315	270	4	2	74	68	95	102	138	2017364682	1372162743	2021531333	2276065	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
33	SubfieldSwap_CatekExact_NDb_v1	CUED	0	135	270	4	2	69	68	95	102	138	1123119535	71406084	635084750	819795633	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
34	SubfieldSwap_CatekExact_NDb_v1	CUED	1	45	45	1	9	74	68	95	102	138	1376439214	914559146	956465666	683478250	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
35	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	0	225	5	1	80	68	95	102	138	1408927619	1023545947	1942176369	1788490531	R	N	Db			XR Controller	792A361D	EAFFC16C	C06EAC7C			
36	SubfieldSwap_CatekExact_NDb_v1	CUED	1	90	90	0	8	65	68	95	102	138	198830499	588268397	1617755651	871249024	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
37	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	0	0	2	6	129	68	95	102	138	1461749410	1202651785	1927928501	662306728	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
38	SubfieldSwap_CatekExact_NDb_v1	CUED	1	180	180	6	4	73	68	95	102	138	955185156	1814801058	411539576	1932400802	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
39	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	135	135	7	7	69	68	95	102	138	1126152004	1122516976	1752907872	650075459	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
40	SubfieldSwap_CatekExact_NDb_v1	CUED	1	0	0	2	6	70	68	95	102	138	1532702057	1938347083	1258107467	261590179	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
41	SubfieldSwap_CatekExact_NDb_v1	CUED	1	135	90	0	8	65	68	95	102	138	1816209899	1431423827	147210866	1143821455	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
42	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	270	270	4	2	74	68	95	102	138	446701779	184594305	1086227542	1869664456	R	N	Db			XR Controller	792A361D	EAFFC16C	C06EAC7C			
43	SubfieldSwap_CatekExact_NDb_v1	CUED	1	270	270	4	2	113	68	95	102	138	940819471	1123679156	1009838471	1907828545	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
44	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	225	225	5	1	70	68	95	102	138	2075751979	45731531	678251853	1302330272	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
45	SubfieldSwap_CatekExact_NDb_v1	CUED	1	180	180	6	4	73	68	95	102	138	1421220920	780332225	638572965	1011382286	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
46	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	135	135	7	7	70	68	95	102	138	13798798	449425433	2095146254	1498617620	R	N	Db			XR Controller	792A361D	EAFFC16C	C06EAC7C			
47	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	315	315	3	3	75	68	95	102	138	172767921	851626025	2057233956	1944647100	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
48	SubfieldSwap_CatekExact_NDb_v1	CUED	0	90	90	0	8	102	68	95	102	138	642605270	1313058430	109181604	909139991	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
49	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	0	180	6	4	78	68	95	102	138	1660658782	812711569	1524886879	1883729742	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
50	SubfieldSwap_CatekExact_NDb_v1	CUED	1	0	0	2	6	69	68	95	102	138	96193603	103973539	1124477709	1983027738	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
51	SubfieldSwap_CatekExact_NDb_v1	CUED	1	45	45	1	9	73	68	95	102	138	1659054337	110767022	1684741540	936494569	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
52	SubfieldSwap_CatekExact_NDb_v1	CUED	0	315	270	4	2	69	68	95	102	138	1919958497	915052514	510163988	1002125506	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
53	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	0	0	2	6	93	68	95	102	138	1065248547	1779300914	1149648480	1029184841	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
54	SubfieldSwap_CatekExact_NDb_v1	CUED	0	180	0	2	6	169	68	95	102	138	2128492749	1501071817	197286623	1156495058	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
55	SubfieldSwap_CatekExact_NDb_v1	CUED	0	180	225	5	1	81	68	95	102	138	1137077354	1485510834	453316223	142411728	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
56	SubfieldSwap_CatekExact_NDb_v1	CUED	1	45	45	1	9	84	68	95	102	138	1053272984	764017418	1283926209	1680963810	G	N	Db			XR Controller	8C48272D	C96A68AC	C06EAC7C			
57	SubfieldSwap_CatekExact_NDb_v1	CUED	1	90	90	0	8	60	68	95	102	138	133495262	728789633	1396867805	881528659	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
58	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	45	225	5	1	63	68	95	102	138	377163243	376972215	1487290275	687870682	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
59	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	270	225	5	1	73	68	95	102	138	2041617328	1913544170	1325856891	501128047	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
60	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	90	45	1	9	69	68	95	102	138	221252105	1907485175	2113704294	1610498266	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
61	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	135	135	7	7	154	68	95	102	138	1057650986	1208514703	1285640633	405087923	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
62	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	180	180	6	4	71	68	95	102	138	888741141	13647078	1318325093	1580915990	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
63	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	45	90	0	8	74	68	95	102	138	1522386498	17997392	1942252915	1795023728	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
64	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	180	225	5	1	84	68	95	102	138	1819666199	542797210	2036514126	155246773	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
65	SubfieldSwap_CatekExact_NDb_v1	CUED	1	0	0	2	6	71	68	95	102	138	162726926	1984180915	829465967	125621880	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
66	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	45	0	2	6	79	68	95	102	138	18235200	1695168891	933861585	1688070128	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
67	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	315	315	3	3	90	68	95	102	138	418930816	1270442033	811442317	1396873442	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
68	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	135	180	6	4	150	68	95	102	138	147184659	1915652852	1489161375	57941708	R	N	Db			XR Controller	792A361D	EAFFC16C	C06EAC7C			
69	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	0	180	6	4	72	68	95	102	138	1270796408	334429055	827211392	29559428	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
70	SubfieldSwap_CatekExact_NDb_v1	CUED	0	45	45	1	9	127	68	95	102	138	507132636	1841644115	1930197070	1890625758	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
71	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	225	225	5	1	78	68	95	102	138	1132629516	1671607555	95531538	1576776437	R	N	Db			XR Controller	792A361D	EAFFC16C	C06EAC7C			
72	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	90	90	0	8	67	68	95	102	138	1028112850	1585617579	2075023880	1936738301	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
73	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	315	270	4	2	78	68	95	102	138	1577823975	2062271086	1784827742	1048971169	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
74	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	45	270	4	2	67	68	95	102	138	643738741	624382536	1486757115	1443752018	R	N	Db			XR Controller	792A361D	EAFFC16C	C06EAC7C			
75	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	90	90	0	8	67	68	95	102	138	1794073128	673052206	109029609	545883977	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
76	SubfieldSwap_CatekExact_NDb_v1	CUED	0	270	270	4	2	60	68	95	102	138	713760579	1520443362	1773253961	1289549650	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
77	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	180	180	6	4	70	68	95	102	138	528091472	1759441668	515589302	1645887606	R	N	Db			XR Controller	792A361D	EAFFC16C	C06EAC7C			
78	SubfieldSwap_CatekExact_NDb_v1	CUED	1	135	135	7	7	71	68	95	102	138	349409473	1408501379	1957212786	999543774	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
79	SubfieldSwap_CatekExact_NDb_v1	CUED	0	90	90	0	8	93	68	95	102	138	465267554	893364417	1791434797	782812555	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
80	SubfieldSwap_CatekExact_NDb_v1	CUED	1	45	90	0	8	85	68	95	102	138	1913353998	424709432	2121801983	2139599185	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
81	SubfieldSwap_CatekExact_NDb_v1	CUED	1	225	90	0	8	135	68	95	102	138	1314744366	161119236	454620118	1725927328	G	N	N			XR Controller	8892A655	BBE350AC	C06EAC7C			
82	SubfieldSwap_CatekExact_NDb_v1	CUED	1	225	225	5	1	125	68	95	102	138	309403803	271910973	2132161200	672445367	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
83	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	270	225	5	1	89	68	95	102	138	1537720969	235583743	758323633	1074338883	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
84	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	45	90	0	8	90	68	95	102	138	1517943898	1978762913	1496343012	2049156343	R	N	Db			XR Controller	792A361D	EAFFC16C	C06EAC7C			
85	SubfieldSwap_CatekExact_NDb_v1	CUED	0	135	225	5	1	79	68	95	102	138	1573835555	735215064	2106873410	865049930	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
86	SubfieldSwap_CatekExact_NDb_v1	CUED	1	270	270	4	2	67	68	95	102	138	2013009938	1675124304	278342622	2127413445	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
87	SubfieldSwap_CatekExact_NDb_v1	CUED	0	90	45	1	9	142	68	95	102	138	885178449	1246718820	2124755407	955951907	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
88	SubfieldSwap_CatekExact_NDb_v1	CUED	1	90	90	0	8	78	68	95	102	138	622670235	87470808	75261847	924228565	G	N	Db			XR Controller	8C48272D	C96A68AC	C06EAC7C			
89	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	135	45	1	9	83	68	95	102	138	1066237661	498570886	680825358	1142268104	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
90	SubfieldSwap_CatekExact_NDb_v1	CUED	0	270	225	5	1	128	68	95	102	138	206761536	782313321	675397412	375690279	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
91	SubfieldSwap_CatekExact_NDb_v1	CUED	1	315	0	2	6	103	68	95	102	138	1715819713	1672028326	890931878	1428202387	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
92	SubfieldSwap_CatekExact_NDb_v1	CUED	0	0	0	2	6	68	68	95	102	138	282783683	318196593	1666208399	1038483992	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
93	SubfieldSwap_CatekExact_NDb_v1	CUED	0	180	180	6	4	70	68	95	102	138	540346015	1170515087	1433657243	262744386	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
94	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	315	180	6	4	68	68	95	102	138	1101912079	1463008527	1191474807	2123786681	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
95	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	180	180	6	4	64	68	95	102	138	426982100	452332926	500321058	676809422	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
96	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	45	90	0	8	83	68	95	102	138	1407882517	132904773	54057631	1975550297	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
97	SubfieldSwap_CatekExact_NDb_v1	CUED	1	0	0	2	6	79	68	95	102	138	858012218	353051492	870795847	1610532609	G	N	Db			XR Controller	8C48272D	C96A68AC	C06EAC7C			
98	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	90	90	0	8	73	68	95	102	138	1686952474	2106218115	205377692	1145414283	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
99	SubfieldSwap_CatekExact_NDb_v1	CUED	1	315	135	7	7	74	68	95	102	138	1116116463	1447670247	2086870715	1810666840	G	N	Db			XR Controller	8C48272D	C96A68AC	C06EAC7C			
100	SubfieldSwap_CatekExact_NDb_v1	CUED	0	225	45	1	9	97	68	95	102	138	1561460623	1040733771	991756277	234099864	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
101	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	135	135	7	7	68	68	95	102	138	641947046	957823185	947885133	648801899	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
102	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	315	315	3	3	90	68	95	102	138	725870203	1815628469	707231512	452278666	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
103	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	90	90	0	8	100	68	95	102	138	219116919	957525937	1059184551	685004273	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
104	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	225	225	5	1	83	68	95	102	138	412529921	1107023694	626812152	991465394	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
105	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	315	0	2	6	111	68	95	102	138	443890440	286593532	1930782451	340716524	R	N	N			XR Controller	C9F1B22D	97D7D86C	C06EAC7C			
106	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	225	270	4	2	72	68	95	102	138	1881636008	850020427	497279903	1525275997	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
107	SubfieldSwap_CatekExact_NDb_v1	CUED	0	180	180	6	4	94	68	95	102	138	1749975175	1973000199	825650926	1036868947	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
108	SubfieldSwap_CatekExact_NDb_v1	CUED	0	90	90	0	8	161	68	95	102	138	1432937640	182023960	1292364348	1740057137	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
109	SubfieldSwap_CatekExact_NDb_v1	CUED	1	180	180	6	4	84	68	95	102	138	1856503974	1209924263	1811213101	1423483207	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
110	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	180	180	6	4	74	68	95	102	138	1969954078	1506385459	1455138906	835818792	G	N	N			XR Controller	C9F1B22D	BBE350AC	C06EAC7C			
111	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	225	225	5	1	77	68	95	102	138	1468768424	1469172033	1010559705	1568551425	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
112	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	270	225	5	1	82	68	95	102	138	1795643983	1256330282	2001338976	61124567	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
113	SubfieldSwap_CatekExact_NDb_v1	CUED	0	315	315	3	3	110	68	95	102	138	1862283227	386195849	403373780	1191021362	R	N	Db			XR Controller	4478E765	EAFFC16C	C06EAC7C			
114	SubfieldSwap_CatekExact_NDb_v1	CUED	0	45	45	1	9	90	68	95	102	138	1636214273	1540586519	454887331	950095364	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
115	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	315	315	3	3	133	68	95	102	138	404670493	577908703	166990886	985553218	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
116	SubfieldSwap_CatekExact_NDb_v1	CUED	0	315	315	3	3	118	68	95	102	138	906825324	1308395799	1418121713	1937636328	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
117	SubfieldSwap_CatekExact_NDb_v1	CUED	0	135	135	7	7	75	68	95	102	138	1108699875	1948038749	418744556	791321667	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
118	SubfieldSwap_CatekExact_NDb_v1	CUED	1	135	135	7	7	73	68	95	102	138	144395960	1078182428	333176214	1109584924	R	N	N			XR Controller	8892A655	97D7D86C	C06EAC7C			
119	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	315	315	3	3	115	68	95	102	138	1206312658	873578225	328360126	1739748062	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
120	SubfieldSwap_CatekExact_NDb_v1	CUED	1	90	90	0	8	74	68	95	102	138	1458006771	1959900316	548358944	1425587831	R	N	Db			XR Controller	8C48272D	EAFFC16C	C06EAC7C			
121	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	225	225	5	1	89	68	95	102	138	1550356068	1560727663	1519772440	1856650370	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
122	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	315	315	3	3	84	68	95	102	138	807081619	216511072	89347667	1921807138	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
123	SubfieldSwap_CatekExact_NDb_v1	CUED	0	45	45	1	9	80	68	95	102	138	1375124278	1441767760	2001392780	917919232	R	N	N			XR Controller	B6D3C11D	97D7D86C	C06EAC7C			
124	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	135	225	5	1	69	68	95	102	138	224041399	1672988069	974141931	663549665	R	N	N			XR Controller	06CF5C65	97D7D86C	C06EAC7C			
125	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	45	45	1	9	133	68	95	102	138	760330449	228980546	430142019	89005156	G	N	Db			XR Controller	792A361D	C96A68AC	C06EAC7C			
126	SubfieldSwap_CatekExact_NDb_v1	CUED	0	45	270	4	2	78	68	95	102	138	450439669	1790064483	2048042835	1630633021	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
127	SubfieldSwap_CatekExact_NDb_v1	CUED	0	315	270	4	2	69	68	95	102	138	1701587754	404107013	93430309	493519695	G	N	Db			XR Controller	4478E765	C96A68AC	C06EAC7C			
128	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	180	180	6	4	112	68	95	102	138	2067563844	324066472	516365006	1577271239	R	N	Db			XR Controller	C63C3155	EAFFC16C	C06EAC7C			
129	SubfieldSwap_CatekExact_NDb_v1	UNCUED	1	0	180	6	4	74	68	95	102	138	858293270	1023788930	1627283756	1484752956	G	N	N			XR Controller	06CF5C65	BBE350AC	C06EAC7C			
130	SubfieldSwap_CatekExact_NDb_v1	UNCUED	0	45	45	1	9	74	68	95	102	138	1964349106	765623790	23003546	210511516	G	N	Db			XR Controller	C63C3155	C96A68AC	C06EAC7C			
131	SubfieldSwap_CatekExact_NDb_v1	CUED	0	315	315	3	3	76	68	95	102	138	1912257454	2143976329	105803767	1230566027	G	N	N			XR Controller	B6D3C11D	BBE350AC	C06EAC7C			
