Trial	Experiment	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	DelayedFieldDepth	SwapType	EndKey	Device	MkHash32	ColorHash32	DepthHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes	DepthByFrame_SubfieldCodes
0	DepthBaseline	UNCUED	0	0	45	1	9	171	56	78	84	114	991204475	4452613	1050030894	1640716884	R	N	N		XR Controller	F088AE08	BC9E36AC	E4FFF864			
1	DepthBaseline	UNCUED	1	90	-1	-1	-1	203	56	78	84	114	81409808	1197064264	1823124675	393131187	R	F	N		XR Controller	67DD8480	BC9E36AC	B7EB8364			
2	DepthBaseline	UNCUED	0	90	270	4	2	147	56	78	84	114	1693524828	1909886043	1631134448	63836063	R	F	N		XR Controller	F088AE08	BC9E36AC	B7EB8364			
3	DepthBaseline	UNCUED	0	180	225	5	1	131	56	78	84	114	1670383906	1128186699	1439615042	970753444	G	N	N		XR Controller	F088AE08	083E616C	E4FFF864			
4	DepthBaseline	CUED	0	270	270	4	2	228	56	78	84	114	2033497203	1277957864	832201362	1957765130	G	F	N		XR Controller	6CBED730	083E616C	B7EB8364			
5	DepthBaseline	UNCUED	1	270	225	5	1	285	56	78	84	114	128393491	1001181003	231244709	171563938	G	N	N		XR Controller	67DD8480	083E616C	E4FFF864			
6	DepthBaseline	UNCUED	1	135	270	4	2	147	56	78	84	114	229047569	1381114591	1532217831	852600619	R	F	N		XR Controller	67DD8480	BC9E36AC	B7EB8364			
7	DepthBaseline	CUED	1	315	315	3	3	155	56	78	84	114	762551065	189685047	1676732551	1159994216	R	N	N		XR Controller	CB090948	BC9E36AC	E4FFF864			
8	DepthBaseline	CUED	1	0	45	1	9	110	56	78	84	114	1572358441	1995246007	310783190	1980188188	G	F	N		XR Controller	CB090948	083E616C	B7EB8364			
9	DepthBaseline	CUED	0	0	45	1	9	137	56	78	84	114	108915229	505044114	1334405864	1265377869	G	N	N		XR Controller	6CBED730	083E616C	E4FFF864			
10	DepthBaseline	UNCUED	0	270	225	5	1	100	56	78	84	114	1486629221	1562080230	68641097	412939355	G	N	N		XR Controller	F088AE08	083E616C	E4FFF864			
11	DepthBaseline	CUED	0	180	315	3	3	274	56	78	84	114	2015361729	1025658046	1434419444	1933059712	G	F	N		XR Controller	6CBED730	083E616C	B7EB8364			
12	DepthBaseline	CUED	0	90	-1	-1	-1	254	56	78	84	114	2143795992	1400985370	1850190239	168361589	G	F	N		XR Controller	6CBED730	083E616C	B7EB8364			
13	DepthBaseline	CUED	0	180	45	1	9	115	56	78	84	114	1894571158	1380826626	1941664996	2078513979	R	F	N		XR Controller	6CBED730	BC9E36AC	B7EB8364			
14	DepthBaseline	CUED	0	270	-1	-1	-1	402	56	78	84	114	729545907	691008392	435325716	1612998150	R	N	N		XR Controller	6CBED730	BC9E36AC	E4FFF864			
15	DepthBaseline	CUED	1	180	90	0	8	102	56	78	84	114	1265043499	1259787785	578533194	1868279573	G	N	N		XR Controller	CB090948	083E616C	E4FFF864			
16	DepthBaseline	CUED	0	90	45	1	9	226	56	78	84	114	1657867887	2114104328	655282750	1866603839	R	F	N		XR Controller	6CBED730	BC9E36AC	B7EB8364			
17	DepthBaseline	CUED	1	0	45	1	9	87	56	78	84	114	2110678753	1041259668	1986626287	1582509880	G	N	N		XR Controller	CB090948	083E616C	E4FFF864			
18	DepthBaseline	UNCUED	0	225	45	1	9	101	56	78	84	114	788327647	1581832724	1435335780	2057665987	G	F	N		XR Controller	F088AE08	083E616C	B7EB8364			
19	DepthBaseline	UNCUED	0	45	45	1	9	105	56	78	84	114	2023865440	1241903872	1274379042	275419522	G	N	N		XR Controller	F088AE08	083E616C	E4FFF864			
20	DepthBaseline	CUED	0	180	225	5	1	106	56	78	84	114	583343831	1904962291	167590431	1231291997	G	N	N		XR Controller	6CBED730	083E616C	E4FFF864			
21	DepthBaseline	CUED	1	45	90	0	8	101	56	78	84	114	1534317235	1521688815	1282310308	1867925909	G	N	N		XR Controller	CB090948	083E616C	E4FFF864			
22	DepthBaseline	CUED	1	45	225	5	1	102	56	78	84	114	736380253	153652839	113931053	828266381	R	F	N		XR Controller	CB090948	BC9E36AC	B7EB8364			
23	DepthBaseline	UNCUED	0	135	270	4	2	103	56	78	84	114	1182431035	1945517380	374380321	624986627	G	F	N		XR Controller	F088AE08	083E616C	B7EB8364			
24	DepthBaseline	CUED	0	0	225	5	1	98	56	78	84	114	761701930	575522893	1736162719	1206113222	R	N	N		XR Controller	6CBED730	BC9E36AC	E4FFF864			
25	DepthBaseline	UNCUED	0	45	90	0	8	88	56	78	84	114	2109405343	749238917	2082310321	913092022	G	F	N		XR Controller	F088AE08	083E616C	B7EB8364			
26	DepthBaseline	UNCUED	0	180	90	0	8	87	56	78	84	114	105100997	1445124669	1730782402	2112119380	R	N	N		XR Controller	F088AE08	BC9E36AC	E4FFF864			
27	DepthBaseline	UNCUED	0	0	0	2	6	89	56	78	84	114	559444794	487131543	97356360	1717329620	G	N	N		XR Controller	F088AE08	083E616C	E4FFF864			
28	DepthBaseline	CUED	0	135	135	7	7	78	56	78	84	114	1216062166	996822327	466260434	1567696554	R	F	N		XR Controller	6CBED730	BC9E36AC	B7EB8364			
29	DepthBaseline	UNCUED	1	315	315	3	3	212	56	78	84	114	1143981594	1971910524	216154644	85343536	G	F	N		XR Controller	67DD8480	083E616C	B7EB8364			
30	DepthBaseline	UNCUED	1	225	90	0	8	100	56	78	84	114	880562375	1639455644	2034288593	2081667739	G	F	N		XR Controller	67DD8480	083E616C	B7EB8364			
31	DepthBaseline	CUED	1	270	270	4	2	88	56	78	84	114	1817797897	140960867	2043259129	577145333	R	N	N		XR Controller	CB090948	BC9E36AC	E4FFF864			
32	DepthBaseline	UNCUED	1	315	180	6	4	99	56	78	84	114	1146070408	2043116745	1947708322	543120391	R	N	N		XR Controller	67DD8480	BC9E36AC	E4FFF864			
33	DepthBaseline	UNCUED	0	135	180	6	4	84	56	78	84	114	679158295	411804774	1237622810	1084820652	R	F	N		XR Controller	F088AE08	BC9E36AC	B7EB8364			
34	DepthBaseline	CUED	1	90	135	7	7	107	56	78	84	114	1348766181	1644970488	1820009917	1528130845	R	F	N		XR Controller	CB090948	BC9E36AC	B7EB8364			
35	DepthBaseline	CUED	0	315	0	2	6	116	56	78	84	114	1117377069	392780319	718513070	345069819	R	N	N		XR Controller	6CBED730	BC9E36AC	E4FFF864			
36	DepthBaseline	CUED	0	225	225	5	1	77	56	78	84	114	1643188263	402363579	1834241751	1471058465	R	N	N		XR Controller	6CBED730	BC9E36AC	E4FFF864			
37	DepthBaseline	CUED	1	180	225	5	1	83	56	78	84	114	1103549883	913577248	651280719	1250656604	G	F	N		XR Controller	CB090948	083E616C	B7EB8364			
38	DepthBaseline	CUED	1	180	225	5	1	92	56	78	84	114	1920840571	337131387	1077184598	771367493	R	N	N		XR Controller	CB090948	BC9E36AC	E4FFF864			
39	DepthBaseline	CUED	1	270	225	5	1	89	56	78	84	114	1810857892	1385295637	214951993	913438045	G	N	N		XR Controller	CB090948	083E616C	E4FFF864			
40	DepthBaseline	UNCUED	0	90	90	0	8	95	56	78	84	114	2049664883	1445167142	800715743	1383533752	G	N	N		XR Controller	F088AE08	083E616C	E4FFF864			
41	DepthBaseline	UNCUED	1	180	315	3	3	85	56	78	84	114	1083948498	158310167	1572569069	271573739	G	F	N		XR Controller	67DD8480	083E616C	B7EB8364			
42	DepthBaseline	CUED	0	225	270	4	2	83	56	78	84	114	247641763	1913114712	899534699	693467603	G	N	N		XR Controller	6CBED730	083E616C	E4FFF864			
43	DepthBaseline	UNCUED	1	90	270	4	2	74	56	78	84	114	823831289	2089197048	1804785046	186009779	G	F	N		XR Controller	67DD8480	083E616C	B7EB8364			
44	DepthBaseline	CUED	1	225	90	0	8	89	56	78	84	114	1035704611	729750218	946337003	621150665	G	N	N		XR Controller	CB090948	083E616C	E4FFF864			
45	DepthBaseline	UNCUED	0	45	90	0	8	87	56	78	84	114	92328687	2106886578	143179748	516903006	R	F	N		XR Controller	F088AE08	BC9E36AC	B7EB8364			
46	DepthBaseline	CUED	1	135	135	7	7	104	56	78	84	114	681401956	830259560	79281171	1581344509	G	N	N		XR Controller	CB090948	083E616C	E4FFF864			
47	DepthBaseline	UNCUED	1	45	45	1	9	106	56	78	84	114	618118123	2053802555	1626349270	2018476925	G	F	N		XR Controller	67DD8480	083E616C	B7EB8364			
48	DepthBaseline	CUED	0	45	0	2	6	119	56	78	84	114	1675030677	483592842	1365412750	408906523	R	N	N		XR Controller	6CBED730	BC9E36AC	E4FFF864			
49	DepthBaseline	CUED	0	225	225	5	1	80	56	78	84	114	1036078211	148250839	1713466427	463046341	G	F	N		XR Controller	6CBED730	083E616C	B7EB8364			
50	DepthBaseline	UNCUED	1	225	315	3	3	77	56	78	84	114	81727995	1248841756	29916676	571388066	R	N	N		XR Controller	67DD8480	BC9E36AC	E4FFF864			
51	DepthBaseline	CUED	0	135	0	2	6	88	56	78	84	114	551055486	37813493	817641539	2092711595	R	N	N		XR Controller	6CBED730	BC9E36AC	E4FFF864			
52	DepthBaseline	CUED	1	90	90	0	8	83	56	78	84	114	499338848	1684224686	1635223814	1010243515	R	N	N		XR Controller	CB090948	BC9E36AC	E4FFF864			
53	DepthBaseline	CUED	0	315	315	3	3	89	56	78	84	114	988470248	1242477144	1975872041	651987616	R	F	N		XR Controller	6CBED730	BC9E36AC	B7EB8364			
54	DepthBaseline	UNCUED	1	135	315	3	3	82	56	78	84	114	207576487	867759311	520510614	1476859196	G	N	N		XR Controller	67DD8480	083E616C	E4FFF864			
55	DepthBaseline	UNCUED	0	180	180	6	4	87	56	78	84	114	41523416	318865229	1299386596	283376075	G	F	N		XR Controller	F088AE08	083E616C	B7EB8364			
56	DepthBaseline	CUED	0	225	225	5	1	69	56	78	84	114	1925462680	1245119183	1373774229	1448058977	R	F	N		XR Controller	6CBED730	BC9E36AC	B7EB8364			
57	DepthBaseline	UNCUED	1	180	90	0	8	88	56	78	84	114	822683943	1198138048	367255526	879164090	R	N	N		XR Controller	67DD8480	BC9E36AC	E4FFF864			
58	DepthBaseline	CUED	0	45	45	1	9	90	56	78	84	114	1681783684	830868010	274753766	890768657	G	N	N		XR Controller	6CBED730	083E616C	E4FFF864			
59	DepthBaseline	UNCUED	0	90	225	5	1	107	56	78	84	114	608521775	1632733450	1715448575	1613627639	R	N	N		XR Controller	F088AE08	BC9E36AC	E4FFF864			
60	DepthBaseline	CUED	0	0	315	3	3	104	56	78	84	114	2144339638	1886459518	1832032909	1027836444	G	F	N		XR Controller	6CBED730	083E616C	B7EB8364			
61	DepthBaseline	CUED	0	180	180	6	4	92	56	78	84	114	1880938450	1542831247	1315548353	2105982499	R	N	N		XR Controller	6CBED730	BC9E36AC	E4FFF864			
62	DepthBaseline	UNCUED	1	225	315	3	3	90	56	78	84	114	1466691377	2118004405	212959877	1091378224	R	F	N		XR Controller	67DD8480	BC9E36AC	B7EB8364			
