Trial	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	EndKey	Device	MkHash32	ColorHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes
0	CUED	0	225	0	2	6	159	56	78	79	109	1453091368	713084591	1398534559	1785427305	R		XR Controller	57F83592	BF8EF6AB		
1	CUED	1	0	45	1	9	70	56	78	79	109	1145102367	451116175	1051398139	1627270377	R		XR Controller	64F9518A	BF8EF6AB		
2	CUED	0	0	-1	-1	-1	76	56	78	79	109	1673116976	1631631590	589404003	336393162	R		XR Controller	57F83592	BF8EF6AB		
3	UNCUED	1	315	315	3	3	105	56	78	79	109	491978860	214362137	1460269906	1472422432	R		XR Controller	AD52223A	BF8EF6AB		
4	UNCUED	1	135	-1	-1	-1	-1	56	78	79	109	954677891	219884705	1562196221	1589337111	G	ABORT	OnApplicationQuit	00000000	00000000		
